colony,tag_ID,group,obs_interaction_nurses,obs_interaction_cleaners,obs_interaction_foragers,obs_interaction_queen,exp_random_nurses,exp_random_cleaners,exp_random_foragers,exp_space_nurses,exp_space_cleaners,exp_space_foragers
29,501,C,0.248963,0.379149,0.371888,0.00644164,0.501062,0.205529,0.293409,0.224327,0.361951,0.413721
29,507,C,0.294961,0.416711,0.288327,0.0116959,0.501062,0.205529,0.293409,0.327062,0.389771,0.283166
29,592,C,0.37241,0.394908,0.232682,0.00894822,0.501062,0.205529,0.293409,0.466377,0.345967,0.187655
29,593,C,0.334703,0.408934,0.256363,0.0086728,0.501062,0.205529,0.293409,0.340559,0.437167,0.222274
29,599,C,0.376635,0.343568,0.279797,0.00542103,0.501062,0.205529,0.293409,0.384617,0.311439,0.303944
29,607,C,0.307553,0.448311,0.244135,0.0216898,0.501062,0.205529,0.293409,0.353639,0.432066,0.214295
29,614,C,0.0629409,0.352143,0.584916,0,0.501062,0.205529,0.293409,0.0594705,0.365336,0.575191
29,632,C,0.393056,0.354029,0.252914,0.0311809,0.501062,0.205529,0.293409,0.3961,0.330565,0.273335
29,638,C,0.180564,0.406195,0.413241,0.00161219,0.501062,0.205529,0.293409,0.187677,0.415927,0.396396
58,12,C,0.216541,0.48339,0.300068,0.000956023,0.51245,0.172353,0.315197,0.21839,0.571776,0.209833
58,20,C,0.432787,0.403279,0.163934,0.0105434,0.51245,0.172353,0.315197,0.402403,0.458805,0.138792
58,25,C,0.542032,0.310806,0.147162,0.00543162,0.51245,0.172353,0.315197,0.520657,0.346686,0.132657
58,26,C,0.321084,0.329091,0.349825,0.000718022,0.51245,0.172353,0.315197,0.348581,0.360367,0.291051
58,38,C,0.232448,0.536446,0.231107,0.00340136,0.51245,0.172353,0.315197,0.204886,0.589562,0.205551
58,42,C,0.443695,0.270143,0.286162,0.000361185,0.51245,0.172353,0.315197,0.447062,0.298488,0.254449
58,43,C,0.436128,0.377603,0.186269,0.00629107,0.51245,0.172353,0.315197,0.445517,0.411782,0.1427
58,57,C,0.196616,0.474767,0.328617,0.000790983,0.51245,0.172353,0.315197,0.22432,0.545363,0.230316
58,70,C,0.193682,0.561559,0.244759,0.000884956,0.51245,0.172353,0.315197,0.131769,0.655049,0.213182
58,85,C,0.281666,0.455899,0.262435,0.00158799,0.51245,0.172353,0.315197,0.25808,0.563629,0.178291
58,97,C,0.179797,0.492215,0.327987,9.38E-05,0.51245,0.172353,0.315197,0.218663,0.535611,0.245726
58,99,C,0.196223,0.42658,0.377197,0.00010098,0.51245,0.172353,0.315197,0.196806,0.515663,0.28753
58,102,C,0.270584,0.515818,0.213598,0.00039285,0.51245,0.172353,0.315197,0.211771,0.59677,0.191458
58,111,C,0.171277,0.441371,0.387352,0.00354507,0.51245,0.172353,0.315197,0.186396,0.550985,0.262618
58,114,C,0.23621,0.483607,0.280183,0.000583374,0.51245,0.172353,0.315197,0.278109,0.540777,0.181113
58,135,C,0.0990664,0.512033,0.3889,0.000311107,0.51245,0.172353,0.315197,0.0824345,0.606685,0.31088
58,137,C,0.384364,0.321771,0.293866,0.0173644,0.51245,0.172353,0.315197,0.422145,0.349358,0.228497
58,149,C,0.290781,0.347378,0.361841,0.000251477,0.51245,0.172353,0.315197,0.333723,0.388261,0.278016
58,158,C,0.379238,0.343375,0.277387,0.000912052,0.51245,0.172353,0.315197,0.389113,0.39622,0.214666
58,159,C,0.454475,0.353549,0.191975,0.00977995,0.51245,0.172353,0.315197,0.532858,0.324028,0.143114
58,170,C,0.51052,0.358389,0.131091,0.00837337,0.51245,0.172353,0.315197,0.437268,0.447159,0.115573
58,195,C,0.383576,0.390487,0.225938,0.00212982,0.51245,0.172353,0.315197,0.399541,0.422298,0.17816
58,196,C,0.434117,0.352802,0.213082,0.00789071,0.51245,0.172353,0.315197,0.407876,0.407512,0.184611
58,207,C,0.336984,0.437783,0.225233,0.000658382,0.51245,0.172353,0.315197,0.371857,0.476612,0.15153
58,229,C,0.447427,0.320019,0.232554,0.000157853,0.51245,0.172353,0.315197,0.364566,0.372127,0.263306
58,238,C,0.37945,0.506298,0.114252,0.00354707,0.51245,0.172353,0.315197,0.318853,0.536875,0.144272
58,250,C,0.202657,0.529305,0.268039,0,0.51245,0.172353,0.315197,0.193329,0.604969,0.201702
58,257,C,0.20088,0.352305,0.446815,0.000955657,0.51245,0.172353,0.315197,0.235322,0.431699,0.332979
58,265,C,0.103537,0.438677,0.457786,0,0.51245,0.172353,0.315197,0.117222,0.558547,0.32423
58,268,C,0.415636,0.431429,0.152935,0.00640774,0.51245,0.172353,0.315197,0.383867,0.496195,0.119937
58,278,C,0.560625,0.363747,0.0756281,0.0173995,0.51245,0.172353,0.315197,0.510605,0.394758,0.0946366
58,318,C,0.203184,0.50117,0.295646,0,0.51245,0.172353,0.315197,0.225088,0.557322,0.217589
58,320,C,0.302799,0.446416,0.250785,0.00217954,0.51245,0.172353,0.315197,0.309243,0.531041,0.159715
58,395,C,0.310585,0.403988,0.285428,0,0.51245,0.172353,0.315197,0.340042,0.47586,0.184097
58,437,C,0.351587,0.441282,0.20713,0.00551752,0.51245,0.172353,0.315197,0.314537,0.506259,0.179203
58,492,C,0.438776,0.405154,0.15607,0.00286981,0.51245,0.172353,0.315197,0.403548,0.443432,0.153019
58,527,C,0.473437,0.360184,0.166379,0.00429676,0.51245,0.172353,0.315197,0.460809,0.40077,0.13842
58,552,C,0.266387,0.384067,0.349546,0.000279447,0.51245,0.172353,0.315197,0.271856,0.476058,0.252086
58,620,C,0.213417,0.502331,0.284252,0,0.51245,0.172353,0.315197,0.236363,0.518403,0.245233
58,621,C,0.331103,0.38499,0.283907,0.000607829,0.51245,0.172353,0.315197,0.376112,0.417954,0.205933
58,632,C,0.240374,0.492994,0.266632,0.000829617,0.51245,0.172353,0.315197,0.286173,0.525262,0.188565
78,20,C,0.523655,0.293424,0.182921,0.00989262,0.607337,0.126087,0.266577,0.521428,0.292223,0.186349
78,24,C,0.265916,0.356664,0.377421,0.00214701,0.607337,0.126087,0.266577,0.300369,0.338087,0.361543
78,29,C,0.441051,0.309485,0.249465,0.00132084,0.607337,0.126087,0.266577,0.514361,0.291823,0.193815
78,63,C,0.346413,0.392933,0.260653,0.00362671,0.607337,0.126087,0.266577,0.257122,0.562349,0.180528
78,66,C,0.279332,0.323634,0.397034,0.000187688,0.607337,0.126087,0.266577,0.292697,0.34569,0.361611
78,82,C,0.440301,0.258435,0.301264,0.00312402,0.607337,0.126087,0.266577,0.480271,0.262645,0.257084
78,100,C,0.460989,0.290945,0.248066,0.00498497,0.607337,0.126087,0.266577,0.486235,0.277593,0.236172
78,113,C,0.333281,0.313995,0.352724,0.00172184,0.607337,0.126087,0.266577,0.346638,0.313223,0.340138
78,115,C,0.266774,0.283974,0.449252,0.00116321,0.607337,0.126087,0.266577,0.35218,0.299445,0.348374
78,124,C,0.489005,0.302155,0.20884,0.00778238,0.607337,0.126087,0.266577,0.447103,0.353322,0.199575
78,144,C,0.556683,0.296602,0.146715,0.00253096,0.607337,0.126087,0.266577,0.569437,0.288033,0.14253
78,159,C,0.51769,0.281782,0.200528,0.00340644,0.607337,0.126087,0.266577,0.56961,0.260034,0.170356
78,195,C,0.357652,0.345493,0.296855,0.000419111,0.607337,0.126087,0.266577,0.347252,0.328318,0.32443
78,207,C,0.34472,0.318678,0.336603,0.00353863,0.607337,0.126087,0.266577,0.317467,0.38982,0.292712
78,255,C,0.441386,0.285264,0.27335,0.00013693,0.607337,0.126087,0.266577,0.449073,0.2614,0.289526
78,296,C,0.340737,0.327207,0.332056,0.0019513,0.607337,0.126087,0.266577,0.272901,0.365142,0.361956
78,301,C,0.344488,0.329461,0.326051,0.00352334,0.607337,0.126087,0.266577,0.236884,0.470436,0.292679
78,305,C,0.588693,0.230921,0.180386,0.00299121,0.607337,0.126087,0.266577,0.625295,0.210246,0.164458
78,308,C,0.39206,0.300222,0.307718,0.00230093,0.607337,0.126087,0.266577,0.402317,0.299975,0.297707
78,313,C,0.38803,0.367091,0.244879,0.00432146,0.607337,0.126087,0.266577,0.386309,0.393192,0.220499
78,324,C,0.576555,0.283892,0.139553,0.000398565,0.607337,0.126087,0.266577,0.624108,0.250381,0.125509
78,334,C,0.388266,0.351844,0.259891,0.00402073,0.607337,0.126087,0.266577,0.338794,0.362197,0.299008
78,353,C,0.327962,0.310932,0.361106,0.00100613,0.607337,0.126087,0.266577,0.367212,0.290464,0.342324
78,380,C,0.124194,0.241935,0.633871,0,0.607337,0.126087,0.266577,0.187498,0.281141,0.531356
78,433,C,0.463493,0.308817,0.22769,0.00569395,0.607337,0.126087,0.266577,0.496568,0.290317,0.213115
78,462,C,0.296408,0.190588,0.513004,0.000412655,0.607337,0.126087,0.266577,0.294903,0.29642,0.408674
78,482,C,0.490066,0.219205,0.290728,0.00486037,0.607337,0.126087,0.266577,0.558655,0.207142,0.234203
78,540,C,0.494705,0.264477,0.240818,0.00453696,0.607337,0.126087,0.266577,0.496161,0.261549,0.24229
78,552,C,0.278288,0.355752,0.36596,0.00315507,0.607337,0.126087,0.266577,0.256107,0.404855,0.339037
78,592,C,0.306546,0.357209,0.336245,0.00475252,0.607337,0.126087,0.266577,0.315094,0.336045,0.34886
78,600,C,0.441509,0.347525,0.210966,0.00435782,0.607337,0.126087,0.266577,0.367386,0.435042,0.197571
78,610,C,0.448744,0.274341,0.276916,0.00201417,0.607337,0.126087,0.266577,0.476016,0.272331,0.251653
78,614,C,0.40956,0.333013,0.257427,0.00383509,0.607337,0.126087,0.266577,0.365178,0.399187,0.235635
78,650,C,0.422452,0.274446,0.303102,0.00257827,0.607337,0.126087,0.266577,0.445922,0.27863,0.275447
78,740,C,0.419032,0.350638,0.23033,0.000666349,0.607337,0.126087,0.266577,0.491296,0.309308,0.199395
4,219,Q,0.772889,0.200059,0.0270511,0,0,0,0,nan,0,0
18,592,Q,0.928591,0.0669574,0.00445171,0,0,0,0,nan,0,0
21,604,Q,0.840598,0.125998,0.0334037,0,0,0,0,nan,0,0
29,502,Q,0.684829,0.237573,0.0775985,0,0,0,0,nan,0,0
58,91,Q,0.886745,0.0909829,0.0222719,0,0,0,0,nan,0,0
78,74,Q,0.923564,0.061001,0.0154351,0,0,0,0,nan,0,0
