Ant59,Ant540,Ant2,Ant6,Ant24,Ant25,Ant73,Ant148,Ant191,Ant227,Ant237,Ant252,Ant311,Ant534,Ant646,Ant740,Ant954,Ant1,Ant17,Ant27,Ant44,Ant49,Ant51,Ant71,Ant97,Ant115,Ant117,Ant120,Ant153,Ant170,Ant176,Ant242,Ant250,Ant256,Ant262,Ant263,Ant264,Ant298,Ant299,Ant305,Ant332,Ant334,Ant356,Ant391,Ant475,Ant476,Ant502,Ant564,Ant592,Ant593,Ant599,Ant607,Ant638,Ant647,Ant650
14,13,4,15,11,2,14,2,15,1,2,11,7,19,27,4,2,4,5,5,12,5,6,6,5,4,24,8,11,15,0,5,4,3,5,14,4,13,10,12,9,8,19,17,8,1,4,6,7,41,22,9,13,6,7
10,4,0,40,4,1,24,0,0,0,0,6,31,0,32,1,11,0,22,18,17,19,2,7,6,38,26,3,0,15,5,0,4,3,2,7,2,16,8,27,1,16,6,17,7,0,2,12,1,5,12,0,0,1,0
3,6,1,3,15,0,6,0,3,1,0,9,6,6,10,4,3,0,34,12,6,6,4,2,3,2,13,5,2,3,4,4,0,2,4,4,3,4,16,3,6,6,2,6,12,1,2,5,3,16,1,2,2,4,3
2,10,1,1,1,1,10,1,12,16,0,0,5,2,1,2,6,8,1,0,3,6,7,1,4,3,1,13,1,2,3,3,2,0,0,3,1,18,0,9,11,0,2,0,1,1,1,4,2,3,0,5,4,12,9
13,1,0,4,21,0,6,0,8,1,1,4,21,2,15,5,4,1,0,16,6,28,5,1,3,0,0,0,0,0,5,2,4,0,0,6,1,3,5,0,1,8,3,11,11,2,0,2,3,10,1,0,0,1,1
4,12,2,13,17,2,5,0,0,1,2,1,25,4,8,0,15,0,2,3,3,12,8,3,1,13,18,5,3,2,14,7,4,3,6,0,3,4,5,8,0,13,15,10,10,0,0,3,3,5,9,2,0,0,1
5,8,2,0,9,3,2,0,0,1,4,5,49,5,3,4,5,2,14,20,18,5,8,10,8,3,3,3,1,3,4,2,3,1,1,3,0,1,19,2,4,3,10,27,12,2,4,5,6,4,1,4,3,2,2
6,9,6,4,5,7,9,0,11,3,0,4,0,17,4,1,10,8,1,5,3,7,10,0,4,0,11,21,8,5,13,16,4,18,3,4,1,0,1,28,2,3,10,3,10,0,0,2,14,8,6,5,20,9,20
10,4,9,5,5,3,5,0,1,0,13,36,4,8,12,4,15,6,6,20,34,2,3,13,13,5,5,4,4,9,10,8,16,0,5,5,19,1,0,4,4,10,6,12,32,2,5,6,19,22,8,9,5,2,7
8,15,4,3,5,6,7,0,13,15,1,3,1,2,8,0,10,5,3,2,0,12,5,9,7,1,39,18,0,9,12,27,3,9,0,8,2,28,4,0,5,2,1,8,7,2,0,6,3,19,15,19,40,7,21
32,12,56,1,0,20,5,8,11,9,11,1,1,5,8,33,2,9,2,0,0,3,1,7,25,2,2,6,6,5,9,1,6,11,1,0,4,2,4,5,0,1,6,0,0,14,0,5,9,4,7,16,36,46,34
6,2,0,11,12,1,15,0,0,0,0,13,20,3,6,1,2,0,3,35,42,11,6,5,0,13,23,1,1,5,8,16,6,0,8,13,3,3,10,2,1,0,10,5,15,1,19,12,1,4,11,6,2,0,1
4,2,1,10,10,7,21,0,0,3,4,8,13,2,9,6,10,1,3,11,3,9,11,3,5,4,34,2,6,5,19,6,2,2,3,15,10,10,6,1,6,10,0,9,3,0,2,11,4,12,15,7,2,1,1
12,13,3,27,0,1,9,0,2,1,1,2,43,6,11,2,7,3,8,19,21,27,2,20,0,10,20,4,7,27,17,17,6,0,11,10,27,3,12,8,0,5,9,0,9,0,0,7,3,5,3,1,0,3,3
12,2,4,4,13,10,9,0,0,4,1,4,9,6,5,10,39,1,8,49,12,18,4,5,4,8,27,0,1,17,8,7,12,1,11,10,12,10,32,7,0,15,3,9,0,1,2,18,11,30,17,2,5,1,10
4,6,10,0,0,6,1,4,10,3,2,0,1,0,0,6,0,0,1,0,0,0,6,0,3,0,0,1,4,0,1,0,1,1,2,0,2,0,2,2,14,1,0,0,1,0,0,2,1,1,1,3,4,9,5
4,2,0,1,0,0,10,0,0,0,0,0,4,2,2,0,4,0,19,1,0,4,0,0,0,0,2,1,0,0,4,2,2,1,0,0,4,0,5,0,0,19,2,0,2,0,0,4,4,0,12,0,3,0,0
16,15,6,1,9,8,3,0,8,1,3,7,11,4,10,7,14,1,2,14,8,10,2,26,11,6,13,8,3,9,6,12,5,4,2,3,5,2,6,6,5,12,11,7,18,2,4,0,4,2,10,8,2,3,5
8,5,13,12,4,23,4,0,11,2,10,30,3,4,9,3,9,3,2,9,0,2,12,7,5,0,13,5,7,0,7,1,3,2,3,3,6,14,19,3,9,1,4,3,11,1,4,4,0,53,4,5,9,15,15
15,22,5,9,11,7,8,1,2,0,3,4,3,12,12,7,6,7,6,11,9,20,49,6,5,9,33,9,2,4,41,5,16,3,10,5,4,8,22,19,4,4,12,5,30,1,0,2,53,0,13,6,17,2,11
30,6,5,10,4,4,8,0,9,2,4,15,21,10,8,6,10,2,1,13,14,10,10,6,4,21,63,6,0,1,22,12,1,0,1,9,1,6,8,15,7,11,15,3,17,1,12,10,4,13,0,6,8,2,6
8,0,22,0,0,7,3,3,9,4,5,7,1,3,0,8,6,3,2,1,0,3,8,3,0,4,23,4,8,1,9,0,2,5,0,2,4,5,9,19,16,6,7,1,2,3,0,8,5,6,6,0,13,5,18
20,6,20,4,0,17,7,2,18,10,8,2,4,2,0,12,2,5,1,3,8,10,5,4,4,7,4,17,6,0,13,0,2,4,0,0,3,20,5,40,36,2,2,0,5,4,3,2,9,17,8,13,0,24,50
22,4,34,4,0,11,1,2,14,3,11,1,1,0,0,13,0,1,0,0,1,1,5,1,11,0,4,6,11,3,6,1,4,12,1,0,2,9,2,7,46,0,1,3,1,9,0,3,15,2,2,5,24,0,22
36,3,21,1,0,8,8,2,7,6,6,0,0,5,0,26,8,2,2,0,8,4,8,3,15,2,9,20,12,5,7,0,3,9,1,1,2,20,7,21,34,1,1,3,10,5,0,5,15,11,6,18,50,22,0
