Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
2,2,21,0,5,2,2,4,19,6,4,0,0,3,2,1,2,2,0,0,10,7,0,1,7,4,27,6,3,6,0,0,16,0,2,4,9,2,0,7,5,8,4,0,0,0,5,0,5,10,6,5,7,3,3,9,28,1,2,1,14,1,1,4,9,9,6,1,2,3,10,3,1,0,4,6,4,3,2,0,5,0,3,1,2,1,8,0,3
0,6,0,6,2,0,6,1,28,5,4,1,5,2,18,9,19,2,2,0,2,9,2,2,1,1,4,13,0,31,0,6,12,9,1,14,3,1,5,5,2,0,9,7,3,0,1,0,9,4,2,0,1,0,2,0,0,4,12,5,1,2,3,1,4,17,7,1,2,1,14,3,0,4,0,5,4,2,3,3,32,0,1,15,2,15,1,0,9
1,7,15,5,4,0,6,0,5,2,4,1,3,0,1,4,3,4,3,0,2,7,1,4,6,6,1,9,0,12,1,10,4,2,8,1,13,0,5,5,4,1,2,10,0,0,7,0,2,3,2,0,1,0,1,1,12,0,5,5,12,1,1,3,20,3,0,0,1,1,14,3,0,6,5,0,2,1,3,1,3,3,23,3,3,6,6,0,6
3,5,0,6,3,0,8,0,2,11,11,2,3,10,7,3,10,4,3,0,12,25,8,2,0,6,17,4,1,6,2,1,11,7,2,4,27,0,27,20,2,0,1,18,0,0,7,0,7,4,1,1,2,4,4,1,1,3,12,8,0,4,3,25,0,5,3,0,1,2,1,6,0,4,4,2,0,3,0,1,21,0,1,5,2,0,3,18,5
16,1,0,0,8,4,1,5,3,0,24,5,5,0,3,9,8,11,10,1,13,0,1,11,0,0,4,5,6,2,9,0,0,3,4,1,0,12,10,0,14,3,9,0,8,2,0,0,4,5,5,0,9,2,12,11,4,1,7,7,2,0,14,0,0,1,0,5,3,11,0,2,8,3,2,1,3,0,10,1,13,12,2,10,7,7,10,1,3
1,0,1,0,4,6,7,5,2,5,14,0,5,1,4,0,12,7,7,0,10,15,21,4,2,0,3,0,2,12,0,10,1,1,5,3,0,8,17,0,13,0,6,3,3,0,8,0,4,4,5,0,9,1,2,3,0,6,4,2,16,0,0,0,3,22,5,0,0,3,0,1,0,2,3,3,0,10,0,1,9,4,2,3,3,6,20,3,6
0,0,0,0,13,4,3,3,0,0,19,1,0,0,1,2,3,3,5,0,1,5,8,2,2,0,2,2,2,7,4,2,0,0,0,0,0,7,2,0,17,2,0,0,85,0,0,0,2,0,2,0,9,1,46,14,2,2,2,1,0,0,11,1,0,2,0,1,17,4,0,4,0,0,3,1,1,1,1,0,2,8,2,13,19,1,4,4,1
2,10,0,11,11,4,20,11,4,6,9,0,9,7,13,4,8,12,6,0,10,27,22,5,11,0,8,23,8,13,0,8,8,3,0,9,0,5,15,3,15,0,8,3,4,0,9,0,16,10,5,3,8,5,11,17,0,15,30,2,0,5,1,1,15,55,3,4,6,3,1,6,0,5,32,3,21,13,9,2,0,4,5,10,4,16,2,1,28
21,1,0,1,5,16,4,17,0,1,26,8,1,2,3,2,2,5,7,21,2,1,1,5,7,2,1,5,1,11,31,4,1,2,1,3,0,11,3,0,35,3,7,2,9,2,1,0,8,2,5,1,6,23,8,6,1,1,3,1,14,1,21,0,2,5,0,5,9,6,0,13,28,0,0,3,0,12,4,8,4,0,0,15,4,1,18,7,2
2,20,1,13,2,0,5,4,10,17,18,4,6,1,4,15,3,5,1,0,6,7,3,4,6,0,4,12,8,13,0,16,5,0,4,9,10,0,8,3,3,11,3,2,0,0,5,0,3,4,4,4,2,1,12,0,12,8,12,12,10,3,0,6,3,2,15,0,5,12,13,6,1,3,1,23,1,2,2,2,5,0,0,2,2,13,8,6,14
1,1,0,0,41,3,10,17,1,0,71,1,1,1,5,0,7,9,5,0,5,4,7,5,4,1,3,5,11,15,0,1,1,3,0,9,0,30,4,3,33,1,2,6,4,0,0,0,11,0,7,1,11,2,24,38,0,6,3,4,1,0,4,5,3,4,5,1,4,14,0,7,2,1,15,3,5,10,3,13,10,15,2,0,23,0,16,13,0
0,0,0,0,9,6,4,12,2,1,61,2,3,0,6,1,14,7,16,0,10,4,7,5,3,0,1,2,9,20,0,0,1,1,0,3,0,33,6,0,29,3,5,1,22,0,0,0,15,1,4,0,3,1,15,16,0,8,4,2,4,5,6,2,0,3,2,0,7,11,1,6,0,2,2,3,2,7,3,19,4,4,2,23,0,6,10,10,1
1,6,20,7,9,0,9,2,7,7,4,0,1,13,0,1,20,3,16,0,7,23,0,13,1,3,9,6,1,4,1,19,12,20,12,12,1,0,12,6,8,4,12,10,4,0,14,0,5,8,0,8,0,0,1,0,0,1,5,8,3,2,5,0,9,3,14,1,2,3,7,0,2,1,15,6,0,7,6,1,16,1,13,0,6,0,2,1,41
60,0,8,2,21,13,11,43,6,3,77,21,1,12,21,7,6,18,2,0,11,4,7,30,6,7,6,10,18,28,15,11,1,3,4,2,1,21,15,3,81,21,34,4,7,44,2,0,14,9,3,2,9,19,9,15,9,9,8,7,42,3,11,12,6,3,5,23,43,55,5,9,20,8,1,6,3,10,20,4,2,18,8,16,10,2,0,24,7
4,2,3,1,27,7,2,20,0,0,40,1,3,1,12,0,14,8,19,0,6,2,9,6,1,0,6,3,12,4,0,1,0,7,0,0,0,0,21,0,122,0,1,1,0,0,0,0,8,5,8,0,3,0,5,2,6,6,3,1,3,0,3,0,5,4,4,6,14,10,1,16,1,0,0,0,18,1,3,4,1,7,6,13,10,1,24,0,2
6,17,5,11,9,3,7,5,0,14,0,1,8,7,3,14,6,29,1,0,8,7,3,9,3,10,9,7,3,10,2,36,3,5,17,8,2,6,15,4,12,0,7,17,1,3,9,0,6,7,4,6,5,1,4,12,10,0,6,6,2,6,0,4,3,0,9,1,2,4,1,0,0,3,9,6,5,3,6,1,28,2,14,0,1,41,7,2,0
