Ant4,Ant57,Ant260,Ant52,Ant59,Ant65,Ant244,Ant397,Ant540,Ant2,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant534,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant32,Ant35,Ant43,Ant44,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant68,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant118,Ant124,Ant126,Ant127,Ant131,Ant137,Ant149,Ant159,Ant169,Ant172,Ant175,Ant176,Ant178,Ant186,Ant190,Ant194,Ant198,Ant206,Ant207,Ant210,Ant215,Ant218,Ant219,Ant220,Ant221,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant298,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant391,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant492,Ant501,Ant509,Ant538,Ant556,Ant560,Ant564,Ant576,Ant580,Ant592,Ant599,Ant607,Ant610,Ant614,Ant621,Ant632,Ant638,Ant650,Ant663
0,5,0,12,7,15,1,1,3,2,14,1,3,7,3,0,0,13,1,4,1,7,8,0,1,5,11,0,11,2,4,2,0,6,0,7,1,2,11,3,19,0,7,4,1,1,3,0,5,7,24,1,4,1,7,0,4,5,4,1,0,4,3,3,0,1,3,6,19,3,0,11,2,6,5,0,11,1,2,17,0,0,3,8,7,1,3,13,30,10,0,1,2,7,4,0,4,0,5,5,0,0,0,36,4,4,1,2,5,1,13,0,40,6,0,5,5,0,14,14,1,0,0,0,2,16,1,21,2,2,0,4,2,0,4,2,7,3,4,3,17
0,0,0,23,5,0,2,6,8,6,1,1,2,11,0,0,0,1,14,8,8,1,0,8,15,0,42,0,0,2,3,20,0,0,18,6,4,36,0,2,1,6,12,13,13,2,0,3,6,0,4,2,8,10,2,14,6,6,11,0,3,13,14,3,1,0,17,0,17,12,5,2,3,12,0,4,0,5,7,3,14,2,0,5,0,7,0,1,3,4,13,3,0,9,0,3,6,0,1,0,4,4,1,0,14,1,10,35,10,4,1,0,1,0,0,2,1,7,1,7,2,8,8,17,1,5,8,1,14,10,8,17,11,4,6,6,1,2,0,0,6
5,16,6,11,7,18,0,0,0,3,4,53,2,5,18,13,1,0,1,1,1,7,3,0,0,8,4,0,8,4,3,1,8,4,0,3,15,0,26,6,13,0,3,0,1,2,1,0,1,6,20,4,17,0,1,1,0,5,0,12,1,2,2,0,1,7,0,7,6,3,5,19,0,1,10,0,14,4,2,20,1,26,21,2,13,0,9,6,39,4,0,1,11,2,4,0,4,0,19,1,14,0,0,11,0,5,2,2,2,1,23,1,29,7,4,2,13,0,38,20,9,1,0,1,13,23,0,6,0,0,0,1,0,1,0,4,4,8,14,8,11
0,0,0,2,5,0,3,5,28,34,0,0,4,3,1,1,14,1,0,9,33,0,0,13,8,0,12,0,0,4,11,21,0,0,24,0,10,13,0,2,3,9,23,35,10,0,0,43,11,0,2,0,9,74,4,9,19,2,5,0,14,51,17,3,8,0,28,1,6,6,2,1,16,27,1,22,0,8,14,2,17,3,7,5,0,4,0,5,3,0,29,4,1,25,0,19,15,19,0,2,4,24,6,0,10,0,9,14,7,3,1,5,0,9,0,6,2,20,2,1,0,5,29,11,0,1,41,2,40,33,44,11,47,27,65,14,1,0,0,0,7
0,0,3,7,3,2,8,0,6,6,1,1,5,2,2,4,8,1,9,0,13,0,0,4,5,0,11,0,0,8,8,9,0,4,11,2,8,9,3,1,6,7,2,8,6,0,0,2,19,0,1,3,13,6,7,24,5,5,15,0,23,13,25,6,4,0,12,2,5,2,1,0,16,8,0,8,0,8,7,2,3,1,12,5,0,12,0,3,6,0,8,12,1,7,0,9,4,0,0,0,5,5,13,4,2,1,16,13,3,6,3,8,0,0,0,9,0,4,1,3,3,3,12,6,0,2,15,4,12,12,3,4,10,11,17,6,0,0,0,0,8
0,0,2,7,7,0,1,2,6,3,1,1,7,4,0,1,8,1,33,13,0,0,0,17,19,0,10,0,1,3,10,24,0,3,19,0,4,5,0,1,8,8,7,7,6,0,2,14,18,0,0,1,3,36,3,5,1,4,6,0,10,44,9,4,1,0,10,0,3,0,0,1,5,20,0,15,0,12,4,0,3,0,4,5,0,15,0,0,1,1,19,4,2,16,0,8,2,0,0,0,4,9,10,0,7,0,5,2,7,8,0,9,0,3,0,5,4,13,1,0,0,2,19,1,0,2,24,1,9,18,22,0,13,14,24,22,2,0,0,0,10
0,9,4,9,0,10,2,3,0,2,6,26,4,1,7,7,1,7,0,0,0,0,5,0,0,0,1,0,11,1,3,0,6,4,0,0,1,1,8,0,9,0,0,0,1,0,0,0,7,2,3,5,0,1,5,1,0,17,0,9,1,0,0,0,4,8,1,7,5,3,2,8,0,1,5,0,0,0,0,6,0,0,4,4,25,0,3,7,7,8,0,0,5,1,6,0,1,0,7,5,1,0,2,6,0,7,0,0,2,0,14,0,21,24,2,0,1,0,13,5,12,9,0,0,18,4,0,1,0,1,0,2,0,0,0,0,1,6,7,7,1
2,5,5,2,0,10,1,2,0,0,2,8,0,1,3,8,0,3,0,0,0,5,0,0,0,7,3,0,2,0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,3,1,1,0,2,0,0,1,0,2,0,0,1,2,0,7,0,2,0,0,0,3,0,0,1,0,5,0,0,1,0,0,2,0,6,0,12,0,0,8,0,0,1,1,7,0,0,0,7,6,0,0,0,0,0,4,0,0,0,0,6,0,15,0,2,2,3,0,0,3,2,0,0,0,24,1,2,2,0,0,0,0,0,0,1,0,0,5,8,14,1
0,0,0,1,4,0,0,4,11,11,0,0,10,10,0,0,8,0,13,4,17,0,0,0,30,0,4,0,6,0,15,32,0,1,6,0,1,12,1,7,1,12,2,18,14,0,1,10,17,0,0,0,1,23,1,3,16,1,14,0,14,21,3,3,0,0,10,0,6,0,1,0,4,21,0,5,0,8,9,0,20,0,1,0,1,12,0,0,0,0,28,5,0,9,0,22,2,2,0,0,0,3,9,0,3,0,5,1,1,14,0,2,1,14,0,0,0,17,0,1,0,1,11,15,0,0,24,1,6,7,9,3,8,15,27,3,2,1,0,0,7
0,0,0,5,5,0,0,6,8,9,0,0,9,4,0,1,15,0,8,5,19,0,0,30,0,0,15,0,5,0,18,7,2,5,12,3,5,10,1,5,5,24,6,11,9,0,3,10,9,0,2,4,6,11,3,11,7,6,11,2,28,21,4,2,0,0,30,2,1,6,6,1,6,6,0,9,0,9,7,3,5,0,3,6,2,23,0,1,1,2,18,14,0,11,0,11,8,3,2,3,0,12,13,2,3,0,3,4,8,9,1,6,2,2,0,12,2,10,1,7,3,4,6,10,0,3,9,3,7,6,2,20,7,2,10,11,5,3,1,0,13
2,6,11,2,2,7,2,0,0,0,17,29,8,1,5,5,0,8,0,0,0,0,7,0,0,0,8,0,6,5,0,2,15,3,0,7,8,0,14,1,3,0,1,2,0,6,4,0,3,9,13,1,2,0,0,0,2,7,2,8,0,2,0,7,1,5,4,0,3,2,4,13,0,0,5,0,5,0,0,5,0,5,13,7,8,0,4,0,12,3,0,0,3,3,11,0,4,0,2,2,4,0,0,10,0,18,2,1,0,0,6,0,16,2,5,1,2,0,13,4,9,0,0,0,9,12,5,9,0,0,0,1,0,0,1,0,6,2,7,7,2
0,7,3,49,14,3,15,23,4,21,0,2,12,15,6,11,42,4,12,11,10,1,3,4,15,8,0,0,6,8,41,16,0,8,7,12,15,17,2,16,12,15,8,30,15,2,14,2,19,3,9,18,26,8,13,16,10,27,5,13,11,16,17,17,13,13,41,1,43,24,16,9,8,11,1,7,4,2,7,2,7,15,17,8,5,12,2,5,20,3,10,23,3,48,2,14,7,0,3,7,13,4,5,7,14,27,28,24,24,20,5,2,2,4,0,83,6,2,3,25,11,10,9,5,0,5,36,12,8,3,2,20,5,8,8,23,20,0,0,0,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,15,7,3,15,0,2,0,14,5,17,2,1,3,11,0,8,0,0,1,11,2,6,5,6,6,0,0,2,0,0,2,1,0,4,6,1,4,2,6,2,7,5,1,4,4,0,1,4,7,0,3,0,1,3,2,10,0,1,2,6,0,1,1,3,1,7,1,2,1,9,0,0,1,0,4,0,2,2,1,2,1,0,17,0,17,1,6,17,0,0,3,3,4,0,2,0,2,4,1,0,1,5,0,5,0,1,0,1,17,0,13,1,3,1,3,0,14,1,7,1,0,2,29,8,0,2,0,0,0,2,0,2,2,0,1,8,8,7,2
0,11,0,8,14,3,0,4,1,15,14,3,4,0,1,2,2,4,4,8,3,1,0,0,0,5,8,0,2,0,7,3,0,8,0,8,8,16,10,13,4,1,0,0,4,0,2,1,5,2,4,3,6,3,1,0,4,4,1,1,1,13,2,7,2,0,9,4,10,18,5,2,2,6,19,0,0,3,5,2,2,24,9,8,2,0,0,10,27,3,2,5,0,5,0,1,7,0,1,3,3,1,1,2,5,0,2,5,4,3,13,0,2,1,0,10,7,2,10,7,9,5,0,3,0,2,3,12,1,2,0,7,1,4,1,2,5,4,1,0,11
0,1,0,14,5,1,4,3,9,12,2,0,6,5,1,4,3,3,11,8,10,3,1,15,18,0,41,0,0,7,0,11,0,3,1,7,12,19,2,21,5,0,3,11,3,0,3,8,17,1,6,1,4,12,2,13,11,12,7,3,12,19,4,4,0,0,34,6,12,17,1,0,11,10,3,6,0,1,10,0,2,5,8,4,3,3,1,3,13,2,13,2,0,14,1,6,6,6,1,0,8,1,0,0,12,0,17,14,7,4,5,0,2,8,0,11,1,2,4,7,1,1,15,14,0,4,14,12,4,4,13,3,10,5,3,5,0,2,2,0,8
0,0,0,11,2,0,4,2,27,2,0,0,6,2,1,2,20,1,21,9,24,0,0,32,7,2,16,0,0,3,11,0,0,0,62,2,2,11,0,4,5,14,6,13,12,1,0,13,11,1,3,0,10,19,0,8,19,1,10,0,11,37,23,2,8,0,18,0,8,5,0,0,6,17,0,11,1,10,1,0,12,1,4,2,0,18,0,0,9,4,13,0,0,9,0,22,4,0,0,0,3,12,7,0,7,0,8,9,1,16,0,17,0,24,0,8,0,18,0,1,2,9,10,5,0,0,8,1,26,35,5,6,17,13,10,16,0,0,0,0,7
6,8,14,5,1,18,0,3,0,0,0,26,0,0,3,0,0,8,0,0,0,6,1,0,2,15,0,0,2,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,6,0,0,0,0,6,0,2,0,5,0,0,0,0,1,0,0,1,2,0,5,0,2,0,1,0,3,1,1,6,0,0,0,0,1,0,0,0,0,10,1,5,1,1,6,0,0,4,0,11,0,1,0,7,4,1,0,0,5,0,8,0,0,0,0,27,0,13,0,2,0,2,0,4,3,2,0,1,0,58,2,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0
0,0,0,10,9,0,9,6,0,6,5,0,1,0,5,6,0,4,0,4,3,4,0,1,5,3,8,0,1,8,3,0,0,0,0,8,1,4,4,2,3,1,2,9,1,1,5,1,5,2,10,9,9,2,3,0,2,4,5,4,0,0,3,12,1,0,12,6,2,9,1,3,2,5,8,0,1,1,1,4,1,1,4,20,3,0,1,2,16,14,1,8,1,10,7,0,3,0,1,1,3,3,0,6,10,9,7,3,2,2,0,0,7,15,0,13,9,0,3,6,2,2,0,0,3,1,0,15,0,3,0,1,1,1,1,6,9,1,2,0,3
0,0,4,0,1,0,0,0,9,1,0,0,1,0,0,0,18,0,24,11,19,0,0,6,12,0,7,0,0,0,1,62,0,0,0,0,1,2,0,0,0,46,2,8,5,0,0,15,8,0,2,0,0,36,1,2,9,0,5,0,3,28,56,2,0,0,25,0,2,6,0,0,16,34,0,34,0,10,0,0,25,1,0,1,2,22,0,0,0,0,10,0,0,4,0,14,0,0,0,0,0,16,13,0,0,0,0,2,6,2,0,30,0,5,0,2,0,18,0,0,0,0,18,8,0,1,44,0,57,23,26,1,17,8,52,1,0,2,0,0,4
0,3,0,6,4,1,0,4,3,3,3,0,5,4,4,7,6,3,0,2,0,0,1,0,3,7,12,0,4,8,7,2,0,8,0,0,0,1,1,3,5,0,2,0,5,0,2,0,3,1,8,0,3,0,4,0,2,13,3,13,2,4,4,9,0,1,5,0,2,8,7,1,2,6,7,0,23,0,11,2,0,4,7,8,9,0,1,2,12,5,0,0,1,9,5,0,5,0,1,7,8,0,0,6,2,8,5,7,2,0,2,0,6,7,0,1,0,0,0,4,3,5,1,1,4,8,0,3,0,0,2,2,1,1,1,11,8,1,5,0,7
0,0,7,12,16,5,1,22,1,29,7,9,13,1,16,1,4,15,10,8,4,1,0,1,5,8,15,0,6,8,12,2,2,1,1,0,0,6,24,8,6,0,5,6,8,0,2,3,2,1,16,9,5,8,14,1,5,7,0,6,4,5,9,9,0,1,13,4,7,5,9,17,4,1,1,0,11,1,9,1,0,10,13,12,8,3,9,8,22,6,0,2,0,6,3,2,21,1,6,4,12,7,3,11,2,3,6,15,5,4,5,0,24,0,0,4,9,2,13,13,15,9,3,4,4,11,2,21,1,2,1,10,0,2,2,8,3,3,0,0,12
0,0,0,5,7,0,6,17,6,12,0,4,5,2,0,2,36,0,13,9,5,1,0,12,10,0,17,1,1,16,19,11,0,4,2,1,6,0,1,4,1,22,6,38,20,0,1,5,9,0,2,0,13,21,6,4,5,2,5,0,7,11,24,8,5,0,18,1,13,9,1,0,19,7,0,9,2,15,21,0,4,13,4,19,6,12,0,1,16,0,13,1,0,25,0,8,4,2,0,1,3,17,5,0,8,0,9,22,4,9,0,2,0,0,0,19,0,8,1,2,9,10,12,29,0,1,25,4,1,3,6,8,11,15,9,5,5,0,0,0,17
3,18,5,14,12,15,7,4,0,3,12,20,0,0,19,11,0,26,0,3,0,8,2,1,1,14,2,0,4,10,2,0,9,4,0,1,24,1,0,1,15,0,4,0,2,1,1,0,2,4,23,9,3,0,3,0,0,5,0,10,2,1,0,15,2,7,1,0,3,5,1,11,0,1,10,0,5,1,1,11,1,3,11,5,17,0,19,9,23,9,0,1,4,1,6,0,4,0,11,4,17,0,1,10,0,7,10,0,6,0,17,0,31,1,1,3,5,1,35,9,30,1,0,0,16,37,2,18,0,1,0,1,1,1,0,2,3,9,10,9,14
0,0,0,14,27,3,1,10,5,38,1,6,9,5,1,3,2,6,2,1,1,0,0,7,5,1,16,1,2,13,21,4,0,2,0,3,8,4,1,0,2,4,5,9,5,0,3,3,4,0,1,4,10,3,6,3,3,12,7,1,7,18,10,8,2,0,13,4,7,5,2,2,7,1,0,1,4,2,9,1,2,2,12,9,5,1,1,10,14,0,2,8,1,11,0,6,25,40,1,3,4,6,5,5,0,1,9,9,8,5,5,0,0,4,0,8,1,5,2,4,8,7,3,4,3,5,23,5,3,5,0,24,1,1,2,1,1,2,0,0,19
0,9,3,11,8,15,5,8,4,2,26,3,1,6,0,19,1,13,3,6,8,9,3,1,5,3,12,0,6,4,5,5,0,3,0,5,6,1,15,2,0,4,9,3,5,0,6,8,21,6,16,12,12,10,9,12,9,16,6,5,6,5,6,10,1,2,8,4,5,14,11,12,0,7,2,4,7,3,8,13,4,7,4,2,8,0,3,5,27,7,2,8,1,8,11,3,5,0,1,3,4,9,1,17,7,15,2,4,11,7,11,2,32,13,0,6,10,7,19,20,20,1,0,2,4,21,4,8,2,9,0,5,1,0,9,9,7,4,8,0,23
0,0,0,1,0,0,0,2,15,2,0,1,6,0,0,0,6,0,9,7,8,0,0,12,24,0,15,0,2,1,0,14,0,1,46,0,0,22,0,4,4,0,17,6,1,0,0,5,12,0,0,0,5,11,1,6,14,1,7,0,28,17,6,3,0,0,30,0,5,8,0,1,6,19,0,10,0,4,18,0,8,0,1,2,2,5,0,0,0,0,10,4,0,10,0,40,1,0,0,0,0,9,7,0,18,0,9,2,7,17,0,7,1,6,0,1,0,2,1,0,0,0,5,12,1,0,34,8,10,5,8,0,1,20,8,9,1,1,0,0,8
0,0,0,1,1,2,16,11,8,5,1,1,22,2,1,7,12,3,23,2,7,0,0,2,6,1,8,0,7,0,3,6,0,2,2,2,5,6,4,5,9,17,0,7,0,0,0,5,16,0,4,2,8,9,2,12,12,7,9,2,21,25,13,13,0,0,30,1,6,5,1,4,15,22,0,0,2,13,15,2,8,4,1,6,5,20,0,4,3,0,14,15,0,16,0,16,3,0,0,1,3,2,2,4,16,0,6,1,18,22,2,13,0,33,0,11,3,5,2,5,0,1,1,0,0,0,18,7,0,9,2,1,18,1,32,25,5,0,1,0,46
0,0,1,13,7,2,0,9,4,12,0,0,12,4,0,4,13,0,35,8,7,0,0,18,11,2,30,0,5,0,11,13,0,9,8,0,6,38,0,9,3,6,7,0,13,0,0,9,34,0,6,3,16,10,4,22,9,7,8,4,13,23,32,1,5,0,23,2,6,2,4,7,21,3,3,7,0,16,11,2,7,0,3,2,0,3,0,0,12,0,19,9,0,21,0,11,16,3,0,1,2,22,23,2,2,2,6,5,7,18,0,9,0,13,0,6,2,26,3,13,0,3,29,21,0,0,21,2,12,20,6,4,15,9,17,19,3,2,0,0,13
