Ant52,Ant65,Ant244,Ant2,Ant6,Ant15,Ant19,Ant60,Ant99,Ant102,Ant148,Ant202,Ant209,Ant227,Ant237,Ant268,Ant604,Ant673,Ant35,Ant50,Ant63,Ant96,Ant98,Ant126,Ant137,Ant140,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant232,Ant256,Ant262,Ant289,Ant296,Ant298,Ant324,Ant332,Ant356,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant592,Ant593,Ant599,Ant621,Ant638,Ant650
3,0,2,0,0,5,9,9,1,2,0,0,0,0,0,0,0,3,0,1,0,0,3,1,4,0,0,11,0,2,0,0,0,3,1,0,0,2,0,0,4,1,0,13,0,2,1,10,0,3,0,1,0,1,5,3,2,0,15
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,1,0,0,1,0,0,10,5,0,0,0,1,7,0,0,0,0,2,0,0,0,0,15,0,0,4,0,1,0,0,0,6,0,3,0,0,1,0,4,0,2,0,19,0,3,0,1,0,0,1,0,6,0,4,8,0,2
0,2,24,18,6,3,7,0,1,0,0,0,1,0,11,9,8,0,6,1,8,0,1,7,0,22,5,1,25,0,0,0,33,5,3,28,37,0,7,9,1,9,2,0,0,20,0,0,5,0,9,9,37,0,19,3,0,0,9
2,0,0,0,4,11,12,0,29,0,0,0,7,11,0,0,0,0,0,6,9,0,0,11,0,10,0,1,1,0,0,0,3,0,3,28,2,0,0,0,0,1,16,0,15,5,3,2,0,0,14,45,3,1,5,1,0,0,3
0,2,0,4,6,0,0,0,0,0,0,20,0,9,0,0,2,0,11,0,1,0,2,3,0,8,10,0,17,0,14,0,6,0,7,7,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,2,9,0,0,1,5,15,3
2,1,4,6,14,0,4,0,1,0,0,0,0,8,0,2,0,2,3,3,1,0,3,6,0,2,11,3,9,0,0,0,12,2,21,3,12,2,6,1,2,7,1,1,5,1,2,1,1,0,1,0,11,0,12,0,17,0,1
12,5,3,0,0,0,3,8,6,1,3,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,2,9,2,4,0,0,3,5,6,0,2,0,0,0,1,4,0,5,0,2,7,0,0,5,1,0,3,4,4,11,5,0,7
0,0,8,6,20,0,0,1,0,0,0,0,0,6,0,11,3,1,0,3,0,0,1,12,0,8,3,0,6,0,0,0,18,0,16,30,13,0,12,2,3,1,0,0,0,7,0,0,2,1,1,1,50,2,2,4,0,0,4
0,3,0,0,0,1,6,7,1,0,1,0,2,1,6,0,3,1,3,0,0,1,12,2,1,0,5,4,0,8,0,0,0,2,1,3,0,4,1,0,13,3,2,10,7,5,2,3,0,3,0,0,17,2,6,5,6,0,9
0,1,4,1,1,0,20,2,7,0,0,0,0,8,9,1,1,0,0,0,0,0,1,0,0,0,4,12,3,7,0,0,4,1,4,4,0,0,4,4,9,0,2,0,0,2,0,0,2,0,4,8,6,0,12,2,3,0,13
5,2,3,1,0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,14,1,0,0,32,2,0,0,0,0,0,4,6,0,0,4,6,0,2,1,0,7,0,9,0,1,1,0,1,0,2,2,1,6,6,0,0
5,1,6,1,0,0,5,7,7,10,3,0,0,1,0,2,3,0,1,12,1,14,0,1,0,2,25,1,0,5,0,0,0,9,1,0,0,3,0,0,17,0,0,1,4,6,1,1,0,3,0,0,3,7,3,3,0,0,24
1,3,2,9,1,0,6,0,2,1,1,0,0,7,11,3,6,0,12,2,0,1,1,0,0,13,1,1,5,2,1,0,9,0,1,8,3,1,12,2,4,0,0,0,0,27,0,3,4,0,0,13,0,0,1,0,6,1,3
4,0,0,0,13,0,2,3,0,0,4,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,4,3,0,1,0,0,0,4,0,3,1,7,0,20,0,2,1,3,0,0,1,2,0,0,0,0
4,0,0,0,6,4,10,0,8,1,0,0,0,22,10,8,2,0,8,0,0,0,2,13,0,0,0,2,32,1,0,0,8,0,2,24,2,0,3,9,6,4,2,0,12,3,0,4,13,0,8,9,8,1,4,7,9,0,0
2,1,14,8,7,6,3,16,5,4,0,0,0,5,0,10,11,2,3,5,4,32,25,1,1,0,0,4,8,4,0,0,4,8,3,7,2,9,7,8,16,3,1,2,6,4,2,1,6,2,3,6,11,4,8,7,12,0,0
3,1,2,3,1,2,16,1,16,9,11,0,4,1,1,0,3,9,0,4,12,2,1,1,0,2,4,0,0,5,0,0,10,5,13,1,0,0,0,0,17,1,0,4,10,0,3,9,7,4,0,0,12,2,0,12,12,0,11
0,1,0,1,14,0,1,1,1,0,0,3,0,25,1,17,9,2,6,0,3,0,0,5,0,32,8,0,0,0,7,0,19,1,9,9,1,2,11,2,7,16,4,0,0,1,0,0,6,2,0,0,21,1,8,2,4,15,4
13,2,3,0,1,1,1,0,6,3,2,0,1,0,0,0,0,4,0,8,7,0,5,2,2,1,4,5,0,0,0,0,5,4,3,0,3,0,0,0,31,0,8,0,12,0,2,0,9,3,0,0,2,4,14,3,0,0,31
0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,6,18,8,2,11,12,11,0,0,0,0,33,3,6,12,3,18,0,4,0,0,9,3,8,4,10,19,5,0,0,0,5,1,10,16,1,0,3,5,3,4,5,0,5,1,1,12,0,0,5,34,2,9,4,25,0,2
7,0,8,0,2,17,4,22,17,1,3,0,6,5,0,0,2,5,0,2,1,4,9,0,4,0,8,5,1,4,0,0,5,0,4,4,1,2,2,5,9,0,1,3,13,2,11,5,0,3,13,0,0,8,0,3,8,0,23
0,1,7,0,6,2,1,1,8,2,1,0,0,3,3,7,21,6,16,1,4,6,1,1,3,2,3,13,9,3,0,0,1,4,0,13,1,2,0,2,0,1,4,2,5,8,0,4,3,2,21,13,7,0,4,0,14,0,1
0,0,19,22,2,0,7,0,2,0,0,0,3,28,28,7,3,0,30,3,4,0,0,8,0,24,7,1,9,0,0,0,10,4,13,0,4,0,27,9,4,0,21,2,2,11,5,6,5,6,13,12,8,3,2,0,4,0,2
0,0,2,13,12,1,0,0,2,0,0,4,0,37,2,1,12,2,13,0,0,0,0,3,1,2,2,0,1,3,9,0,16,1,1,4,0,0,26,0,1,2,2,0,0,9,0,0,2,0,15,2,8,1,0,1,2,3,0
1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,4,0,4,3,1,0,0,9,0,2,0,0,0,1,2,2,0,0,0,0,0,2,2,0,0,0,8,0,2,3,0,0,0,5,0,0,6,5,0,0
1,11,0,6,2,0,2,0,2,0,0,5,1,7,0,5,6,0,12,1,4,6,0,12,0,3,7,0,11,0,14,0,0,2,0,27,26,0,0,2,2,8,2,0,0,3,0,0,0,0,1,1,1,0,1,11,3,24,15
4,2,15,3,7,4,5,4,5,0,0,0,0,9,0,0,1,0,2,0,4,0,0,2,0,9,8,0,2,0,0,0,3,5,2,9,0,0,2,0,0,2,0,0,4,0,0,0,6,4,1,0,12,0,1,2,2,0,0
5,0,5,0,6,2,10,8,1,1,4,0,4,1,0,0,2,1,3,13,9,2,17,4,4,6,16,17,7,31,0,0,5,9,0,4,1,2,2,0,0,0,3,10,4,4,6,4,1,4,1,6,6,16,14,2,5,0,13
0,1,2,1,0,1,6,0,1,1,1,0,0,9,1,0,7,4,1,3,0,1,0,0,0,4,3,1,16,0,0,0,3,0,1,0,2,2,8,2,0,0,1,1,4,1,2,0,3,4,5,0,10,3,4,1,0,0,10
0,0,0,0,23,9,7,0,0,0,0,0,2,2,16,1,1,0,0,2,2,0,0,0,3,2,1,0,4,8,0,0,4,1,4,21,2,0,2,0,3,1,0,0,3,0,7,0,1,4,10,10,4,2,10,0,11,0,4
6,0,3,0,4,8,0,12,0,3,13,0,0,0,0,0,1,5,0,10,0,7,1,0,1,0,2,4,0,0,0,0,5,3,2,2,0,0,0,0,10,1,0,0,0,0,6,2,0,3,3,0,0,19,0,1,1,0,0
2,0,0,0,15,4,3,0,3,11,0,0,19,0,15,0,5,0,0,7,0,0,4,0,7,12,6,10,0,12,0,0,0,13,5,2,0,0,0,4,4,4,3,0,0,1,1,5,0,4,6,2,4,3,3,1,6,0,8
4,5,0,1,2,1,7,0,0,3,2,0,0,20,5,0,1,2,7,5,2,9,6,27,0,3,4,0,1,0,0,0,5,2,8,11,9,8,3,0,4,1,0,0,1,0,0,4,3,0,1,3,7,2,0,0,1,0,4
18,0,4,1,1,5,2,4,1,1,1,0,3,0,3,0,2,7,0,2,0,0,1,0,20,0,2,3,0,2,0,0,1,11,0,5,0,0,0,0,6,2,7,6,1,0,0,0,0,0,22,0,0,5,15,0,2,0,2
6,0,2,0,4,1,5,22,1,3,10,0,0,0,2,0,1,0,0,3,0,1,1,3,0,4,1,9,0,0,0,0,1,5,4,6,0,2,0,0,4,0,0,2,5,4,0,0,2,6,1,2,0,6,0,0,12,0,16
2,1,8,0,1,3,6,0,2,0,0,0,1,5,0,0,1,0,2,0,2,1,0,4,2,13,6,7,6,9,0,0,12,0,3,5,2,3,0,6,1,3,1,0,0,3,0,2,0,2,0,0,11,0,0,4,3,0,3
0,0,1,0,0,11,13,8,3,1,3,0,0,0,0,0,0,5,1,3,0,0,3,0,1,0,2,4,2,3,0,0,0,3,2,6,0,0,0,4,4,4,4,3,4,0,0,6,2,0,2,9,0,35,5,3,5,0,15
5,0,6,8,12,25,11,0,0,2,0,0,0,9,14,1,1,1,1,0,4,1,0,0,3,8,3,0,0,0,0,0,0,13,21,13,15,0,1,1,1,5,10,3,6,1,22,1,0,2,0,10,8,9,19,0,1,0,0
2,0,0,2,3,23,3,0,21,0,1,0,1,9,45,2,0,0,1,0,8,0,0,13,0,9,6,0,0,0,0,0,5,0,13,12,2,0,1,0,6,0,10,0,2,3,0,2,0,9,10,0,1,1,1,2,0,0,6
2,2,9,13,18,0,9,2,6,0,0,0,0,37,3,9,11,3,50,17,6,2,3,0,0,8,11,12,21,2,5,0,34,0,7,8,8,5,1,12,6,10,4,0,4,7,0,0,11,0,8,1,0,1,7,0,14,21,1
0,2,3,0,2,6,2,31,2,39,1,0,6,0,1,0,0,4,2,2,0,2,7,0,1,1,4,2,1,4,0,0,2,8,0,3,1,0,0,0,16,3,2,19,3,2,5,6,0,35,9,1,1,0,13,5,8,0,2
5,0,21,4,0,23,15,13,3,3,5,0,0,19,5,0,12,4,2,6,12,1,3,1,2,4,8,0,8,14,0,0,9,0,4,2,0,0,1,1,14,4,10,0,3,0,15,0,0,5,19,1,7,13,0,2,12,0,8
0,1,2,0,4,0,7,2,1,7,3,0,4,3,1,1,0,11,4,5,2,6,3,0,0,7,7,12,2,3,0,0,4,3,0,0,1,6,11,2,2,1,0,1,1,0,0,0,4,3,0,2,0,5,2,0,5,0,19
2,0,4,0,10,4,30,0,17,7,2,0,8,0,0,5,17,5,0,6,3,6,0,6,0,9,12,12,4,0,0,0,25,8,14,4,2,5,3,2,5,0,11,1,6,1,2,12,3,5,1,0,14,8,12,5,0,0,16
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,15,0,24,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
8,0,2,0,6,10,13,1,14,3,15,0,2,9,3,3,1,7,4,9,13,0,24,3,0,0,0,11,4,31,0,0,2,23,1,2,0,0,15,0,13,10,4,0,8,4,2,16,3,15,0,6,1,2,8,19,16,0,0
