Ant52,Ant65,Ant244,Ant2,Ant6,Ant15,Ant19,Ant60,Ant99,Ant102,Ant148,Ant202,Ant209,Ant227,Ant237,Ant268,Ant604,Ant673,Ant35,Ant50,Ant63,Ant96,Ant98,Ant126,Ant137,Ant140,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant232,Ant256,Ant262,Ant289,Ant296,Ant298,Ant324,Ant332,Ant356,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant592,Ant593,Ant599,Ant621,Ant638,Ant650
0,0,1,1,0,0,3,2,7,0,6,0,0,12,0,50,22,0,2,0,0,0,0,28,2,8,2,7,34,0,5,0,1,0,2,11,0,2,0,3,3,0,10,0,1,26,8,1,9,0,0,2,18,0,5,3,7,4,6
0,1,3,0,3,0,3,0,1,0,0,0,0,13,0,11,5,2,5,0,0,2,0,4,0,0,0,8,0,0,0,0,1,0,1,2,2,0,0,1,0,0,1,0,0,44,0,1,3,0,0,0,5,0,2,4,1,0,0
0,2,0,10,4,0,8,0,3,0,1,4,0,13,1,2,4,0,2,0,0,0,5,12,1,12,5,5,3,1,3,0,8,0,0,6,0,0,0,0,1,3,1,0,0,3,0,2,17,0,0,3,21,0,3,1,13,9,0
3,0,8,0,7,0,3,6,1,0,5,0,2,3,1,0,7,18,1,8,0,0,2,6,4,0,1,5,8,0,0,0,6,1,4,0,3,1,0,0,1,0,0,8,2,0,3,5,6,1,4,1,7,2,12,6,10,0,32
5,10,3,0,9,8,10,12,11,6,7,0,11,0,1,3,4,10,1,21,3,3,9,2,12,0,4,5,6,7,0,0,4,36,12,0,3,0,1,1,0,5,5,22,0,1,21,44,3,16,1,1,3,40,9,15,9,0,12
1,5,0,0,0,1,5,5,1,0,1,0,2,5,2,9,6,1,10,4,1,4,0,3,0,7,8,2,0,3,0,0,15,0,12,3,0,0,3,0,5,0,6,2,0,0,2,4,5,0,2,7,17,0,9,1,29,0,8
0,0,3,0,1,1,15,0,30,0,8,0,2,12,1,9,2,1,1,0,0,7,0,6,0,8,11,10,3,11,0,0,1,2,4,4,10,1,1,0,5,6,0,5,0,13,9,6,0,6,1,7,11,0,20,3,13,0,2
1,0,4,0,2,0,0,0,0,0,9,0,22,0,2,0,0,8,2,0,0,9,6,2,19,4,1,13,1,0,0,0,5,23,4,0,0,0,0,8,22,2,5,0,0,0,3,21,5,3,0,2,0,7,10,3,4,0,9
1,0,2,0,0,4,9,4,2,0,11,0,8,0,7,2,0,4,0,0,4,4,34,7,0,6,3,1,0,15,0,0,1,24,10,11,1,0,0,2,0,0,0,0,0,0,2,0,0,1,12,2,1,0,3,8,2,0,16
0,4,2,0,22,1,8,3,8,0,1,0,0,15,2,22,16,3,9,1,1,0,2,14,1,0,0,6,11,0,0,0,5,1,6,23,26,44,3,0,1,0,13,0,0,0,0,5,17,1,0,1,13,0,12,8,2,0,5
5,0,4,0,0,3,15,10,12,1,18,0,27,1,2,0,2,6,2,7,0,1,21,1,9,5,2,4,2,24,0,0,7,37,7,3,8,0,0,3,21,2,9,3,2,0,0,4,2,10,14,9,0,25,3,7,7,0,4
5,0,2,0,8,11,11,8,4,0,2,0,6,2,0,0,4,0,3,3,4,1,6,6,8,13,2,16,5,3,0,0,4,41,14,0,1,1,2,5,44,4,6,21,0,5,4,0,5,11,0,1,0,8,28,14,3,0,5
1,3,2,0,5,6,0,16,8,2,1,0,2,7,3,1,8,11,3,1,2,0,0,15,0,1,1,1,1,5,0,0,10,1,10,5,9,3,17,6,3,5,0,5,0,17,2,5,0,2,5,4,5,0,13,3,9,0,2
0,2,8,0,0,5,1,12,6,3,16,0,1,1,3,0,8,15,1,0,0,0,12,3,17,0,2,2,6,0,0,0,9,7,3,0,0,0,0,1,16,0,6,3,1,1,10,11,2,0,0,1,1,1,6,8,0,0,14
0,0,0,0,11,10,3,22,0,1,0,0,1,0,13,0,5,0,1,0,31,12,9,0,0,7,10,3,0,10,0,0,0,3,2,14,0,0,0,4,1,2,1,0,12,0,14,0,5,0,0,12,0,25,6,7,6,0,13
0,6,0,0,0,5,12,5,2,0,0,0,8,5,3,3,5,0,2,0,6,25,1,5,0,2,25,10,0,24,0,0,8,8,2,0,2,0,3,1,1,7,7,2,2,1,9,1,4,1,12,0,6,1,1,3,28,0,14
0,16,3,0,11,0,5,0,5,0,0,1,1,25,12,18,20,9,15,0,1,9,0,11,0,0,2,12,18,2,0,0,11,0,7,16,18,5,21,7,3,17,11,0,1,13,0,0,5,1,0,6,0,0,4,2,21,3,5
0,0,0,0,1,9,1,38,3,2,0,0,0,1,1,0,0,0,0,3,0,0,6,0,0,0,1,0,1,8,0,0,1,3,0,0,0,0,0,2,40,0,0,7,0,0,25,8,0,1,25,1,0,0,5,1,4,0,36
0,2,25,0,18,9,9,3,5,0,4,0,9,6,10,0,10,4,2,1,19,1,0,14,9,1,1,10,0,13,0,0,11,18,19,5,5,2,3,12,9,9,20,10,3,12,3,28,13,6,6,1,4,5,0,28,3,0,15
2,4,18,0,6,0,2,2,2,0,13,0,5,3,2,0,7,11,5,9,0,19,5,7,25,0,1,27,3,0,0,0,12,2,33,1,3,4,1,6,15,1,3,3,8,8,7,14,3,8,7,3,2,1,28,0,2,0,17
0,2,1,0,0,9,7,6,10,0,6,0,4,4,5,0,28,4,6,1,3,10,0,27,0,17,19,4,13,0,0,0,21,3,34,1,7,1,13,10,9,29,13,4,2,2,7,3,9,0,6,28,21,4,3,2,0,0,17
0,0,0,3,0,0,2,0,0,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,10,0,2,5,15,5,5,2,4,0,4,7,14,1,7,15,3,1,4,7,30,12,6,3,15,18,8,6,0,0,29,20,19,7,6,0,0,32,12,8,2,9,16,5,4,5,2,14,13,14,5,36,15,17,17,0,0
