Ant57,Ant260,Ant52,Ant397,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant190,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant229,Ant232,Ant242,Ant250,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant324,Ant326,Ant331,Ant332,Ant334,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant560,Ant576,Ant592,Ant593,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
1,5,12,1,4,4,1,0,7,0,0,4,30,0,1,3,15,11,20,7,7,1,3,1,9,6,4,1,0,0,2,2,0,6,0,2,0,1,3,1,4,42,5,3,2,2,5,0,5,1,4,4,7,1,3,3,2,3,0,11,3,6,16,2,46,2,2,3,3,0,6,7,0,2,5,5,2,1,9,0,0,15,0,57,0,3,34,1,5,1,4,0,1,1,22,3,4,0,7,0,0,2,5,3,23,2,16,0,0,0,0,0,1,4,1,0,3,2,4,10,0,1,3,3,0,0,1,29,3,0,0,3,2,19,2,6,8,5,6,3,2,4,1
2,8,4,9,0,3,12,4,0,0,4,0,1,1,13,10,2,1,0,0,4,0,17,14,0,7,1,3,3,3,2,1,0,0,5,0,3,0,4,0,5,0,0,5,4,2,13,5,6,5,7,1,4,1,0,1,2,3,13,1,14,0,7,0,0,10,11,0,6,0,5,0,3,0,4,21,3,4,0,3,1,6,2,2,9,0,0,4,0,8,0,3,3,0,0,0,2,0,0,0,0,3,2,8,0,6,10,0,6,0,10,4,13,0,20,0,0,2,1,12,8,4,3,6,5,1,0,0,0,0,2,0,9,1,4,27,9,8,0,0,4,7,2
8,3,7,1,12,3,1,0,3,1,30,1,0,0,0,1,36,13,7,17,7,2,0,1,18,1,18,0,10,5,6,8,18,20,0,16,0,6,2,0,1,23,6,0,0,6,20,0,2,1,0,10,27,0,5,0,0,11,1,7,10,14,8,10,1,1,0,10,12,1,2,8,0,14,10,0,0,0,13,4,0,22,0,21,0,19,4,0,7,0,3,0,4,46,18,76,15,0,9,6,6,7,27,2,0,4,1,1,0,1,2,1,0,12,0,0,1,5,32,3,0,1,1,3,0,0,3,36,10,0,1,0,0,4,0,0,2,0,6,13,0,1,15
0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,5,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,2,0,0,3,0,1,0,3,0,0,14,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,16,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,9,0,0,0,0,8,0,0,0,0,0,2,0,0
2,15,0,9,0,1,21,8,1,7,1,13,0,0,0,11,3,2,0,0,0,0,4,7,2,6,3,0,1,11,5,2,5,0,16,1,20,1,11,0,5,0,0,6,7,1,14,8,7,14,9,1,2,5,0,0,13,1,5,0,9,2,11,0,2,27,8,0,3,0,1,1,2,0,3,10,29,22,1,4,3,2,1,0,24,0,1,4,17,1,0,5,5,0,3,1,0,1,0,0,0,3,1,15,0,9,5,1,12,0,8,6,2,0,23,0,4,3,5,18,21,1,12,10,8,4,0,0,0,8,1,6,7,0,4,9,2,11,1,0,12,4,2
0,18,0,11,1,2,7,11,2,4,3,10,1,17,11,0,2,2,1,0,1,2,14,19,0,11,3,5,2,1,0,5,8,4,8,3,4,1,16,0,33,0,1,10,6,0,2,37,18,13,15,0,0,9,3,0,27,0,5,7,11,3,8,0,1,5,9,0,1,0,3,0,24,1,0,5,76,24,0,3,4,0,7,5,15,2,3,12,7,3,0,8,1,0,0,2,0,16,0,2,0,7,9,14,0,21,4,3,21,17,17,5,8,0,8,0,6,2,0,3,28,2,6,0,10,6,1,2,0,14,10,2,10,2,12,14,11,2,3,1,21,14,1
3,0,18,0,5,8,2,0,10,2,15,2,36,0,3,2,0,10,16,12,24,7,0,5,18,2,17,9,7,7,10,10,5,33,5,9,0,7,0,2,1,7,22,9,4,4,3,0,1,0,2,10,9,0,27,1,7,4,1,0,9,11,5,28,19,2,0,38,1,1,14,13,0,5,60,1,0,0,18,1,0,6,0,9,0,11,6,3,8,0,3,0,15,8,16,35,7,0,2,7,74,24,10,1,8,4,4,0,0,0,4,0,0,14,2,0,1,2,18,14,0,13,0,1,1,0,10,16,22,0,1,2,3,11,0,2,4,0,6,17,0,3,7
8,0,3,4,16,8,2,0,6,13,11,1,13,0,2,2,10,0,12,8,2,11,2,3,5,11,11,5,5,3,10,10,9,5,1,9,0,14,6,2,5,13,7,3,5,7,5,0,2,0,2,9,20,0,2,0,3,5,2,14,2,7,11,16,7,4,0,1,1,4,4,10,1,10,0,1,3,0,18,3,1,13,0,44,0,8,8,3,15,4,3,0,8,2,9,6,23,2,10,2,9,7,11,1,7,0,6,0,0,8,9,2,1,4,1,0,12,9,8,5,0,14,1,1,0,0,12,25,1,6,1,1,1,3,0,0,7,0,6,2,4,0,10
2,1,5,0,0,0,0,0,50,0,20,0,7,0,0,1,16,12,0,29,24,2,0,0,0,0,12,66,0,1,0,3,0,21,0,3,0,4,2,64,0,3,51,3,0,0,1,0,0,1,1,48,46,0,6,0,0,21,0,10,1,20,16,40,44,1,0,40,4,1,0,15,0,2,0,0,0,1,48,0,0,11,0,17,0,31,24,0,0,2,6,0,5,0,10,13,30,0,30,12,17,11,4,1,26,0,0,0,0,0,0,0,2,33,0,0,0,0,2,0,0,39,0,0,0,0,24,28,132,0,0,14,0,6,0,0,6,0,11,0,0,0,2
46,1,7,1,16,6,3,0,18,11,7,0,17,0,0,0,12,8,29,0,6,10,0,0,22,0,11,2,2,5,11,19,4,3,0,15,0,4,5,34,0,1,5,9,1,9,4,0,2,0,0,65,2,0,3,20,1,22,3,0,0,9,11,17,42,0,3,3,0,0,0,11,1,8,13,2,0,0,15,9,0,10,0,9,2,14,9,0,15,0,12,0,12,6,11,20,6,0,8,17,0,10,5,3,0,0,2,0,0,1,0,1,0,3,0,0,1,6,8,24,0,0,0,3,4,0,1,29,49,0,1,1,2,8,1,0,7,0,4,33,0,1,5
18,0,14,0,1,0,1,0,18,1,7,4,7,0,0,1,24,2,24,6,0,22,1,0,15,6,1,5,3,4,5,11,20,25,0,9,0,10,2,7,0,4,13,4,0,4,8,0,1,1,1,17,12,0,13,0,0,11,0,8,8,10,16,8,46,3,0,5,0,5,16,5,0,0,7,0,2,0,29,2,2,2,0,10,0,7,13,0,3,16,0,0,12,5,17,8,12,0,20,5,19,1,13,4,17,0,3,0,0,1,1,2,3,18,1,0,0,2,8,7,0,8,0,3,0,0,6,6,9,0,0,1,0,2,0,1,4,1,6,7,1,3,7
8,1,6,2,12,2,0,0,13,5,1,0,2,0,0,2,7,11,2,10,22,0,0,5,6,0,34,5,12,1,1,5,11,8,0,34,0,8,0,0,2,8,18,0,5,46,40,0,1,2,0,15,6,0,21,5,0,8,6,1,14,35,6,8,0,0,0,8,10,1,1,11,0,12,6,2,1,2,0,30,0,29,0,3,0,9,0,0,3,1,2,0,9,4,6,2,20,0,11,15,75,7,18,4,2,1,1,0,0,2,0,4,1,6,3,0,16,7,2,9,0,9,0,0,1,0,3,1,6,0,0,5,0,14,0,0,6,0,35,25,0,1,20
1,20,4,11,10,13,22,19,0,6,3,17,0,2,4,14,0,2,0,0,1,0,0,10,0,10,0,1,4,6,2,3,13,1,14,0,5,2,13,0,34,11,0,14,33,0,5,20,34,24,24,2,4,22,1,0,34,3,3,3,7,3,5,0,1,24,34,0,7,0,8,1,12,16,1,6,76,54,3,4,22,1,1,3,5,0,0,18,11,14,0,23,5,1,2,0,0,5,1,1,0,1,5,26,1,7,16,10,33,14,23,10,31,0,28,0,5,4,4,3,20,2,10,12,14,8,0,10,5,14,7,1,16,5,25,21,5,34,3,0,9,8,1
1,11,1,9,1,5,6,2,0,7,1,14,1,5,7,19,5,3,0,0,0,5,10,0,5,7,6,0,2,3,5,1,10,0,15,2,1,3,6,0,23,0,0,1,11,0,1,25,15,21,29,1,0,10,0,1,7,1,4,0,6,0,2,0,1,12,16,0,5,0,4,0,8,1,0,7,60,14,0,4,2,5,0,2,10,2,0,9,7,0,0,17,2,0,0,1,0,17,0,0,0,1,0,15,0,10,1,1,15,12,9,0,10,0,14,0,2,4,1,9,5,2,5,5,25,12,0,0,0,10,19,3,2,3,12,4,4,22,3,0,11,5,5
14,4,9,1,11,9,0,2,5,7,9,0,18,0,2,0,18,5,0,22,15,6,0,5,0,2,20,1,7,4,6,5,17,7,0,4,0,5,4,2,0,2,3,3,2,11,12,0,1,1,0,6,8,0,4,4,1,0,2,5,3,30,7,18,23,0,1,6,17,3,6,12,0,5,20,7,3,1,19,6,0,15,0,20,0,12,4,2,8,8,0,0,11,0,7,0,6,0,2,5,1,13,9,6,1,2,0,0,0,0,1,2,6,6,2,0,15,18,7,5,0,2,2,6,0,0,6,14,24,0,0,5,0,9,1,3,3,0,5,10,0,2,9
2,3,11,7,1,8,3,1,4,5,6,7,1,0,6,11,2,11,0,0,6,0,10,7,2,0,4,11,5,16,7,2,0,5,5,1,0,11,17,0,13,4,12,11,1,8,33,0,5,5,4,4,11,2,5,3,4,16,6,9,17,5,3,2,4,6,7,0,11,3,20,6,2,7,0,3,9,4,5,27,2,4,0,8,0,2,12,5,13,8,4,1,3,0,0,2,3,0,2,3,0,0,5,2,10,3,9,0,0,3,21,3,18,0,10,0,2,2,7,7,0,1,8,7,6,0,4,38,0,5,5,8,8,17,4,19,20,7,2,5,2,19,2
13,0,29,1,21,11,6,1,9,9,4,1,18,0,3,3,17,11,12,11,1,34,0,6,20,4,0,7,7,7,9,12,24,15,2,13,3,15,3,0,0,17,6,12,0,4,9,0,1,2,2,6,10,0,4,5,1,15,8,4,11,14,8,51,9,4,1,17,7,0,12,9,0,12,29,5,3,1,19,21,1,29,0,5,2,13,1,2,18,2,2,0,9,29,2,1,9,0,17,6,19,12,18,7,2,9,2,1,0,2,8,4,4,11,4,0,9,28,35,25,5,10,1,22,0,1,2,6,17,0,0,9,1,8,2,5,23,1,5,43,0,0,11
2,1,25,6,3,9,2,1,15,0,1,3,0,0,0,5,9,5,66,2,5,5,1,0,1,11,7,0,4,0,2,0,7,51,0,2,0,2,2,8,11,2,16,0,0,1,8,0,0,3,0,44,3,0,9,2,0,9,0,17,11,10,39,6,3,2,0,7,0,25,5,3,0,8,1,2,0,0,22,11,0,12,0,3,0,4,22,0,0,11,62,1,11,0,47,50,5,0,25,3,10,4,6,1,28,8,1,0,0,0,1,1,4,1,0,1,0,0,3,2,1,20,1,0,0,0,15,53,11,3,0,14,1,27,0,2,7,1,2,3,0,1,16
10,4,3,2,3,13,5,0,0,4,0,3,10,0,1,2,7,5,0,2,3,12,4,2,7,5,7,4,0,4,4,5,13,3,0,4,0,8,4,0,4,3,0,23,1,4,14,0,1,6,2,9,18,0,1,2,0,23,7,3,8,8,12,18,3,1,0,1,2,2,5,10,1,6,2,2,3,0,6,17,0,10,0,12,3,2,3,0,1,4,0,1,16,4,11,0,9,0,5,0,1,11,2,1,6,1,4,0,1,2,8,2,2,1,5,0,7,12,5,10,4,6,2,0,2,0,0,5,2,2,0,8,2,16,0,1,12,3,0,7,2,7,6
10,3,0,14,4,2,4,0,0,5,0,3,5,0,11,1,7,3,1,5,4,1,6,3,4,16,7,0,4,0,2,2,8,0,0,10,3,3,5,0,11,3,2,0,0,7,4,0,10,6,3,2,9,2,9,3,10,2,11,0,26,11,0,4,8,9,11,0,13,5,13,6,0,2,8,2,17,8,0,7,0,4,6,5,6,3,2,1,5,19,0,2,1,3,4,0,2,0,0,10,1,1,10,10,0,6,16,2,0,2,2,7,3,9,6,0,8,6,5,4,12,3,5,10,0,0,0,15,2,6,7,2,6,12,2,9,5,3,13,6,3,22,6
31,3,0,1,7,2,5,0,7,2,2,2,6,0,5,0,10,10,0,11,5,1,2,5,6,7,9,2,4,2,0,1,7,20,0,0,3,0,6,18,2,18,8,0,1,6,4,0,0,0,3,1,12,0,3,1,2,9,3,10,5,1,7,12,9,1,0,18,8,0,10,9,0,0,7,11,1,3,4,1,5,5,0,8,4,9,6,1,17,5,1,1,10,7,7,1,7,0,2,3,22,2,18,10,35,0,4,0,0,0,3,9,5,4,3,0,3,2,7,6,9,2,4,5,1,0,0,7,0,0,0,11,2,5,9,3,6,1,24,14,5,11,1
11,0,1,7,18,3,1,0,7,7,2,1,8,0,2,5,10,10,3,19,11,5,3,1,5,2,12,0,5,2,1,0,4,9,1,3,0,5,5,0,3,12,6,0,0,6,5,0,2,4,1,5,7,0,0,0,5,5,1,19,12,5,8,16,6,1,0,3,4,4,5,3,0,13,5,5,1,1,4,12,1,11,0,20,1,10,9,0,6,5,5,11,11,4,0,3,4,0,9,4,5,5,14,6,6,1,2,1,0,2,1,4,0,7,2,0,5,6,14,10,3,1,5,5,0,0,3,6,2,1,1,2,1,12,2,2,13,0,24,30,3,1,3
10,3,5,2,35,9,4,0,10,2,0,0,18,0,5,8,5,9,0,4,20,11,13,10,17,0,24,7,13,8,7,4,0,9,0,29,0,8,2,2,1,3,43,0,1,124,27,0,2,2,0,8,7,0,21,1,0,12,0,7,5,11,5,22,12,2,0,12,1,1,9,4,0,42,9,0,5,0,8,11,3,33,0,3,0,27,2,0,7,1,5,0,24,1,13,5,12,0,4,15,30,5,24,6,2,1,0,0,0,0,6,2,1,21,1,0,2,10,17,9,0,10,11,0,0,0,1,26,16,0,0,0,0,18,0,2,8,0,22,13,0,3,28
8,0,17,2,0,0,2,0,24,4,6,0,20,0,0,4,33,5,21,3,25,8,1,0,7,5,15,51,3,0,20,9,9,0,0,2,2,16,6,63,0,5,17,13,2,9,4,1,0,0,0,43,5,0,17,2,1,20,0,8,5,17,4,15,16,1,0,26,2,0,7,12,0,9,4,3,0,1,7,3,0,11,0,19,1,31,5,0,32,2,11,1,26,1,12,11,30,0,0,13,10,4,10,1,0,0,2,0,0,0,1,0,0,9,1,0,1,3,5,13,0,43,0,2,0,0,24,15,2,0,0,6,0,7,0,2,8,0,25,2,0,1,30
0,19,0,12,2,2,7,17,1,9,0,5,0,0,16,8,5,1,0,0,0,0,14,15,0,5,2,0,0,0,0,1,0,0,0,0,6,3,9,0,18,1,1,1,15,0,5,21,17,18,21,1,1,31,1,0,6,1,1,1,7,4,8,0,0,3,12,0,3,0,5,2,11,1,0,8,50,25,3,8,4,1,4,0,14,1,1,4,0,1,0,7,1,0,0,0,0,24,0,0,0,0,0,16,0,7,4,5,6,3,2,0,13,0,2,0,8,0,0,4,1,7,8,1,7,2,0,2,1,18,2,1,2,5,18,6,2,10,0,0,6,7,1
6,0,5,1,15,2,2,0,3,7,2,0,16,0,1,3,9,9,3,15,9,34,0,2,4,1,13,2,4,10,0,3,29,2,0,0,0,3,3,2,0,18,4,0,0,6,22,0,2,1,0,3,22,0,9,2,1,12,2,18,5,15,11,21,7,2,0,15,4,0,1,21,0,20,10,1,3,0,7,11,3,7,0,3,0,12,3,0,6,0,3,0,18,11,29,23,7,0,11,24,12,8,26,2,0,1,0,0,1,0,5,0,2,10,4,0,0,8,20,21,0,3,0,3,0,0,7,22,29,0,0,3,0,6,0,0,5,0,6,21,0,1,18
0,1,0,15,0,0,11,0,0,5,0,3,0,0,20,4,0,0,0,0,0,0,5,1,0,0,3,0,0,3,3,0,0,2,6,0,0,5,6,0,2,0,0,0,2,3,2,0,2,2,2,2,6,0,0,5,14,3,10,0,3,0,5,0,0,2,7,0,4,0,4,0,5,1,1,22,1,6,1,14,3,2,0,4,2,0,1,1,6,7,2,0,0,0,0,0,0,0,0,0,0,5,2,11,0,7,8,1,2,17,11,12,0,1,10,0,3,1,7,19,3,3,12,2,7,0,0,0,0,3,6,5,16,8,0,11,9,5,0,0,11,18,0
5,1,0,10,3,6,4,0,0,2,1,0,6,0,1,1,7,14,4,4,10,8,2,3,5,11,15,2,8,3,0,5,8,16,3,3,5,0,6,2,0,11,2,8,1,2,10,0,2,0,1,12,5,0,0,5,5,4,13,13,21,6,15,5,7,1,3,6,5,0,4,3,0,5,2,6,2,9,8,11,1,16,1,6,2,9,1,6,10,8,5,2,7,4,4,1,7,0,6,1,5,3,7,4,7,2,1,0,1,3,1,2,4,1,5,0,5,1,2,10,1,0,6,9,1,0,1,17,0,0,0,2,1,8,0,1,12,1,4,2,4,7,8
1,9,3,20,4,8,37,4,0,10,3,4,2,0,11,16,0,6,2,5,2,0,13,6,4,17,3,2,4,5,6,5,2,6,9,3,6,6,0,0,7,1,6,8,9,2,10,3,7,31,19,5,5,1,2,9,10,3,9,2,19,0,10,0,2,16,11,0,7,0,6,7,2,2,3,9,28,9,5,26,13,0,0,9,7,4,3,7,11,4,2,5,4,1,6,0,3,20,1,1,1,9,9,20,0,13,20,2,3,8,19,6,20,1,41,0,18,8,0,10,5,7,11,10,7,1,2,11,0,7,7,5,28,8,12,9,21,21,2,2,9,19,4
0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,2,2,64,34,7,0,0,0,2,0,0,8,0,0,18,0,2,63,0,2,0,2,0,0,0,0,4,1,0,1,7,0,0,1,0,3,5,0,0,0,0,0,0,1,0,10,8,2,4,0,0,10,0,0,4,3,0,1,0,0,0,0,0,1,0,1,0,2,0,2,4,0,2,2,28,0,0,0,8,12,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,21,0,0,0,0,0,1,0,1,0,0,0
2,40,0,16,5,4,2,42,0,0,4,5,1,2,5,33,1,5,0,0,0,2,34,23,0,13,0,11,4,11,2,3,1,0,18,0,2,0,7,0,0,10,0,8,16,0,4,42,34,54,16,0,1,16,1,0,21,1,1,6,7,5,6,0,0,22,16,0,4,0,6,1,22,3,0,6,94,39,1,14,12,2,5,6,16,0,0,18,28,12,3,8,2,0,1,2,1,28,2,0,1,1,1,21,3,11,23,8,14,25,13,10,42,0,23,0,10,5,0,4,28,2,34,3,9,6,0,4,0,48,6,0,11,4,10,18,12,41,0,0,15,14,0
3,8,11,1,2,8,0,0,6,1,42,0,23,0,0,0,7,13,3,1,4,8,11,0,2,4,17,2,3,3,18,12,3,5,1,18,0,11,1,0,10,0,17,1,2,4,8,0,7,2,0,5,11,0,14,2,3,12,0,20,12,7,19,12,8,1,3,2,0,3,6,7,0,19,11,1,8,9,45,4,0,5,0,8,0,1,30,1,19,7,0,0,3,11,4,30,8,0,2,12,21,9,23,3,4,0,14,2,0,2,8,0,27,6,6,0,1,2,2,3,0,1,2,7,3,0,0,15,32,3,3,2,1,11,4,13,16,8,6,7,0,10,2
8,0,10,0,3,0,0,0,27,0,5,0,6,0,0,1,22,7,51,5,13,18,0,0,3,12,6,16,0,2,8,6,43,17,1,4,0,2,6,4,0,17,0,5,1,13,16,0,1,1,2,22,6,0,30,2,1,8,0,10,4,17,21,34,16,1,0,29,3,1,0,35,0,12,13,1,1,0,26,4,0,11,0,9,0,10,7,0,0,6,5,0,9,1,0,12,11,0,12,8,30,5,11,3,2,2,1,0,0,0,1,6,2,2,1,0,4,3,8,3,0,10,2,6,0,0,4,18,9,1,2,12,0,5,0,1,6,1,14,7,0,3,23
