Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant99,Ant102,Ant148,Ant158,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant311,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant97,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant212,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant301,Ant305,Ant313,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant507,Ant509,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
0,12,6,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,3,1,2,0,0,0,5,0,0,20,0,0,0,2,1,4,15,0,7,0,19,3,0,1,0,23,0,0,1,0,4,1,16,0,0,0,7,0,0,0,0,0,21,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,43,16,0,0,0,8,0,3,0,7,0,16,1,0,0,0,0,0,0,0,15,0,0,11,0,0,5
12,1,0,1,1,0,2,5,1,0,0,0,0,3,0,0,3,0,2,11,21,3,0,3,10,6,2,3,10,7,0,21,0,1,31,8,2,2,1,1,2,0,3,4,2,0,5,5,12,3,1,1,4,4,1,4,8,3,7,0,10,4,5,0,2,0,1,0,2,9,2,2,3,1,18,0,16,4,11,3,4,2,2,1,0,0,4,17,0,0,1,6,0,3,0,0,4,1,6,6,1,2,7,22,2,5,1,0,0,1,0
14,2,6,0,2,0,0,0,0,0,0,0,0,6,3,3,0,6,3,0,0,0,0,1,5,1,0,0,0,0,8,15,0,0,5,0,0,0,14,0,3,6,2,6,1,1,0,0,11,5,0,0,4,2,2,0,0,9,1,0,0,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,17,0,4,4,12,0,2,0,3,2,0,0,0,3,4,4,2,0,0,2,2,0,1,1,0,0,0,0,0,1,2
7,3,7,0,6,0,0,5,5,0,6,3,6,0,8,5,2,4,36,6,1,3,0,3,7,5,0,1,0,2,14,44,0,0,22,1,0,1,5,10,1,5,12,0,5,5,0,10,6,2,4,1,4,6,3,7,4,12,0,0,8,24,4,0,0,0,9,10,2,0,5,2,1,0,0,0,0,15,4,0,3,4,15,8,25,1,1,3,5,0,3,0,0,8,1,7,4,3,1,4,1,7,4,1,7,16,0,1,0,11,3
14,3,2,0,1,0,11,26,0,0,0,0,3,8,0,0,0,5,10,7,1,4,0,5,1,4,3,17,6,0,1,5,0,0,0,3,3,9,4,3,6,8,7,1,6,8,2,0,1,6,2,0,5,23,8,4,1,19,3,0,8,1,5,7,1,0,4,9,1,0,2,0,9,0,2,0,16,0,4,3,0,8,5,5,18,3,9,4,2,15,4,0,0,0,7,9,5,0,13,6,3,8,4,2,0,14,0,0,0,0,13
8,8,16,1,5,0,1,5,0,0,0,0,3,5,0,0,1,29,4,8,1,1,0,12,0,3,0,4,0,0,12,14,0,1,8,0,0,0,39,0,0,9,5,0,10,9,2,0,3,5,4,0,4,4,6,1,0,2,0,0,0,4,2,0,0,0,1,3,1,0,4,2,4,0,0,0,0,6,18,0,4,3,13,9,0,0,0,8,12,13,8,0,0,14,15,15,2,0,0,4,8,6,3,0,1,8,0,0,0,15,3
2,1,0,10,0,5,4,6,3,11,0,3,0,2,0,1,0,0,1,0,1,2,5,0,4,7,10,9,3,0,0,2,3,5,0,19,6,25,1,0,11,0,0,3,0,6,0,5,0,11,0,20,0,4,1,1,4,1,4,15,6,0,0,6,6,4,1,9,12,10,0,0,13,5,31,0,1,0,0,3,2,6,0,0,0,0,8,1,1,0,3,1,8,1,0,0,0,6,0,12,1,3,2,26,6,9,0,27,0,1,1
14,6,1,0,6,0,4,1,0,0,0,0,6,4,5,29,0,0,2,3,2,0,0,28,0,0,0,2,0,0,2,15,0,0,17,0,6,1,14,0,1,9,1,0,4,1,7,1,2,3,8,0,0,9,17,5,0,0,0,0,0,11,7,0,0,0,0,0,0,0,16,1,8,0,2,0,5,7,11,5,8,1,2,22,0,8,0,12,2,0,11,0,1,16,6,4,17,0,1,1,15,0,0,0,0,3,0,1,0,17,1
18,0,2,0,1,0,1,1,0,0,1,2,3,36,10,4,1,2,0,1,0,1,0,4,4,3,0,4,0,0,10,11,0,0,1,0,0,0,1,0,0,9,1,11,11,6,9,6,1,1,14,13,6,5,2,2,0,1,0,0,6,18,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,23,2,3,2,0,1,16,0,1,0,0,0,13,0,2,0,4,0,16,3,0,4,0,10,2,0,0,0,3,0,0,2,14,0
3,6,1,1,13,0,5,1,0,0,0,11,0,6,7,8,0,3,1,0,18,7,0,2,7,0,0,3,2,6,5,19,0,0,10,3,0,0,6,3,2,3,13,0,0,2,6,3,0,4,42,5,7,10,1,4,0,7,0,0,10,2,5,0,0,0,11,0,0,0,5,0,11,0,1,0,1,0,2,0,12,5,5,0,0,0,0,10,0,0,0,0,0,5,5,0,0,6,5,11,12,32,34,6,0,1,0,0,0,3,9
6,0,1,9,0,0,4,8,18,0,0,21,0,1,1,1,1,2,0,18,0,14,0,0,5,0,0,8,6,8,0,11,0,5,7,10,2,0,5,0,0,0,6,0,2,0,2,6,2,8,4,3,12,0,10,2,0,0,3,0,4,10,15,0,2,0,0,0,0,1,1,3,5,9,6,0,5,8,0,1,2,4,5,6,0,0,4,14,3,0,1,8,0,4,0,0,4,5,5,15,0,17,18,7,0,0,0,1,0,3,0
9,1,0,1,0,0,16,3,7,0,0,3,0,3,4,1,2,0,1,7,14,0,0,1,4,0,0,8,1,2,4,13,0,0,3,4,0,0,7,0,2,5,1,0,4,0,0,8,9,12,2,3,16,2,1,3,0,1,3,0,13,4,5,0,0,0,1,0,0,0,3,2,1,0,1,1,3,3,0,1,1,1,6,6,0,0,1,9,14,0,1,0,0,5,3,0,0,2,9,15,5,16,0,9,0,0,0,1,0,0,0
0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,8,1,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,2,8,0,0,0,4,7,4,0,1,20,2,0,0,7,0,2,7,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,4,23,0,0,0,0,5,0,0,0,0,0,14,0,0,3,4,0,0,0
1,5,5,0,0,0,5,2,1,0,0,3,1,3,5,12,0,28,4,2,0,1,0,0,0,3,0,2,4,0,9,22,0,0,4,0,2,1,23,8,0,17,10,2,5,2,15,1,6,7,3,5,10,6,10,1,0,11,0,0,1,3,9,0,0,0,5,1,0,0,4,2,0,0,0,0,3,19,17,0,1,1,13,9,1,1,1,1,4,5,4,1,0,4,13,8,2,0,0,1,13,2,0,0,0,8,0,0,1,5,1
6,2,2,1,5,0,2,1,1,1,6,10,5,7,1,0,4,0,4,7,5,4,0,0,0,3,2,20,16,12,2,20,0,1,7,0,12,0,1,8,6,3,2,5,2,2,3,16,1,17,0,5,6,1,8,8,13,1,0,0,3,3,4,5,0,0,3,20,0,6,3,1,10,0,3,0,3,8,12,15,3,10,6,9,1,7,5,3,2,3,1,11,0,3,14,1,0,9,4,1,0,1,7,3,5,5,1,6,0,10,1
13,10,1,0,3,0,0,11,3,2,3,6,1,5,4,3,7,0,3,0,0,0,0,3,3,0,0,7,0,1,3,9,0,0,24,2,0,2,1,16,3,11,8,0,5,4,7,6,2,4,4,3,4,1,2,1,14,6,0,0,2,15,0,7,0,0,0,18,0,2,3,0,8,5,1,0,0,0,5,0,4,1,0,15,12,0,2,0,0,9,0,1,0,5,2,0,1,0,0,0,0,0,0,1,27,9,0,0,0,11,2
2,1,0,0,0,14,0,6,1,17,1,2,0,0,3,0,10,0,0,0,0,0,20,0,2,0,0,0,3,7,0,0,33,6,0,1,2,16,0,0,16,0,0,2,0,3,0,0,0,10,0,13,0,0,0,4,50,0,7,14,20,0,0,8,12,5,0,18,43,2,0,8,12,0,2,9,1,0,0,7,0,4,0,2,1,7,38,0,2,1,0,3,8,0,0,0,0,25,0,21,0,0,2,5,12,16,3,2,0,0,0
7,6,0,7,8,0,8,10,14,0,2,3,0,1,17,4,9,2,4,3,8,8,1,2,20,7,0,0,18,7,2,12,0,11,7,8,13,2,7,2,6,2,4,5,3,0,1,18,4,21,2,6,10,7,21,9,15,4,1,0,12,2,5,0,10,0,0,5,6,7,8,4,26,2,10,1,13,3,2,8,8,4,8,11,0,14,26,1,7,3,4,6,11,12,11,0,4,14,5,8,7,11,21,7,7,12,0,10,0,5,6
6,0,0,7,1,0,4,3,22,4,0,10,0,0,6,0,3,0,0,2,6,1,0,4,16,0,3,18,0,4,0,12,0,1,1,8,0,0,9,0,5,0,4,3,0,0,2,7,0,8,0,1,3,4,6,4,1,4,1,0,4,2,10,0,0,0,0,0,6,7,0,3,7,5,9,1,2,0,1,6,2,2,1,1,0,4,12,6,6,0,0,5,0,2,4,0,1,9,9,7,0,5,5,5,10,25,0,7,0,1,0
1,0,0,12,0,0,6,1,7,0,0,7,0,2,0,0,0,0,0,6,8,2,0,0,12,1,7,7,4,0,0,14,0,6,0,48,9,2,5,0,3,0,1,2,1,2,0,7,0,22,0,1,3,1,1,3,6,0,2,0,26,0,8,0,3,4,0,0,1,3,2,12,11,1,9,0,11,0,0,6,1,1,6,1,0,0,5,0,14,0,1,4,5,0,3,0,0,30,3,16,0,12,8,12,0,23,2,2,0,0,0
18,2,4,2,0,0,4,19,1,0,0,0,8,14,1,12,0,2,10,5,0,4,0,9,2,3,0,2,0,0,0,16,0,1,14,0,0,0,41,5,0,7,13,14,10,8,16,0,9,4,0,2,23,14,25,3,3,0,0,0,10,20,20,0,0,0,16,0,0,1,18,3,1,0,0,0,1,30,25,0,11,10,16,4,1,1,0,15,7,4,9,0,6,11,21,6,10,0,1,1,10,6,1,1,0,14,0,0,0,21,0
24,7,10,6,11,0,12,28,10,4,5,21,15,44,5,14,2,15,11,19,11,13,0,22,20,9,0,12,12,14,16,2,0,2,25,9,11,10,52,17,5,11,14,7,12,17,28,15,17,20,6,12,32,17,29,22,3,36,0,0,10,29,36,1,2,0,24,6,0,12,24,10,5,2,4,0,7,11,30,0,5,15,30,5,4,2,14,30,10,6,10,4,4,30,23,11,29,1,20,8,131,39,20,8,6,42,0,6,4,30,9
0,0,0,0,0,12,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,33,0,0,0,0,0,0,11,0,0,3,30,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,25,0,0,0,17,35,58,0,0,3,10,0,0,16,0,0,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,27,0,0,0,0,0,4,0,0,12,6,0,0,0
2,0,0,1,4,8,2,1,2,11,0,1,0,0,0,1,5,0,0,0,5,0,1,0,1,0,6,11,1,6,1,2,11,0,0,7,7,40,1,9,24,1,2,5,0,3,1,3,0,5,0,4,0,1,6,2,0,4,9,35,7,0,8,1,27,1,0,1,6,11,2,4,35,8,10,13,1,0,0,6,2,1,2,1,0,0,14,0,3,0,0,6,0,1,0,1,0,2,1,10,0,1,21,1,1,4,6,0,0,0,0
21,13,3,1,14,0,16,5,4,0,20,31,5,22,0,8,0,17,1,10,7,3,0,4,7,24,0,7,1,0,14,25,0,0,0,0,2,0,27,6,2,4,1,6,0,3,24,18,21,0,18,0,8,7,4,23,6,0,0,0,0,9,5,2,0,0,10,26,0,0,5,1,6,0,0,0,7,2,11,3,7,3,14,7,2,9,1,7,9,0,11,0,4,27,17,6,16,4,6,0,11,8,7,0,44,3,0,4,0,24,9
1,0,0,2,0,0,8,1,1,5,0,8,0,1,3,0,19,0,0,3,10,4,0,0,0,2,1,8,8,48,0,9,0,7,0,0,0,0,4,0,7,0,2,0,3,0,0,7,0,18,0,32,4,0,1,8,0,1,3,0,13,1,5,0,10,0,0,4,4,7,2,4,4,2,27,0,4,1,2,5,6,2,6,2,0,0,1,8,0,0,1,0,0,1,0,1,1,6,4,6,1,5,18,5,1,28,0,1,0,12,0
0,0,0,3,6,12,0,1,4,0,0,2,0,0,3,0,6,6,0,0,2,0,0,2,12,0,2,13,0,9,0,11,3,7,2,0,0,6,0,2,13,0,1,0,1,0,0,3,0,3,0,8,1,0,2,2,1,3,1,6,6,4,2,1,13,6,0,12,3,6,0,5,12,0,3,9,5,0,0,9,0,0,0,1,0,12,9,2,0,0,4,2,6,0,2,0,2,0,0,1,0,7,14,7,0,2,2,2,0,17,0
0,0,1,0,1,21,9,15,3,18,0,2,0,1,9,0,25,1,0,0,0,0,21,1,0,2,16,2,0,2,0,10,30,40,0,0,6,0,0,11,31,0,0,0,0,1,0,0,0,24,0,9,3,0,0,1,12,0,7,32,3,0,0,17,12,16,0,23,7,26,2,0,34,2,13,4,3,0,1,10,2,8,0,1,0,3,22,0,0,0,1,16,13,1,1,0,0,12,0,2,1,1,3,19,1,11,15,4,0,0,0
19,12,16,6,9,0,14,19,5,2,2,1,14,5,4,39,1,14,1,6,5,7,0,23,1,1,0,7,9,5,41,52,0,1,27,4,0,0,0,1,2,15,14,9,4,18,5,26,21,6,10,0,13,12,10,7,0,34,1,0,1,40,14,0,0,0,13,0,0,2,22,3,0,5,2,0,6,37,22,1,21,3,17,22,9,0,2,11,16,3,17,1,0,29,20,12,7,4,2,9,31,14,16,1,3,10,0,0,1,21,4
11,6,2,0,4,0,1,11,1,0,1,1,0,10,3,0,0,0,0,3,0,0,0,8,8,16,0,2,0,0,5,17,0,9,6,0,2,11,1,0,7,5,2,16,9,1,30,3,0,11,1,5,2,2,0,0,1,24,0,0,0,5,1,1,0,0,0,22,0,6,3,0,13,0,1,1,7,4,10,5,0,7,8,9,2,0,2,6,4,0,5,6,0,9,7,0,14,0,0,6,4,0,0,2,2,4,0,2,0,19,9
0,0,1,1,1,11,4,4,9,27,4,2,3,1,6,0,11,1,0,2,0,2,3,0,6,3,16,6,5,3,0,5,12,24,2,7,13,31,2,7,0,0,0,10,1,3,1,4,0,10,0,5,1,2,0,8,7,1,9,18,6,3,1,1,3,7,1,22,7,22,4,1,25,1,10,8,2,0,1,6,0,6,1,0,2,2,20,2,2,0,2,19,9,1,6,1,0,2,1,5,0,12,2,9,0,6,4,2,0,2,0
7,0,15,0,1,0,2,5,0,0,15,0,6,5,8,9,0,9,9,3,0,5,0,17,3,11,0,2,0,0,7,11,0,1,4,0,0,0,15,5,0,0,4,4,17,12,1,3,3,0,12,0,4,16,7,1,0,0,0,0,4,5,0,0,0,0,3,2,0,1,3,2,3,1,0,0,0,23,25,0,7,2,11,5,5,0,0,2,8,10,8,0,0,5,3,1,2,1,1,0,14,6,0,1,0,4,0,4,0,4,5
5,0,7,2,7,0,6,2,0,0,0,3,2,12,7,5,0,1,1,13,6,1,0,10,2,8,0,4,4,1,13,14,0,2,1,2,1,0,14,2,0,4,0,0,21,2,10,3,1,0,3,2,1,3,3,0,0,3,0,0,5,10,5,1,0,0,4,0,0,0,5,0,3,0,1,0,0,3,14,6,6,1,4,6,0,0,0,13,2,4,13,0,0,24,1,6,8,5,1,3,22,2,6,2,0,13,0,0,0,6,0
6,5,0,4,5,0,2,2,0,0,7,4,6,0,1,0,3,0,11,0,0,0,0,2,5,0,2,5,3,2,14,7,0,5,6,0,0,0,9,16,10,4,0,0,7,4,21,5,0,2,0,1,20,0,0,1,10,6,2,0,6,25,0,1,0,0,0,15,0,15,4,2,2,0,4,0,3,3,3,0,2,0,0,3,6,18,6,1,0,21,1,3,0,20,5,13,0,1,0,5,3,0,19,4,6,0,0,2,0,14,0
7,0,2,0,0,0,6,2,4,0,0,2,1,5,6,10,0,4,11,0,2,4,0,5,2,5,0,3,0,1,10,12,0,0,0,3,1,0,4,9,1,17,21,7,0,14,2,0,7,2,0,0,4,5,2,4,0,4,0,0,2,28,15,0,1,0,4,0,0,0,0,3,0,0,0,0,5,12,14,1,3,0,3,17,0,0,0,0,1,3,13,0,0,18,8,7,0,1,0,3,6,9,8,1,0,4,0,0,0,12,0
4,9,9,0,1,0,0,1,2,0,19,0,1,5,8,9,6,1,6,2,0,0,0,2,2,4,3,0,0,2,8,17,0,3,3,0,0,1,18,1,3,12,2,4,14,0,0,2,2,0,3,0,4,4,0,1,3,9,0,0,0,5,21,0,0,0,1,9,0,0,3,0,11,0,0,0,7,13,16,0,0,4,3,3,18,1,0,2,0,13,12,0,0,0,2,14,6,2,0,3,2,3,2,0,22,10,0,0,1,4,9
9,13,3,1,7,0,3,0,1,0,3,5,0,0,2,2,0,7,9,6,2,0,0,15,3,7,0,1,2,0,16,28,0,1,24,0,0,0,5,30,1,1,10,21,2,0,0,0,1,3,24,2,1,0,5,2,4,0,0,0,0,24,14,3,0,0,5,15,0,0,7,0,6,0,0,0,2,5,53,7,0,2,0,7,2,0,2,0,1,9,11,0,0,17,8,1,24,1,0,1,70,2,0,1,7,2,0,2,0,46,0
5,0,0,4,0,0,9,9,7,0,0,5,0,10,0,0,5,1,6,3,6,8,0,1,16,6,0,18,7,7,0,15,0,3,18,7,3,0,26,3,4,3,3,5,0,2,0,0,0,7,1,8,3,1,5,11,3,1,0,0,20,1,4,1,1,0,3,0,0,2,1,5,6,3,2,0,2,8,3,2,2,1,7,2,0,1,2,0,9,0,2,6,1,3,2,0,1,15,8,13,0,7,5,6,0,2,0,2,0,8,12
2,1,2,1,0,0,1,14,1,0,1,12,11,6,1,3,0,2,1,0,2,9,0,6,1,2,0,4,0,0,9,17,0,0,21,0,0,0,21,0,0,3,1,0,7,2,1,0,0,2,4,2,36,11,2,4,0,3,0,0,0,10,2,1,0,0,10,0,0,0,7,2,1,1,0,0,8,7,2,0,1,2,15,1,3,0,0,15,3,2,1,0,0,9,4,24,6,0,1,2,4,8,2,0,0,1,0,0,0,16,0
3,2,0,7,0,3,11,6,13,9,0,3,5,2,6,5,11,3,1,4,8,12,5,7,17,4,10,21,8,22,4,20,7,5,0,18,3,24,6,11,10,0,0,2,2,0,3,7,2,0,1,29,6,1,4,8,20,7,6,2,25,5,10,11,7,3,3,30,9,19,3,4,17,4,17,4,3,1,2,16,15,13,5,1,0,11,20,3,6,5,6,7,1,8,0,1,3,4,3,9,0,19,19,10,4,37,6,12,0,11,5
7,13,1,1,18,0,1,2,1,0,23,1,0,4,2,4,0,8,14,42,4,2,0,3,0,4,0,2,0,0,0,6,0,0,18,0,0,0,10,1,0,12,3,0,0,3,24,1,4,1,0,0,1,8,1,0,21,0,0,0,3,3,12,0,0,0,18,9,0,0,4,0,0,0,0,0,1,6,3,0,0,2,5,4,10,0,0,11,0,2,1,0,0,14,3,0,8,1,2,0,7,16,0,0,10,9,0,0,0,19,4
4,0,0,1,2,0,5,17,1,16,0,1,0,1,0,0,20,0,13,5,3,3,8,5,5,3,13,6,1,1,2,12,0,4,0,32,8,9,0,5,5,0,2,1,0,0,2,8,2,29,0,0,4,0,0,10,13,5,0,0,12,2,2,17,3,0,5,12,15,20,3,2,30,0,7,2,5,0,1,10,1,1,12,1,0,1,18,3,0,0,7,0,29,2,2,4,0,0,12,5,3,3,5,1,0,42,0,0,0,6,0
4,6,2,3,6,0,8,7,5,1,0,4,4,4,5,4,0,0,6,7,12,16,0,10,6,4,0,10,3,3,23,32,0,0,8,4,1,3,13,2,1,4,1,20,4,4,1,3,36,6,1,4,0,8,14,12,4,10,0,0,7,19,16,0,1,0,5,1,0,1,5,3,3,2,1,0,2,14,0,1,2,3,14,1,0,3,4,10,4,0,6,1,0,21,11,4,3,1,8,2,15,10,9,6,3,0,0,1,0,44,1
14,17,12,2,14,0,3,8,9,0,1,4,2,6,23,4,4,9,5,10,0,2,0,6,1,1,0,7,4,1,14,17,0,1,7,0,0,0,12,2,2,16,3,0,5,4,0,1,11,1,8,0,8,0,0,2,0,1,0,0,2,16,0,0,0,0,6,11,0,2,0,1,7,0,10,0,6,24,11,12,4,5,15,4,0,0,3,17,4,1,15,2,9,3,1,12,11,2,1,2,0,2,1,0,1,19,0,0,0,4,6
6,11,0,5,0,0,6,4,4,0,0,1,2,3,8,6,1,17,2,1,10,1,0,10,8,2,0,21,6,1,25,29,0,6,4,1,2,0,10,0,0,7,3,0,2,0,5,5,2,4,1,0,14,0,0,14,0,6,0,0,10,7,8,0,1,0,1,1,0,0,2,2,6,0,2,0,3,6,2,3,6,1,5,9,0,0,6,17,22,0,3,0,0,9,13,8,6,1,4,10,6,20,6,11,0,11,0,0,0,0,2
6,21,1,4,9,0,5,7,5,11,4,4,0,7,4,1,1,5,2,4,2,3,0,1,8,1,4,9,4,3,3,22,0,2,23,8,2,1,7,0,8,1,0,1,4,1,2,11,4,8,0,10,12,2,14,0,9,1,4,0,7,1,11,0,0,0,4,4,0,7,24,3,7,1,0,0,1,11,7,10,1,1,5,4,2,2,7,11,0,1,27,4,3,4,20,0,5,6,17,11,25,22,9,1,3,5,0,10,0,6,0
1,1,0,0,5,0,0,2,11,1,1,8,0,4,1,0,4,0,0,0,0,0,0,0,13,14,50,15,1,6,3,3,0,0,6,0,1,12,0,1,7,0,0,10,0,3,4,3,0,20,21,13,4,0,0,9,0,2,1,1,10,0,0,11,10,0,0,11,7,10,0,6,18,0,23,0,0,0,0,11,0,2,0,1,2,15,19,0,0,3,0,0,20,0,0,0,0,4,0,15,0,0,3,31,9,3,2,0,0,0,1
8,12,6,0,0,0,6,7,3,0,16,3,9,12,19,2,1,0,1,7,0,1,0,11,1,6,0,4,4,0,0,36,0,4,0,1,3,0,34,24,1,0,3,6,4,9,0,1,3,7,0,5,10,1,6,1,2,0,0,0,5,15,9,0,0,0,2,15,0,5,10,0,19,0,0,0,8,4,20,0,2,3,9,4,8,2,2,5,15,8,6,3,0,1,6,24,4,2,3,2,28,3,3,0,0,3,0,0,13,14,24
