Ant57,Ant260,Ant52,Ant397,Ant540,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant237,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant29,Ant35,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant82,Ant91,Ant96,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant139,Ant140,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant186,Ant190,Ant195,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant219,Ant229,Ant232,Ant242,Ant250,Ant255,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant326,Ant331,Ant332,Ant334,Ant342,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant476,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant552,Ant560,Ant564,Ant576,Ant592,Ant593,Ant599,Ant600,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
8,0,4,0,6,3,4,0,0,4,0,5,1,8,0,0,0,14,14,0,13,4,10,17,2,12,1,0,10,12,9,3,0,24,36,5,0,22,2,0,4,0,0,11,2,0,4,2,7,6,0,0,0,3,4,3,7,1,1,1,0,16,31,25,0,5,27,44,4,1,20,5,0,1,14,6,20,0,15,19,7,19,2,16,0,0,16,22,7,0,13,0,2,0,7,0,6,25,0,20,6,5,0,25,7,7,22,3,24,12,0,15,4,17,7,47,4,8,12,6,0,16,1,0,0,2,8,3,3,18,3,0,6,6,10,4,2,14,10,7,0,0,0,0,0,11,0,3,0,11,3,1,4,2,1,1,15,5,0,18,37,0,3,9
17,0,10,3,20,8,2,0,0,26,6,2,1,21,1,2,2,12,27,1,15,4,8,4,1,13,5,0,7,10,0,2,10,8,9,7,0,20,8,0,8,0,0,5,8,0,12,5,10,24,2,0,2,5,8,21,7,4,3,18,2,4,11,4,7,26,8,17,10,8,21,5,2,4,12,23,23,15,0,9,25,18,9,12,0,0,3,25,5,0,48,4,5,3,8,1,2,4,8,5,7,12,4,10,28,15,13,1,7,6,0,3,13,6,15,12,4,1,7,19,10,19,0,0,0,2,18,0,5,9,6,0,6,21,24,8,0,29,1,0,2,2,0,2,25,7,1,8,0,12,3,0,6,6,18,3,11,10,6,16,29,0,6,36
2,9,4,7,4,7,2,9,0,0,2,2,19,0,7,12,16,3,1,1,22,2,1,20,12,2,2,3,1,0,3,2,4,3,1,6,9,10,9,1,9,2,0,8,4,2,1,6,4,11,3,3,7,23,11,0,2,5,12,25,22,3,3,8,7,8,1,21,2,2,0,16,6,11,0,11,0,19,9,0,1,3,0,5,1,6,1,4,3,7,4,14,0,11,3,26,0,14,7,5,35,1,9,0,13,9,5,2,1,9,2,0,1,3,1,2,18,0,11,0,9,2,0,6,14,7,15,2,14,1,18,0,6,5,2,5,17,5,8,3,9,6,3,1,2,1,6,26,11,0,0,10,6,22,12,6,24,9,17,1,1,7,17,4
7,6,2,9,16,1,5,3,0,10,3,9,3,6,0,4,6,18,3,0,8,19,16,11,4,0,4,0,9,19,2,14,7,4,4,17,0,4,9,19,25,2,0,1,8,0,19,13,14,11,2,3,2,3,13,3,3,8,14,2,6,3,9,15,17,4,0,10,3,27,25,8,5,21,10,8,21,7,25,1,0,15,0,5,2,3,36,5,16,1,15,10,2,4,14,8,3,18,0,5,5,6,1,3,23,16,18,8,2,7,8,16,7,8,8,24,12,6,9,31,15,9,9,0,8,13,18,0,2,12,2,0,0,8,4,13,2,15,3,4,24,4,0,1,18,1,1,1,8,7,3,6,0,1,7,0,2,4,0,14,13,4,20,14
42,3,10,3,17,3,7,0,3,32,21,15,3,21,0,4,7,23,29,12,13,8,23,5,3,14,7,3,40,14,23,15,37,6,27,21,2,18,0,22,20,13,0,11,10,0,16,6,43,22,2,0,1,9,6,22,46,12,9,2,9,8,5,15,12,39,30,18,4,11,29,7,1,7,20,15,21,19,18,3,15,0,35,14,0,3,16,20,28,0,29,0,21,1,6,5,12,29,1,17,7,27,0,31,18,13,17,14,14,3,0,23,22,21,13,17,11,27,9,38,8,18,12,0,3,4,9,0,5,22,10,0,5,40,30,20,5,29,5,10,15,4,0,14,50,20,2,8,1,15,14,4,6,3,6,3,12,12,1,31,34,1,11,11
20,0,5,0,4,6,1,0,2,31,2,5,0,2,0,0,0,14,10,39,49,15,26,0,0,2,2,0,26,1,15,0,2,7,0,11,0,1,1,4,7,4,0,0,0,2,4,1,25,3,0,0,0,1,0,39,17,0,13,5,0,2,9,6,2,22,3,7,25,4,12,1,0,0,7,3,20,2,9,0,0,35,0,0,0,0,18,1,0,0,14,8,15,0,14,0,3,0,0,0,3,2,0,23,0,5,4,12,8,1,0,36,2,0,5,4,0,1,1,7,5,19,1,0,0,0,4,0,0,9,0,0,17,15,12,10,0,20,0,0,4,0,0,13,21,52,0,0,0,2,5,1,18,0,4,0,1,1,0,32,0,0,1,4
7,4,7,2,41,24,2,1,0,5,1,18,0,8,0,1,2,6,4,5,7,5,8,2,2,3,9,0,4,19,14,0,9,9,10,16,8,18,13,4,18,3,0,5,11,0,4,3,7,22,1,0,0,5,2,0,14,0,4,1,1,6,13,15,9,5,4,6,1,15,10,14,4,2,12,6,21,16,12,5,5,14,0,0,0,1,0,11,15,0,39,2,3,2,8,1,0,3,0,8,9,5,0,15,17,8,1,12,6,4,0,5,15,10,0,9,3,1,6,12,29,7,0,0,0,5,19,0,14,11,2,0,17,6,38,16,6,5,2,5,5,2,0,1,26,13,0,4,0,2,7,8,13,1,2,0,15,2,4,8,18,1,0,7
0,23,0,24,0,0,0,8,8,0,0,0,2,0,30,7,10,3,0,0,0,0,0,14,25,0,0,26,0,0,0,0,0,0,0,0,6,0,9,0,0,0,13,0,1,9,0,19,0,0,20,19,14,12,3,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,21,0,0,0,0,0,1,2,0,0,0,0,33,0,0,1,13,0,20,0,7,0,29,0,0,6,0,3,2,26,0,3,0,0,0,0,0,6,0,0,0,0,0,2,0,2,0,4,0,0,4,3,4,0,10,0,0,1,2,1,0,0,4,38,0,0,0,0,11,2,0,0,0,15,2,0,0,0,1,0,1,0,12,0,5,0,0,0,2,0,0
1,38,0,37,0,2,1,2,26,1,1,1,16,0,1,1,4,3,1,0,0,5,1,20,14,0,2,23,1,1,0,9,0,0,1,2,22,0,0,5,6,0,12,0,2,0,0,48,1,13,22,11,53,19,25,1,3,12,7,2,1,0,1,0,12,0,0,9,0,4,0,3,1,14,0,2,3,0,0,6,3,3,0,1,33,0,5,0,2,44,4,28,0,4,4,16,0,11,40,18,5,11,11,0,0,0,1,0,1,22,9,0,4,3,4,11,12,0,15,0,3,0,3,22,21,8,0,13,19,3,6,0,0,1,4,1,38,1,2,0,10,8,0,0,1,4,20,7,12,2,0,2,0,7,2,16,0,10,24,0,1,37,22,0
36,3,3,5,5,10,3,3,6,25,8,5,0,6,0,0,0,24,12,4,14,20,37,12,1,7,1,0,15,2,0,6,7,11,5,25,0,10,3,3,15,0,0,0,13,0,1,0,32,5,0,0,3,12,2,11,10,4,2,1,1,3,6,24,1,7,24,15,5,4,12,19,0,2,1,3,5,16,3,1,36,16,18,0,0,5,0,8,14,3,2,21,7,0,16,3,8,13,5,2,4,4,0,4,2,6,8,0,9,3,0,26,17,4,6,23,4,3,3,48,9,17,3,0,4,0,5,0,2,13,0,0,0,4,18,10,0,23,0,8,62,10,0,1,33,3,0,8,0,12,6,2,3,6,7,4,4,1,0,22,4,0,6,8
7,0,10,0,15,16,0,0,0,10,0,5,5,10,0,3,0,0,11,28,6,5,19,0,1,5,9,0,7,20,3,18,23,14,30,10,0,10,13,3,14,0,0,6,11,1,16,1,14,10,0,1,0,6,0,0,10,0,2,3,1,22,0,4,5,5,8,20,7,2,9,0,3,0,10,9,22,22,25,4,5,20,1,11,0,0,8,0,15,1,3,0,11,0,7,2,7,3,0,1,1,4,4,7,10,2,6,26,2,0,0,20,0,1,6,12,0,16,11,0,6,13,4,0,2,4,6,0,3,26,0,0,7,15,4,6,0,9,0,9,7,18,0,0,29,79,0,5,0,5,4,0,17,0,8,2,28,14,0,7,26,6,0,2
8,4,3,7,14,15,5,0,3,19,0,22,2,9,2,14,9,13,9,4,5,5,7,4,6,3,23,0,7,23,0,18,18,12,4,27,8,9,34,8,9,1,0,5,3,1,3,25,21,26,0,0,5,3,4,0,3,14,7,5,10,2,3,11,15,12,2,28,10,12,5,34,22,0,1,13,13,7,5,3,16,28,0,15,1,2,14,15,0,1,24,7,1,5,10,4,5,10,13,7,20,17,4,9,17,13,14,5,7,9,1,17,24,10,11,5,13,11,14,8,14,5,2,1,7,1,19,0,2,20,10,0,5,9,5,7,19,16,6,7,7,6,0,0,8,3,4,8,11,1,5,10,16,4,16,1,19,6,3,20,30,7,11,10
2,23,0,23,0,0,0,3,14,0,0,0,10,0,7,6,9,0,0,0,0,0,2,84,19,0,1,33,0,0,0,1,0,0,8,1,9,1,0,0,0,0,11,0,0,4,0,30,0,1,8,11,10,19,5,0,0,23,0,4,3,0,1,0,4,0,7,0,0,2,0,0,8,28,0,0,0,0,0,7,1,0,0,0,13,44,3,1,1,0,0,4,0,2,1,13,0,1,23,8,0,21,11,0,0,0,2,0,0,3,5,0,0,3,4,2,3,0,16,11,12,0,0,13,21,2,4,15,0,1,3,0,0,2,0,0,7,0,0,6,13,32,2,0,0,0,10,1,5,0,0,4,0,7,3,4,1,0,8,0,0,1,2,0
25,0,4,2,14,1,22,2,1,10,9,20,0,17,1,8,3,13,23,5,3,9,4,14,7,16,11,0,8,33,13,4,11,27,9,13,2,5,9,4,8,4,0,4,15,1,7,5,20,19,0,2,3,1,0,21,10,6,8,10,0,2,2,26,5,36,7,3,7,5,41,10,0,1,13,3,12,13,48,4,15,29,14,39,0,4,2,3,24,0,0,4,5,1,23,3,0,8,0,2,4,8,2,8,18,12,22,0,3,10,0,17,12,20,1,2,1,29,4,9,14,11,4,1,0,19,10,2,17,34,2,0,9,16,2,7,2,10,2,4,7,1,0,2,3,15,3,10,0,5,3,4,7,1,5,0,8,17,1,37,13,2,2,10
1,11,0,44,2,4,2,23,21,0,7,3,2,1,14,10,24,4,0,1,1,0,5,36,13,3,10,26,1,6,0,8,9,2,1,4,10,3,7,2,11,1,20,1,0,0,3,47,4,5,10,16,7,30,22,0,15,12,1,13,17,1,2,3,2,1,1,10,1,5,1,9,15,27,1,5,0,0,4,14,10,0,8,2,20,28,21,0,7,4,4,0,2,23,0,17,0,3,23,6,9,9,24,2,2,1,7,2,0,5,13,11,2,0,1,0,17,0,18,0,4,2,2,7,37,28,17,15,6,2,25,2,1,1,4,2,32,8,10,0,5,12,6,0,6,0,35,6,19,0,7,9,2,15,4,23,5,13,17,2,1,10,6,6
2,0,20,0,3,1,0,0,0,46,9,8,0,51,0,0,0,5,18,54,6,32,26,0,0,43,1,0,73,0,11,0,0,0,1,0,0,0,0,6,14,10,0,0,16,0,3,1,5,11,0,0,0,0,0,74,25,0,1,0,0,17,0,6,0,19,6,0,20,0,16,0,3,0,39,10,6,2,5,0,2,21,15,3,0,0,7,11,1,0,5,2,0,0,5,0,30,0,0,4,3,1,0,11,0,0,1,36,4,0,0,2,0,3,1,1,1,15,0,4,2,5,0,0,0,0,0,0,0,28,0,0,0,15,24,0,0,10,0,15,10,0,0,14,30,44,0,0,0,36,25,0,0,11,6,0,0,3,0,7,8,0,0,38
0,12,0,13,1,7,12,9,11,0,20,2,17,0,15,15,26,5,4,3,2,0,2,16,19,1,1,6,1,8,0,12,0,6,0,1,13,5,3,2,21,0,0,2,1,7,6,3,5,18,2,8,9,17,22,0,1,8,0,38,38,1,2,8,1,0,0,11,2,2,5,11,1,7,0,5,2,0,3,11,4,1,0,2,7,4,0,0,5,2,1,23,0,0,0,17,0,10,17,6,8,2,5,0,10,2,1,0,0,1,1,0,4,2,3,1,23,0,31,1,54,0,0,2,4,15,35,4,4,1,14,0,0,1,3,0,3,7,3,2,3,14,0,0,0,3,7,18,7,0,0,3,0,4,22,1,4,31,25,0,2,6,13,4
1,0,7,0,1,12,8,1,0,22,1,6,0,24,0,0,0,8,11,5,19,14,21,3,0,13,4,0,19,0,0,0,3,3,5,19,0,3,3,8,9,5,0,2,19,1,0,0,3,2,0,0,0,2,0,43,16,1,4,2,10,11,7,25,1,5,2,5,42,1,12,6,4,1,7,3,18,7,8,3,14,6,14,8,0,4,16,7,10,1,23,0,5,0,0,0,15,4,0,0,19,9,1,9,3,7,2,0,7,0,0,9,7,4,0,1,10,4,0,6,15,9,0,0,1,4,17,0,1,6,1,0,5,25,6,21,0,28,0,6,0,1,0,1,5,19,0,0,0,4,0,1,0,0,0,0,0,2,0,7,9,0,3,16
2,27,0,14,3,8,0,32,28,0,6,0,7,0,22,12,22,0,0,0,0,0,3,6,19,0,1,60,0,1,1,10,0,0,0,4,10,0,1,0,5,0,21,2,0,12,3,14,3,4,13,60,13,48,34,0,1,8,2,8,38,0,4,0,8,2,1,13,0,4,2,14,7,17,0,2,0,0,1,26,8,5,0,1,29,16,3,2,4,13,3,17,0,17,0,0,0,5,11,6,7,1,20,0,7,0,4,1,1,4,20,0,2,1,5,1,8,0,18,1,5,1,0,19,22,13,7,5,16,0,27,0,5,1,2,1,25,4,11,1,3,11,5,1,3,0,6,16,8,0,1,7,1,10,14,6,3,7,33,0,2,19,5,0
0,0,5,0,17,7,0,0,0,13,0,0,0,20,0,0,0,7,16,18,6,2,10,4,0,28,1,0,19,2,9,2,0,4,9,2,0,2,0,3,3,0,0,0,0,0,7,1,2,0,0,0,0,0,0,28,27,0,1,0,3,22,3,14,2,7,27,9,26,1,19,2,1,0,7,21,17,6,2,0,3,12,3,0,0,0,8,7,5,0,0,0,30,0,15,0,0,7,0,0,3,3,0,14,3,7,10,18,7,0,0,14,9,7,3,0,0,11,1,0,0,4,0,0,0,0,7,0,0,20,0,0,5,8,4,2,0,3,1,20,14,0,0,5,5,9,0,0,0,6,11,0,0,0,1,0,1,7,0,9,15,0,0,27
20,1,4,14,16,14,8,5,5,8,5,1,4,24,0,0,2,1,5,0,10,3,3,3,28,2,9,0,5,5,0,24,5,7,7,5,0,5,10,1,10,8,0,14,0,0,7,7,24,19,8,10,5,2,8,1,2,0,1,11,3,2,10,15,17,11,11,18,0,5,3,5,7,4,2,10,2,25,4,14,18,29,0,3,0,11,13,3,10,1,8,3,0,10,4,5,7,0,6,9,14,3,4,1,20,7,1,2,6,7,0,9,9,20,16,6,15,8,7,0,8,1,2,9,5,6,19,0,6,13,8,0,22,5,5,11,5,4,4,2,1,1,0,8,13,0,6,12,1,1,1,21,7,20,20,1,7,8,9,5,8,3,11,7
0,23,4,33,1,1,5,8,8,0,1,0,4,0,1,5,8,0,0,0,1,2,0,22,20,0,0,2,0,5,0,6,0,0,0,3,9,1,4,0,4,1,8,7,0,1,0,14,2,5,15,7,18,32,14,0,0,28,8,12,7,0,4,6,3,1,4,17,0,1,4,11,21,26,0,1,3,0,8,7,0,1,0,0,6,40,5,0,13,23,0,23,0,17,0,11,0,6,0,14,6,7,11,0,9,2,1,0,1,9,8,0,1,0,2,1,5,0,13,3,5,0,0,15,15,16,7,18,0,2,8,0,5,3,0,3,25,4,1,0,6,20,5,8,0,0,10,15,7,0,0,4,1,10,4,10,4,8,16,0,2,17,32,0
0,19,9,2,1,7,0,6,10,1,24,9,2,2,9,2,5,1,1,0,0,2,7,16,6,5,1,37,6,2,1,15,3,1,4,5,21,6,2,0,17,2,0,3,4,14,3,38,2,12,8,9,12,5,20,0,4,11,3,4,1,0,4,4,14,7,7,5,0,6,3,14,21,14,4,5,4,20,5,5,5,17,0,8,0,18,2,1,7,8,2,6,4,6,0,6,0,9,14,0,9,3,13,8,3,5,10,1,0,10,4,0,10,13,8,4,7,0,20,15,1,4,0,5,7,8,7,7,9,4,17,2,8,1,1,5,3,3,8,20,18,7,0,0,21,2,10,13,9,6,1,0,1,10,8,8,5,9,28,5,6,13,2,5
4,3,9,10,11,10,14,13,4,6,10,2,11,3,2,4,14,1,8,9,18,5,10,7,34,2,5,5,2,9,6,9,7,9,9,16,8,5,18,3,14,1,2,4,2,2,6,3,6,11,5,9,12,16,17,0,3,5,12,12,10,2,8,11,9,12,3,27,17,11,3,7,5,5,4,19,4,6,7,35,5,7,3,9,3,5,4,1,20,0,4,9,3,8,19,7,3,14,6,9,0,3,16,2,10,16,11,3,3,4,3,7,5,9,9,7,10,16,25,10,15,3,2,10,12,25,12,4,10,11,5,0,9,5,19,2,8,2,4,5,8,11,0,1,24,1,2,19,7,5,2,1,6,7,7,3,14,13,24,8,21,3,13,7
7,0,24,16,0,7,0,1,3,9,20,19,4,11,1,2,2,13,8,24,1,5,15,6,1,3,0,0,1,2,8,3,1,1,13,3,0,6,8,2,4,0,0,1,5,1,1,8,17,6,1,0,4,1,2,1,1,0,5,4,0,6,13,13,3,7,5,7,2,4,10,9,4,0,4,0,11,5,12,1,6,27,2,5,2,11,4,4,17,21,8,9,1,2,9,1,3,3,7,3,3,0,5,20,0,1,5,2,1,7,0,1,9,2,5,11,4,4,3,7,6,3,0,2,1,1,7,1,2,5,2,0,11,0,5,23,2,10,1,4,14,2,0,0,26,3,2,3,1,1,13,5,7,0,1,0,8,1,5,5,19,4,8,12
0,7,0,19,1,4,0,13,14,0,3,0,5,2,9,3,16,0,0,0,0,0,0,18,15,1,1,15,0,0,0,9,1,0,3,2,13,1,3,0,9,0,8,1,2,4,0,23,0,2,5,19,8,8,21,0,2,8,2,1,13,1,1,1,4,0,0,7,0,1,0,5,4,22,0,1,0,0,4,9,1,0,0,0,26,11,0,4,4,11,2,24,0,5,1,20,0,4,11,13,16,5,0,0,1,3,0,0,0,6,8,0,0,1,1,0,9,1,15,0,4,0,0,20,16,6,8,3,3,1,13,1,1,0,2,4,13,1,3,1,0,9,6,0,1,0,15,7,11,0,0,0,0,12,2,6,4,5,17,0,0,17,16,0
4,0,15,4,6,13,5,0,0,22,7,9,0,26,0,0,0,16,31,2,19,0,5,0,2,26,6,0,8,0,3,0,8,8,5,25,0,7,0,5,5,7,0,5,11,0,1,2,7,0,0,0,0,4,4,46,27,0,8,0,2,24,4,25,1,5,10,20,4,3,13,5,0,1,34,23,10,25,10,0,3,31,23,15,0,0,4,7,9,0,8,2,11,0,9,0,14,1,0,8,2,20,0,0,5,5,5,9,9,7,3,11,0,9,4,13,3,17,3,11,15,3,0,0,1,5,2,0,0,2,0,0,4,16,23,3,0,14,2,21,3,0,0,4,7,49,1,1,2,36,2,1,13,6,2,0,6,9,0,28,35,0,7,8
6,4,6,2,21,14,6,11,1,3,11,6,3,15,4,7,3,5,5,0,4,2,5,3,5,1,15,0,4,17,2,11,12,8,9,23,7,8,16,7,14,6,0,8,6,6,1,5,19,21,4,2,4,11,3,0,13,0,10,32,5,3,3,6,18,11,3,11,0,9,5,10,7,8,6,10,5,7,28,13,23,18,0,17,3,0,2,10,17,0,18,2,0,10,3,7,3,20,9,3,10,0,1,5,0,8,5,5,0,3,4,4,5,3,9,4,8,1,21,0,13,11,3,0,3,1,6,4,6,13,10,0,7,5,8,13,6,9,4,7,1,4,0,0,13,3,1,7,6,0,2,1,21,8,27,2,17,27,8,5,9,2,9,1
16,3,4,3,11,5,6,2,0,0,1,8,0,10,0,2,1,7,22,0,19,5,20,0,3,1,11,0,6,31,8,3,10,15,2,25,2,3,4,3,28,4,0,8,3,0,9,0,5,25,1,3,1,9,1,0,12,3,3,9,1,9,5,2,8,21,0,7,8,22,11,5,6,1,11,11,3,7,15,9,16,13,5,8,0,0,6,2,13,0,12,1,0,2,7,0,7,7,2,5,16,1,3,5,8,0,16,2,4,7,0,6,16,7,12,10,10,8,4,17,0,21,1,0,0,2,7,0,0,21,2,0,12,8,11,4,0,2,1,8,0,3,0,3,20,15,3,1,2,2,1,3,13,1,6,0,24,8,2,5,11,5,4,5
14,0,0,3,20,29,1,0,0,0,3,2,1,18,0,3,0,4,8,3,5,1,8,2,2,7,7,0,3,9,11,3,2,11,13,8,0,38,23,4,7,4,0,35,4,0,0,20,9,14,3,2,1,11,4,10,24,3,0,14,7,1,18,13,2,0,17,18,3,8,6,9,3,2,6,10,16,22,13,5,18,17,4,1,0,1,8,6,14,2,22,7,1,1,2,4,10,1,1,10,11,5,0,5,5,16,0,1,2,1,0,6,26,0,0,2,0,8,8,7,17,16,3,1,2,0,10,0,7,8,0,0,13,4,1,10,2,16,5,2,15,6,0,3,10,5,0,10,3,5,4,0,6,1,4,4,3,6,1,18,18,1,5,13
9,0,6,0,21,35,8,1,0,0,3,0,0,4,0,0,0,0,9,25,44,25,3,0,2,22,7,0,37,3,2,4,11,5,0,6,0,0,4,9,9,6,0,6,3,0,8,3,39,0,0,1,0,4,0,42,10,0,0,3,0,7,4,1,3,18,17,1,20,12,3,0,0,1,56,0,0,3,1,2,8,14,12,12,0,0,0,26,5,0,0,2,36,0,0,1,18,2,0,1,3,2,0,9,5,2,1,0,8,0,0,27,2,3,9,26,6,15,8,0,5,0,1,0,0,1,7,0,0,6,5,0,1,20,4,30,0,7,2,0,0,0,0,2,13,32,0,5,0,66,14,4,7,0,5,0,4,18,0,12,7,0,2,7
27,1,12,0,5,5,2,2,1,16,2,6,0,7,0,0,0,7,9,14,14,4,19,4,3,5,4,0,32,8,0,0,2,5,16,5,1,0,0,5,4,1,0,3,16,0,23,0,10,13,0,0,0,5,0,6,17,0,3,0,0,26,3,7,5,41,11,11,25,2,12,5,2,1,14,1,3,24,7,1,2,14,8,6,0,1,9,2,7,0,3,0,4,0,7,1,7,6,1,0,3,1,0,9,0,4,2,8,0,0,0,6,7,5,8,6,3,12,1,7,1,11,0,1,1,1,2,0,6,21,8,0,3,9,25,9,0,1,0,2,2,1,0,4,1,12,0,1,1,30,12,0,7,3,2,0,29,6,0,6,13,0,4,6
5,1,1,14,4,0,0,1,2,0,2,5,11,0,0,2,10,3,1,0,1,1,9,12,1,3,1,0,0,3,0,4,0,3,10,17,4,6,2,1,4,0,0,0,9,1,1,9,2,13,3,1,10,0,3,0,2,11,1,4,2,0,8,19,7,2,1,6,0,0,3,0,2,2,0,3,5,12,6,9,7,3,1,4,0,22,3,0,9,3,10,5,0,1,0,4,0,7,9,10,4,7,6,7,3,7,1,0,0,0,0,1,12,6,1,5,8,0,6,11,3,0,3,0,5,7,6,1,4,5,2,0,0,0,4,3,12,5,0,1,2,5,0,0,5,0,2,7,3,3,1,15,0,11,2,3,7,13,3,2,4,11,37,11
0,3,2,9,0,0,0,10,3,0,3,1,1,0,3,1,15,0,0,0,0,0,0,10,10,0,1,12,0,0,0,2,3,0,0,0,1,0,1,0,5,0,16,2,0,0,0,2,0,1,4,2,5,10,11,0,0,0,1,4,4,0,1,0,5,1,0,0,0,1,3,4,0,3,0,4,0,0,0,2,8,0,0,0,6,9,0,0,1,5,0,13,0,1,0,20,0,0,8,4,3,0,8,3,4,0,0,0,0,0,0,0,1,0,1,1,3,0,4,0,5,0,1,5,12,9,3,0,1,2,0,0,0,0,0,2,2,0,1,0,0,1,2,0,0,0,8,12,3,0,0,4,0,13,4,0,7,2,2,0,0,5,3,0
14,0,5,0,14,10,5,0,0,4,3,27,0,11,0,4,2,26,6,52,28,36,72,0,1,5,3,0,15,20,0,8,13,2,3,3,0,6,8,9,25,15,0,7,14,0,0,0,31,1,0,0,0,0,0,4,13,0,2,5,5,0,17,13,8,37,24,8,2,11,17,3,4,0,11,7,7,15,3,0,16,23,36,5,0,0,26,20,17,0,17,11,2,0,9,0,14,9,0,0,7,1,0,11,4,6,6,27,6,1,0,0,15,0,5,0,4,9,3,9,7,1,1,0,0,1,15,0,2,12,0,0,17,13,7,8,1,18,1,2,1,0,0,19,13,7,1,6,1,0,9,6,33,2,8,0,9,11,0,15,30,0,1,6
24,1,15,1,9,8,4,1,0,2,8,0,2,10,0,1,3,14,9,0,3,4,14,7,0,3,2,0,2,4,2,2,4,8,10,4,5,6,0,3,7,3,0,4,9,0,5,2,6,14,1,1,1,3,3,4,3,2,2,0,1,0,12,16,14,4,3,10,0,2,27,5,11,3,2,3,1,4,13,1,7,22,2,15,0,4,17,0,24,0,12,2,0,4,7,2,9,9,1,10,5,9,0,0,5,16,26,2,7,12,1,15,0,13,1,4,1,3,3,3,1,18,0,2,0,6,3,0,0,12,1,0,4,14,3,7,2,7,2,1,13,0,0,1,23,1,5,1,3,0,2,1,9,9,8,1,0,3,1,8,21,2,11,9
13,0,18,0,23,24,3,3,0,11,1,7,1,20,0,0,1,14,3,1,4,2,4,2,3,5,13,0,5,17,5,4,28,4,18,8,3,5,11,3,11,1,0,1,9,0,11,3,16,28,0,1,0,1,1,2,7,0,9,7,11,8,6,1,2,7,37,11,5,5,4,12,1,5,4,4,16,17,6,3,8,21,0,10,0,3,4,1,10,3,20,0,3,2,4,1,7,20,0,13,9,2,1,9,3,7,0,3,5,6,0,0,13,0,3,8,6,4,6,4,7,20,5,0,0,8,5,3,0,26,4,0,1,4,9,12,3,4,0,2,2,0,0,3,9,5,0,1,0,1,2,2,8,7,1,0,5,9,1,10,10,0,6,25
4,2,3,4,6,9,1,3,0,0,10,14,9,7,0,1,3,5,1,22,3,11,5,1,4,6,7,0,3,11,10,14,6,7,11,10,1,3,20,1,27,11,0,9,8,0,4,3,7,14,0,5,3,9,10,2,9,6,7,12,2,0,20,6,2,47,18,3,6,7,15,8,6,1,2,31,4,7,15,1,8,13,5,0,0,4,6,6,11,4,1,1,1,3,0,5,3,16,2,8,9,5,1,4,9,12,0,9,8,1,1,5,1,3,0,2,0,2,12,1,25,11,1,2,4,3,9,3,8,0,2,0,8,4,15,43,7,10,3,4,10,0,0,3,39,1,5,11,2,1,3,4,11,0,7,0,20,49,1,11,8,1,8,7
4,3,4,0,28,9,0,0,0,1,0,9,3,3,0,1,0,1,6,7,29,6,21,9,2,8,2,0,2,42,0,9,22,7,1,3,6,13,12,0,6,1,0,9,26,0,14,1,36,3,2,4,0,2,6,1,25,0,6,9,5,12,3,9,8,13,21,11,4,2,0,8,2,5,7,3,6,47,12,2,24,17,4,9,0,11,23,12,5,2,2,0,1,1,1,1,0,6,1,4,7,11,0,13,4,10,2,26,6,5,1,0,4,8,2,0,14,3,9,2,15,43,0,1,1,23,9,0,0,17,5,0,6,18,14,28,7,21,0,1,14,1,0,0,18,21,1,4,3,6,0,4,18,0,11,0,7,19,3,14,23,0,7,30
2,2,3,6,9,9,5,12,10,7,20,8,18,3,0,3,13,3,1,1,7,0,5,15,9,0,7,0,1,5,0,7,14,0,0,7,5,3,2,3,12,2,0,0,0,1,6,2,19,11,5,7,6,9,6,3,1,14,9,20,11,0,5,10,10,12,0,10,0,8,6,3,10,9,1,5,3,4,4,18,12,11,0,3,2,12,4,0,13,3,1,17,1,23,10,8,0,15,5,7,10,4,9,3,8,10,0,6,3,8,3,4,1,6,0,14,0,3,11,0,26,5,9,3,2,7,25,2,7,4,4,0,2,0,3,6,3,4,5,1,5,6,0,6,4,3,7,23,3,1,0,5,1,10,15,7,15,6,7,9,5,8,11,7
