Ant57,Ant260,Ant52,Ant397,Ant540,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant237,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant29,Ant35,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant82,Ant91,Ant96,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant139,Ant140,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant186,Ant190,Ant195,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant219,Ant229,Ant232,Ant242,Ant250,Ant255,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant326,Ant331,Ant332,Ant334,Ant342,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant476,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant552,Ant560,Ant564,Ant576,Ant592,Ant593,Ant599,Ant600,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
16,2,6,0,24,15,3,0,1,20,1,4,0,0,0,0,0,19,18,8,15,9,18,2,0,18,3,0,11,5,17,2,7,2,6,10,3,6,4,9,8,0,0,0,8,0,6,0,14,11,1,0,0,1,0,9,17,0,4,0,2,21,19,11,3,22,7,10,6,5,38,2,1,0,22,2,27,8,21,0,6,21,2,8,0,0,6,10,9,0,17,1,51,0,24,0,20,24,0,2,3,11,2,26,15,10,18,4,7,0,0,11,10,20,7,3,3,2,5,9,2,27,1,0,0,1,13,0,5,37,2,0,15,13,14,20,0,10,0,24,1,1,0,0,10,11,1,0,0,16,8,0,4,2,5,0,15,8,0,11,44,1,3,24
0,13,0,8,2,0,0,3,23,0,0,0,2,0,0,0,8,0,0,0,0,0,0,20,16,0,0,31,0,0,0,1,0,0,0,0,5,0,2,0,2,0,30,0,0,12,0,13,0,3,21,9,14,12,8,0,2,9,0,3,5,0,4,0,2,0,0,0,0,6,0,2,3,3,0,3,3,0,1,7,0,0,0,0,30,1,0,0,2,7,1,14,0,15,0,22,0,0,1,9,2,1,9,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,0,0,19,5,9,3,2,2,0,5,1,1,0,0,1,20,0,4,0,4,9,2,0,0,0,10,3,2,0,0,1,0,9,1,5,0,3,23,0,0,13,1,0
1,2,0,18,2,0,5,13,12,0,0,1,6,0,0,0,9,0,0,0,1,0,0,9,21,0,1,0,0,6,0,9,2,0,0,6,9,7,7,1,14,0,0,4,1,1,0,0,0,3,7,9,4,6,16,0,1,4,0,8,15,1,0,0,14,0,0,6,0,10,0,2,4,11,0,3,0,0,2,12,4,4,0,1,7,1,0,3,14,6,8,10,0,15,0,12,0,0,5,2,4,2,3,0,7,2,3,0,0,2,1,4,1,0,1,1,3,0,11,0,10,0,8,2,7,10,9,1,3,0,1,0,2,0,2,4,13,1,1,1,0,12,0,0,3,0,6,9,6,1,0,3,4,7,1,12,4,6,17,0,0,6,7,1
1,19,2,9,3,2,5,5,8,0,1,4,25,0,8,9,0,0,0,0,0,0,0,36,18,0,6,0,0,0,0,6,3,2,7,0,21,0,0,0,10,0,0,2,4,5,1,8,0,5,9,21,14,19,12,0,3,11,1,11,16,0,4,0,10,2,3,1,0,8,2,3,23,13,0,1,2,0,2,16,6,7,0,2,10,4,0,0,9,9,3,24,0,26,0,22,0,2,8,5,14,2,16,0,3,1,0,0,0,10,15,2,3,1,3,0,13,0,15,0,9,0,0,16,19,19,9,7,14,0,19,1,0,1,1,7,7,2,3,4,3,9,0,1,0,1,18,3,5,0,0,2,0,24,11,10,7,4,21,0,4,6,6,0
5,0,1,0,14,0,11,0,0,5,1,7,0,19,0,0,0,0,4,2,4,3,24,5,1,24,4,1,6,0,4,2,4,5,12,23,0,9,0,4,6,6,0,7,4,0,0,3,21,16,1,0,1,7,2,18,23,4,16,0,1,1,4,6,0,6,2,10,11,13,24,3,0,0,2,1,10,14,12,3,18,23,14,6,3,3,24,0,13,0,13,4,5,5,8,0,7,1,0,1,1,13,0,16,5,7,4,0,7,3,0,26,14,14,5,1,3,0,1,4,19,5,15,0,1,0,6,0,0,6,1,0,0,0,13,18,0,19,14,2,16,0,0,0,23,8,1,2,0,9,4,1,4,2,4,0,0,1,0,15,4,0,6,20
5,0,5,0,8,20,7,1,0,19,0,3,0,18,0,0,0,4,0,0,14,8,14,1,1,16,6,3,11,7,4,1,4,8,9,9,0,3,1,22,8,4,0,4,4,0,10,0,14,5,0,2,0,1,0,17,38,0,6,5,1,16,3,18,2,14,14,9,9,1,25,1,2,1,43,2,16,14,27,1,3,29,10,4,0,1,12,11,9,0,23,0,18,4,11,0,16,5,0,1,8,8,0,31,5,22,8,9,9,1,0,6,9,3,1,6,1,23,6,9,1,11,1,0,1,0,7,0,0,14,8,0,4,13,0,4,0,4,8,16,0,2,0,3,11,30,0,0,2,28,8,1,8,3,0,0,8,5,2,23,30,0,1,27
13,0,68,0,0,0,0,0,0,13,2,3,1,8,0,0,0,2,0,0,34,17,47,0,0,29,3,0,53,0,2,0,0,2,0,1,0,0,0,29,11,23,0,0,15,0,42,0,10,0,0,0,0,1,0,33,5,0,0,0,0,35,10,1,0,30,18,12,75,5,26,0,4,0,5,1,24,0,1,1,0,12,39,5,0,0,4,28,4,0,5,1,54,3,5,0,18,0,0,0,9,24,0,2,0,0,3,25,14,0,0,52,0,1,22,7,1,7,0,6,3,0,0,0,0,0,2,0,0,17,2,0,0,17,3,27,0,6,0,1,3,0,0,4,4,70,0,3,0,3,48,26,0,1,0,0,0,7,0,14,0,0,10,52
6,0,22,6,21,33,4,1,0,16,4,14,11,15,0,1,0,4,14,34,0,3,26,2,1,6,3,0,21,35,3,12,30,12,0,6,1,6,5,15,7,19,0,3,8,0,7,1,38,10,0,0,0,2,0,12,19,0,3,10,1,4,14,15,9,37,8,13,23,1,19,9,5,0,9,18,10,13,15,22,8,13,49,7,0,0,14,6,5,0,3,1,6,2,19,0,6,10,1,0,18,1,0,19,4,19,5,44,14,1,0,28,3,4,3,29,7,6,6,8,21,7,1,0,2,2,10,0,3,9,0,0,11,39,14,37,1,15,0,1,1,1,0,6,36,14,3,19,2,4,7,8,18,0,16,0,18,26,0,27,6,0,2,24
12,0,9,0,23,14,3,0,0,15,2,14,1,9,0,0,0,3,8,17,3,0,64,0,0,5,7,3,26,10,7,0,8,7,0,2,2,4,12,9,8,2,0,4,10,0,6,3,10,6,0,0,1,0,0,28,2,0,10,0,2,0,20,14,1,9,3,1,32,1,14,1,8,0,4,17,7,4,4,2,19,8,15,5,0,5,20,5,5,0,9,0,32,0,14,0,2,3,2,2,5,5,0,0,2,5,1,25,4,1,0,36,4,2,11,6,0,23,4,3,10,14,6,0,1,1,0,0,0,27,2,0,0,17,1,3,0,7,0,0,0,0,0,10,32,17,1,1,6,14,23,1,0,1,2,0,1,11,0,26,21,0,1,16
25,0,30,0,37,20,2,0,0,38,2,13,1,18,0,0,0,24,14,47,26,64,0,3,0,24,16,0,23,38,30,0,5,12,15,21,1,8,0,18,24,4,0,6,35,0,3,4,39,14,0,1,3,1,2,11,20,0,21,1,1,17,40,37,2,21,18,10,39,3,41,11,5,1,11,17,25,10,8,1,16,23,26,8,0,1,37,19,7,2,4,5,26,2,21,3,10,3,0,7,10,15,0,5,5,20,8,3,19,9,0,72,14,4,5,21,5,29,6,12,5,25,14,0,0,4,6,0,6,25,1,0,14,28,29,15,0,18,4,3,24,0,0,27,82,35,0,0,7,29,14,2,27,1,4,0,8,8,3,32,15,0,18,20
2,8,1,36,1,2,18,11,19,3,7,7,10,2,20,9,36,5,1,0,2,0,3,0,23,4,2,6,0,4,2,13,0,2,13,7,8,1,6,0,4,0,0,9,1,7,7,31,10,2,9,16,27,16,37,0,0,25,10,5,10,0,5,9,8,9,12,20,0,4,1,15,25,47,0,7,2,17,4,20,11,5,0,2,14,20,12,0,4,84,14,36,0,16,3,6,4,3,22,16,7,6,18,0,3,0,2,0,4,12,10,0,7,2,1,9,15,0,13,8,6,0,6,3,17,15,2,12,17,0,20,1,3,1,1,6,31,13,23,2,13,8,7,5,0,0,13,12,13,0,0,2,0,36,9,22,10,10,39,0,5,20,18,2
0,21,1,16,3,9,13,21,17,0,2,2,2,0,16,21,18,1,1,0,1,0,0,23,0,0,12,17,0,11,2,10,4,1,2,3,13,1,8,0,5,1,20,2,2,7,3,24,4,6,11,8,22,40,31,0,2,16,0,5,15,2,10,0,21,4,1,15,0,8,1,9,20,28,0,2,1,2,1,12,4,3,0,2,25,14,1,1,6,19,7,13,0,19,0,19,0,28,20,6,34,1,15,2,5,3,2,2,3,1,10,1,0,3,4,2,9,0,21,0,11,6,0,11,37,13,16,5,19,2,9,0,5,0,4,3,19,3,6,9,0,23,2,0,6,1,17,20,24,0,0,2,5,21,6,11,2,7,31,1,9,10,2,1
0,0,6,1,13,0,1,0,0,36,3,0,0,18,0,0,0,24,16,29,6,5,24,4,0,0,8,1,30,3,8,1,0,0,5,15,0,5,0,10,7,0,0,0,14,0,0,0,8,1,1,0,0,4,2,19,14,2,2,1,3,22,5,7,1,2,5,11,25,0,21,1,0,0,8,1,8,12,13,2,0,14,2,3,0,0,7,5,3,0,16,3,43,1,13,0,28,2,0,5,2,3,1,26,1,1,7,22,5,3,0,5,3,5,6,8,0,5,7,4,3,4,8,0,0,0,4,0,0,23,2,0,0,1,6,7,2,24,0,26,2,0,0,6,1,27,0,1,6,21,1,0,2,0,1,0,0,4,1,16,10,0,0,14
10,0,5,1,6,4,10,0,1,1,6,7,4,3,0,1,6,4,6,3,3,7,16,2,12,8,0,0,0,22,5,11,3,3,0,11,3,8,19,7,3,2,0,1,8,2,4,0,14,13,2,1,7,2,3,3,0,0,4,12,1,0,10,8,3,7,9,4,4,17,5,6,3,1,1,8,1,1,5,2,4,7,2,9,0,2,1,9,23,1,11,10,1,1,4,1,1,9,0,1,5,0,1,6,15,11,7,7,4,1,1,3,2,13,7,2,7,0,19,0,11,13,11,0,0,0,0,0,4,2,5,0,4,0,16,1,2,3,2,0,3,2,0,2,25,3,1,3,9,2,0,5,9,8,11,0,10,5,2,0,1,4,11,6
0,25,1,41,0,0,0,8,6,0,0,0,8,0,31,0,0,1,3,0,0,3,0,6,17,1,0,0,0,0,0,2,0,0,0,0,34,0,0,0,3,0,47,0,0,4,0,30,0,0,36,10,28,9,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,6,2,5,0,0,0,0,0,3,0,3,0,0,26,23,0,0,0,33,0,26,0,6,0,60,0,0,2,37,5,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,1,0,0,5,4,5,0,24,4,0,33,0,0,0,0,0,18,0,1,0,0,2,5,0,0,0,26,2,2,0,0,0,0,2,2,8,0,1,3,0,0,15,1,0
23,0,9,1,8,5,1,0,0,67,15,6,0,11,0,0,0,6,11,53,21,26,23,0,0,30,0,0,0,6,5,2,4,3,0,6,0,4,0,22,15,4,0,1,5,0,6,0,2,2,0,0,0,2,0,40,22,0,14,1,0,32,2,12,0,17,8,5,54,1,11,2,1,0,60,1,4,10,7,1,9,40,26,4,0,1,15,7,7,0,8,1,73,1,19,0,19,5,0,6,2,1,0,8,4,6,3,37,32,0,0,15,2,5,3,2,1,12,2,5,9,4,1,0,0,1,6,0,2,22,3,0,4,17,9,7,0,11,0,10,1,0,0,8,15,45,1,2,0,37,13,0,2,0,1,0,1,5,1,26,3,0,0,19
12,1,10,1,15,26,5,9,0,17,5,24,0,5,0,6,0,0,7,0,35,10,38,4,11,3,22,0,6,0,6,21,15,19,1,12,7,12,10,5,16,11,0,2,28,0,13,3,49,6,0,2,1,5,1,6,5,0,10,6,2,9,7,12,14,26,13,31,1,9,3,22,7,3,9,5,13,12,10,0,19,14,1,19,0,1,2,20,23,0,33,6,0,8,0,1,2,5,5,2,9,2,0,0,17,31,9,3,8,3,0,20,4,17,11,42,5,2,14,0,13,57,14,0,0,13,18,0,0,6,4,0,11,11,9,17,7,16,6,10,0,3,0,0,10,28,4,3,4,19,4,9,7,1,28,0,32,54,3,8,46,0,5,25
5,1,0,2,4,3,0,1,0,1,0,19,4,17,0,0,0,4,4,2,3,7,30,2,2,8,5,0,5,6,0,0,1,8,5,3,0,5,6,3,7,3,0,5,0,0,1,1,6,6,2,1,0,4,2,4,5,0,0,1,3,0,4,17,0,7,16,11,22,2,1,3,6,0,5,12,4,9,0,3,2,23,15,14,0,0,0,3,0,0,13,0,11,0,0,1,9,0,0,1,6,8,0,3,2,8,11,2,0,0,0,0,2,5,10,0,0,3,4,1,3,4,1,1,0,2,4,0,3,2,0,0,5,2,6,5,2,3,0,2,8,0,0,1,16,13,0,2,0,0,4,0,9,0,9,0,0,4,1,38,15,2,5,4
8,4,1,3,4,11,12,7,0,1,7,12,1,2,1,9,6,2,1,0,12,0,0,13,10,1,11,2,2,21,0,0,15,2,3,8,3,0,4,1,13,2,0,2,1,5,2,9,7,11,3,8,2,5,9,0,0,8,10,16,10,2,1,17,7,1,0,6,2,20,3,17,10,6,1,4,0,3,2,2,14,15,0,0,0,9,6,18,18,1,4,8,0,12,0,10,2,24,6,15,9,3,9,0,11,3,3,4,0,4,2,8,2,4,14,9,7,0,5,2,4,6,0,2,6,1,12,0,15,1,9,0,0,1,2,11,10,9,1,10,10,21,0,0,10,1,13,11,5,0,0,1,8,8,8,8,16,13,5,2,8,18,14,2
6,0,4,5,14,18,8,1,0,0,6,12,1,7,0,2,3,4,4,0,30,8,5,0,4,0,3,0,4,15,1,15,0,19,6,13,0,1,7,2,3,7,0,1,6,0,4,0,8,29,0,0,4,12,1,0,4,1,11,6,4,0,8,3,6,17,10,1,1,13,9,8,8,1,1,7,4,0,10,4,7,37,2,9,0,0,7,23,18,0,11,9,0,0,3,0,0,5,0,3,7,1,1,8,12,10,2,11,2,0,3,13,4,28,6,22,14,1,16,0,8,14,10,1,3,4,8,0,7,6,9,0,15,7,13,18,9,3,0,5,1,4,0,2,22,4,11,2,1,0,6,14,12,2,6,0,31,14,1,7,15,0,6,0
7,0,13,4,13,7,5,1,0,3,6,5,0,2,0,0,2,5,8,2,12,7,12,2,1,0,3,0,3,19,8,2,19,0,0,5,0,2,7,1,16,2,0,3,2,0,6,0,12,12,0,1,0,5,1,5,19,2,1,4,0,7,4,14,11,10,8,12,7,6,16,7,6,0,13,20,7,24,8,3,4,6,7,9,0,0,11,14,12,0,27,2,0,6,3,0,4,7,0,1,9,1,0,8,8,15,11,5,5,3,0,2,8,4,7,7,0,1,11,2,0,9,1,0,2,4,3,0,2,32,1,0,15,7,6,16,1,2,2,3,0,0,0,2,22,14,0,1,3,1,0,1,13,5,10,0,9,4,3,19,0,1,6,9
11,0,5,0,19,4,4,0,0,4,10,8,0,6,0,0,7,12,9,0,0,0,15,13,2,5,0,0,0,1,5,3,6,0,0,5,3,13,8,0,15,0,0,6,5,0,3,5,8,7,2,0,2,0,4,3,25,0,4,2,8,7,10,29,12,3,19,5,10,8,15,8,19,16,3,13,5,36,9,1,4,27,0,10,0,1,5,30,4,8,9,1,1,0,5,0,9,7,0,4,9,13,3,5,9,2,13,0,16,10,0,3,10,18,11,1,0,2,3,21,1,15,0,0,1,6,4,1,4,2,2,0,4,3,2,2,2,8,4,8,11,2,0,1,19,4,0,4,0,14,1,0,1,11,0,0,19,5,0,3,10,3,3,0
7,0,7,1,15,9,29,2,0,19,5,11,0,10,0,6,0,23,9,1,6,2,21,7,3,15,11,0,6,12,3,8,13,5,5,0,0,8,4,4,8,8,0,13,7,0,9,3,19,24,0,0,2,12,1,3,6,1,19,2,0,4,9,15,6,15,7,25,13,5,5,17,4,6,13,1,0,5,7,6,17,21,11,16,0,2,25,10,27,1,13,4,0,1,19,4,2,5,3,5,16,3,2,25,23,25,8,6,5,17,0,3,4,8,10,3,7,13,9,10,4,12,1,0,2,20,16,0,3,7,2,0,3,12,8,9,5,9,0,0,4,1,0,2,16,21,6,3,0,10,10,12,22,5,8,0,12,5,1,6,10,0,6,5
0,33,4,12,0,0,1,12,11,0,5,8,13,3,5,9,21,0,0,0,1,2,1,8,13,0,3,34,0,7,0,3,0,0,3,0,0,1,0,0,1,0,5,0,2,24,0,20,2,3,16,20,19,22,35,0,2,15,1,0,15,0,0,1,9,1,0,11,1,3,1,3,9,13,0,2,0,0,0,9,0,2,0,8,6,22,0,0,8,9,2,10,0,13,0,10,0,0,9,21,8,0,13,0,7,2,0,0,1,4,1,0,5,3,1,6,5,0,7,1,7,0,0,6,2,18,0,6,18,0,4,1,5,0,0,3,12,3,11,3,14,26,2,0,3,0,11,2,10,0,0,1,0,11,8,12,0,6,18,0,3,18,14,1
