Ant4,Ant5,Ant59,Ant540,Ant929,Ant2,Ant6,Ant19,Ant24,Ant25,Ant73,Ant148,Ant158,Ant191,Ant227,Ant237,Ant252,Ant311,Ant534,Ant646,Ant740,Ant838,Ant954,Ant1,Ant17,Ant27,Ant32,Ant44,Ant49,Ant51,Ant62,Ant71,Ant96,Ant97,Ant115,Ant117,Ant120,Ant140,Ant153,Ant170,Ant176,Ant210,Ant217,Ant242,Ant250,Ant256,Ant262,Ant263,Ant264,Ant289,Ant298,Ant299,Ant305,Ant320,Ant326,Ant332,Ant334,Ant356,Ant391,Ant475,Ant476,Ant502,Ant507,Ant530,Ant564,Ant592,Ant593,Ant599,Ant607,Ant632,Ant638,Ant647,Ant650
39,3,7,15,17,0,4,3,19,1,0,0,6,0,3,3,7,5,3,3,6,0,8,0,26,29,1,5,0,0,2,9,13,1,3,15,1,1,15,0,2,1,0,12,2,0,3,15,7,14,2,34,6,0,1,2,5,11,9,1,1,0,0,5,1,1,6,11,0,6,0,0,0
2,3,1,4,0,20,5,1,0,10,0,0,6,0,3,4,3,6,0,1,3,3,0,0,12,1,20,4,2,9,2,1,1,16,1,0,9,2,7,0,5,21,0,0,3,0,0,5,0,1,6,1,1,5,1,15,1,0,0,2,6,3,2,6,0,5,12,1,7,7,20,8,16
2,1,9,3,4,9,6,0,5,11,6,6,0,0,4,11,8,2,4,2,5,2,11,0,3,6,6,11,2,2,1,8,6,1,12,3,5,1,1,1,6,5,5,3,2,1,1,6,4,2,6,4,2,0,5,5,7,2,5,11,2,8,2,15,0,5,5,3,2,0,3,2,4
0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,1,1,0,3,1,3,3,4,17,0,0,3,0,0,0,1,0,1,2,0,2,2,0,3,3,0,1,1,0,1,0,2,6,2,0,1,2,1,0,0,9,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,6,0,1,10,0,1,0,1,2,0,4
15,2,7,0,7,1,3,3,5,0,3,4,11,0,0,0,17,3,2,2,6,8,1,1,7,1,0,16,2,2,2,4,1,1,13,20,0,1,1,9,1,2,6,4,8,0,14,3,1,2,1,4,3,0,3,2,5,6,1,12,2,0,0,1,3,3,11,6,4,1,0,0,0
10,3,9,4,3,1,12,1,30,1,7,3,8,0,3,17,0,2,17,4,10,12,22,0,9,6,3,30,6,8,0,8,7,4,24,17,5,1,6,18,8,2,16,14,6,2,6,5,33,0,5,15,4,0,4,0,12,3,6,19,2,43,0,4,24,2,3,5,2,0,2,0,1
4,12,12,4,3,0,6,6,16,5,5,6,2,0,0,3,2,0,0,8,1,10,2,2,14,7,1,20,19,7,0,3,9,8,1,22,1,3,4,1,2,3,6,32,0,0,5,4,7,0,0,10,9,1,8,6,3,24,42,3,1,6,1,3,2,8,2,21,0,5,3,2,3
15,1,3,7,9,0,3,4,2,0,3,0,4,0,0,2,17,0,0,0,7,2,5,2,0,13,1,0,2,0,0,10,2,0,3,9,4,0,7,8,3,0,0,12,9,0,6,6,7,5,1,6,4,0,2,0,8,6,16,5,2,34,0,1,18,4,5,8,0,0,0,0,3
7,2,12,10,25,3,0,2,8,8,3,1,2,0,0,2,4,8,0,0,4,10,5,0,2,4,2,9,2,5,3,5,0,1,4,19,2,0,9,8,1,1,1,6,2,2,5,11,5,5,3,16,0,0,5,1,11,4,5,11,0,2,2,22,7,1,2,6,2,2,2,0,0
9,3,6,5,6,0,2,10,4,1,6,3,5,0,1,6,10,1,7,4,0,3,1,2,2,11,1,20,3,5,0,18,6,2,3,4,1,0,0,1,7,2,3,6,11,0,5,2,18,3,4,10,7,0,7,4,5,2,13,2,0,15,1,3,12,2,4,2,1,0,0,0,1
2,0,5,0,0,2,4,8,3,5,0,3,2,0,0,8,12,10,2,10,3,0,9,1,5,4,2,2,0,4,0,0,3,0,0,11,3,0,18,4,0,0,4,0,0,0,2,1,7,1,1,2,6,0,1,0,6,1,6,3,0,1,3,12,4,1,5,14,2,3,1,0,1
3,5,22,17,4,4,1,0,5,2,8,0,11,0,1,1,22,2,5,5,1,9,0,1,4,27,12,21,7,11,10,9,13,0,11,4,2,4,1,24,2,4,1,0,4,0,11,7,6,6,7,6,6,0,2,0,3,6,15,13,0,1,2,14,7,10,1,5,0,12,2,0,3
0,4,1,1,0,1,0,0,0,1,0,0,0,7,2,1,0,2,2,0,2,1,1,0,0,0,3,0,0,2,4,0,3,2,0,0,8,3,0,0,3,2,0,0,1,15,1,0,0,0,11,2,0,11,0,3,0,1,1,0,2,0,5,1,0,0,2,1,4,5,15,1,3
6,0,7,3,0,2,6,5,13,4,26,12,3,0,0,7,9,14,0,2,2,5,4,0,0,11,0,38,7,5,6,1,0,2,0,18,2,1,7,3,1,6,28,21,5,0,4,4,10,4,5,1,0,1,9,0,22,1,17,4,0,11,1,6,8,7,2,10,1,2,2,3,4
20,5,21,9,7,5,0,16,5,0,29,1,6,0,2,1,6,7,13,4,11,4,27,0,11,0,6,21,16,6,26,8,20,20,3,20,7,4,26,7,1,1,8,36,9,1,24,24,9,17,4,14,12,0,11,0,1,29,13,5,1,0,2,9,12,13,5,20,1,4,2,6,0
0,13,1,19,1,16,3,0,3,3,1,20,6,0,2,0,3,1,1,2,1,2,12,3,0,6,0,6,8,12,7,5,7,9,0,1,6,13,4,7,9,6,6,2,4,23,1,6,7,2,8,6,14,3,6,14,0,3,1,12,5,1,8,11,0,8,13,6,3,12,7,7,7
25,17,4,22,12,0,15,2,1,3,5,4,11,0,0,16,30,20,0,9,20,2,21,0,38,21,6,0,1,3,2,19,7,8,11,14,3,2,24,28,4,5,18,10,15,12,14,28,24,6,7,31,44,1,3,1,10,19,29,21,7,54,1,25,31,23,5,16,0,8,0,2,0
13,1,2,2,1,1,1,3,3,2,0,2,2,0,3,2,6,19,2,2,3,0,7,0,7,16,8,1,0,3,3,0,0,14,0,14,2,2,7,1,2,1,6,15,2,0,0,0,24,8,4,1,16,0,24,4,10,3,35,10,1,1,1,0,2,1,6,5,1,0,2,1,0
2,9,5,5,1,9,4,2,7,29,0,9,2,0,3,2,8,7,0,5,5,4,11,2,5,6,12,3,3,0,5,3,3,12,3,6,19,11,4,0,26,2,1,7,2,0,3,4,0,1,25,6,6,8,5,20,3,1,1,4,6,6,5,1,0,6,7,11,5,5,5,18,21
1,17,2,4,1,12,0,0,0,4,2,2,1,0,0,2,0,0,0,3,0,0,10,4,6,26,7,2,3,5,0,2,11,2,0,17,2,25,4,2,9,2,1,5,0,0,2,6,1,2,18,2,10,4,3,4,2,9,4,3,1,1,0,2,2,6,6,3,2,11,9,7,11
5,1,5,3,13,1,6,0,7,4,9,1,8,0,1,4,8,3,10,5,18,0,9,0,1,8,5,19,0,3,2,0,2,2,0,7,1,0,8,7,1,1,1,2,10,3,4,2,7,9,7,13,5,0,1,0,14,3,6,9,0,15,0,2,4,9,2,5,0,0,2,0,1
0,11,2,12,2,12,1,0,4,1,13,1,6,0,1,1,7,9,2,0,6,3,13,3,0,20,7,7,0,3,11,2,0,0,1,13,17,12,13,5,4,2,1,20,2,4,4,14,4,5,9,1,20,3,7,3,2,6,5,4,2,0,5,2,1,13,4,17,2,1,5,0,4
0,5,5,1,0,16,0,1,0,13,1,16,1,0,0,1,4,8,0,1,2,0,0,2,2,20,9,8,14,12,2,2,0,0,4,1,5,7,2,8,11,11,1,4,2,2,1,1,9,1,4,1,3,6,13,13,3,3,28,2,1,4,0,2,3,1,4,3,5,4,9,6,9
8,0,10,3,4,4,4,0,3,0,3,1,12,0,1,13,24,1,3,4,3,0,11,0,0,3,0,11,0,3,0,0,1,4,0,11,3,5,2,3,2,0,3,0,2,0,7,0,0,5,4,10,0,0,1,2,6,1,5,8,0,0,0,3,3,2,8,2,0,0,1,0,10
8,3,5,16,2,3,8,2,28,1,15,0,3,0,0,20,17,22,9,19,4,11,4,0,18,20,1,14,14,6,17,7,13,1,11,0,16,9,32,8,2,3,8,20,0,0,3,18,6,10,7,5,16,0,14,2,11,34,27,2,0,6,5,3,14,46,6,31,8,0,4,0,3
0,15,3,10,1,30,3,1,0,9,1,9,5,8,2,0,5,1,4,2,1,3,2,8,2,7,6,3,2,19,2,1,17,5,3,16,0,8,6,2,12,3,1,16,1,1,1,1,3,1,39,5,3,4,22,6,2,14,12,5,4,4,8,4,6,16,8,1,11,5,13,5,8
2,21,1,6,0,28,0,0,1,1,1,2,1,33,6,1,1,3,0,0,0,0,4,3,1,4,13,2,2,11,25,0,12,7,5,9,8,0,1,1,4,3,1,7,4,6,0,1,0,1,32,4,5,6,1,14,1,0,0,2,3,0,16,2,1,3,4,1,6,4,8,4,2
9,0,8,12,1,1,0,1,10,8,15,7,1,0,2,1,6,4,7,9,0,18,1,0,7,26,4,24,7,4,4,8,13,2,2,32,6,1,0,2,3,2,1,17,10,0,5,13,13,5,6,4,12,1,1,0,10,18,16,10,8,1,1,2,5,8,3,7,4,1,1,0,6
4,2,5,2,1,5,3,2,2,1,0,0,1,0,0,9,18,1,8,8,1,4,24,0,3,7,7,28,1,0,2,7,5,8,3,8,2,1,2,0,9,4,4,1,2,3,13,18,4,6,2,3,1,1,4,2,0,4,2,8,2,1,1,6,1,3,6,7,6,0,2,1,2
2,8,1,7,2,3,2,4,5,15,2,5,6,0,1,1,8,2,3,1,7,0,2,3,1,1,9,4,2,26,9,1,4,11,2,2,12,4,3,9,0,10,3,5,7,0,2,4,3,4,44,2,2,7,5,7,4,3,1,11,5,6,9,4,3,17,20,0,15,5,5,8,13
0,3,1,4,1,16,2,0,0,5,1,21,5,0,2,2,2,3,0,1,2,0,4,2,6,1,6,5,1,2,2,1,2,11,0,3,3,3,2,4,10,0,2,0,1,0,0,1,0,0,9,0,6,7,3,8,0,1,0,4,4,2,1,0,1,8,4,0,4,4,10,5,7
7,2,7,10,5,2,1,1,2,0,0,0,5,0,1,6,16,6,0,1,3,4,1,0,28,8,6,18,6,1,1,1,1,1,3,8,1,1,1,4,3,2,0,7,9,5,10,14,17,4,9,18,2,1,2,1,3,0,4,5,0,1,1,17,14,7,2,7,0,3,1,0,3
13,5,10,5,0,3,3,2,23,1,12,0,3,0,0,4,14,32,12,6,6,0,0,0,21,36,2,10,15,7,5,2,20,4,0,20,16,7,17,1,5,0,7,0,0,0,3,17,4,0,5,2,30,0,8,0,8,18,48,0,1,4,0,0,11,10,1,21,5,1,0,0,0
0,1,6,0,5,0,2,7,0,1,2,3,2,0,0,8,6,0,9,2,11,0,4,1,5,9,4,15,2,2,0,10,2,2,2,0,1,4,10,2,7,1,9,0,0,1,21,5,4,7,11,15,4,0,2,0,3,1,9,9,0,6,3,7,2,6,12,2,0,1,5,0,3
0,4,2,1,1,2,0,1,0,0,0,0,1,10,9,0,2,0,0,2,0,0,0,15,0,1,23,12,0,0,0,3,4,2,0,0,1,6,0,3,0,0,5,0,1,0,3,4,9,0,3,0,0,1,0,0,0,1,0,1,0,0,5,1,0,0,3,7,0,2,6,0,0
4,1,16,7,1,0,0,1,3,1,3,0,1,0,0,14,6,5,6,5,5,2,11,1,4,24,1,14,0,3,2,4,4,1,7,3,1,0,5,13,2,0,10,3,21,3,0,11,4,8,5,23,4,0,15,0,10,1,23,3,1,1,1,13,4,1,3,1,0,1,2,1,0
2,4,1,11,8,10,0,0,5,0,15,5,6,0,0,3,5,4,6,11,2,1,7,0,4,24,6,28,0,4,6,2,14,1,0,18,1,1,13,18,4,1,14,17,5,4,11,0,2,8,7,3,9,1,0,1,9,8,11,9,1,2,2,6,3,11,6,2,6,0,2,1,0
1,3,9,3,2,4,0,2,18,0,7,0,4,0,0,1,33,7,7,5,18,7,6,0,10,9,7,24,24,0,1,7,4,9,0,6,3,0,13,4,3,0,17,4,4,9,4,2,0,4,0,41,1,1,3,1,7,10,23,8,2,34,2,9,47,19,2,7,0,1,0,0,0
4,2,4,6,1,0,5,1,13,0,14,1,2,0,0,2,0,0,5,5,3,1,6,0,4,17,2,6,8,1,2,9,5,1,5,10,1,1,5,6,4,0,4,0,7,0,8,8,4,0,4,5,2,1,6,3,1,3,2,6,1,7,0,4,0,10,10,10,1,2,0,0,2
6,7,3,14,2,17,5,1,3,12,2,6,6,0,3,1,5,0,1,3,4,1,7,11,5,4,8,7,4,25,18,7,9,4,4,7,39,32,6,2,44,9,9,5,11,3,5,7,0,4,0,1,11,8,2,5,6,11,9,12,4,8,8,2,4,0,7,6,18,3,10,7,14
14,4,5,5,8,2,1,1,9,1,34,1,4,0,1,4,15,10,6,16,10,2,6,2,1,14,6,31,1,6,2,13,1,1,10,5,5,4,4,3,2,0,18,2,15,0,23,3,41,5,1,0,3,5,5,1,8,4,21,7,1,19,4,9,4,6,3,11,9,7,1,0,1
12,12,0,5,2,6,22,2,4,7,6,1,2,0,0,3,4,9,4,0,7,6,6,0,0,12,14,44,16,6,10,5,20,3,0,16,3,5,12,1,2,6,2,30,4,0,4,9,1,2,11,3,0,2,11,1,8,24,20,14,0,1,0,1,3,4,4,15,3,3,3,1,1
0,8,3,0,0,19,0,0,1,10,0,5,0,0,1,0,0,1,0,0,0,0,0,11,1,0,3,1,0,8,4,0,3,6,0,0,4,6,1,1,7,7,1,0,0,1,0,1,1,1,8,5,2,0,5,17,0,2,0,1,2,0,4,1,0,1,6,1,6,1,16,3,13
3,2,11,5,1,3,5,2,3,5,1,1,5,0,0,3,4,8,2,5,7,1,2,0,9,11,6,3,24,5,3,1,7,13,1,14,22,1,1,4,5,3,2,8,2,0,15,0,3,6,2,5,11,5,0,0,2,15,27,4,1,2,1,7,13,6,3,9,1,3,5,1,1
0,4,6,8,0,34,1,1,1,8,2,15,5,0,1,2,0,6,0,1,4,0,0,3,0,0,14,1,4,20,4,0,3,13,2,2,6,14,0,2,7,8,1,0,0,0,0,1,1,3,5,1,1,17,0,0,0,1,0,7,6,8,6,3,0,5,9,1,10,10,42,33,18
8,0,15,13,2,1,4,3,34,6,5,1,7,0,0,5,12,3,8,11,5,6,3,0,22,1,0,10,10,3,2,14,2,3,6,11,2,1,10,0,4,0,3,8,3,0,10,9,7,1,6,8,8,0,2,0,0,5,1,8,1,15,1,8,9,7,2,0,5,3,0,0,0
15,8,6,23,2,14,0,0,10,4,11,0,2,0,0,6,3,24,6,4,2,1,6,1,1,29,3,19,3,1,9,3,6,3,1,34,14,0,18,4,3,1,0,18,1,1,1,8,10,3,11,4,24,2,15,1,5,0,18,9,0,0,1,1,7,0,2,6,1,0,1,0,1
27,4,9,14,8,0,1,2,6,0,9,0,5,0,0,1,6,42,16,5,13,6,15,1,17,13,1,29,35,1,4,6,5,28,5,27,12,0,16,2,1,0,4,48,9,0,23,11,23,2,9,21,20,0,27,0,1,18,0,12,1,2,1,13,12,8,0,19,2,3,0,0,0
0,0,6,28,3,12,19,5,2,1,1,2,11,0,1,12,19,3,5,11,2,3,13,0,4,5,12,21,10,4,3,9,4,2,8,2,5,2,10,8,11,4,5,0,9,1,3,9,8,6,12,7,14,1,4,7,8,9,12,0,2,12,7,9,11,9,8,4,3,6,5,2,1
3,2,3,2,0,1,0,0,1,7,1,6,2,0,0,2,2,1,2,0,0,0,0,2,0,1,5,7,1,6,1,0,2,1,0,0,4,3,8,2,5,4,0,1,0,0,1,1,2,1,4,1,0,2,1,6,1,0,1,2,0,0,0,1,2,1,8,1,5,0,8,6,2
2,0,8,5,7,1,12,11,0,3,0,3,8,0,0,0,43,6,34,2,15,1,1,0,11,0,1,54,1,6,1,15,0,4,0,6,4,0,1,1,6,2,1,4,6,0,1,2,34,7,8,19,1,0,2,8,15,0,2,12,0,0,0,15,34,0,3,0,0,2,0,1,1
1,15,0,7,1,6,0,1,2,4,0,2,2,37,6,0,0,1,0,2,1,3,2,5,1,2,8,1,1,5,0,0,5,0,0,5,8,16,1,1,9,1,1,0,3,5,1,2,2,0,8,4,0,4,1,6,1,1,1,7,0,0,0,2,0,3,2,3,1,2,6,2,3
0,3,13,2,8,5,4,9,1,7,5,6,15,0,0,1,4,3,1,22,3,12,14,1,6,9,11,25,0,1,2,2,2,2,3,3,4,2,2,6,4,0,17,0,7,1,13,6,9,4,2,9,1,1,7,3,8,1,13,9,1,15,2,0,3,9,8,12,1,3,3,2,3
15,2,15,5,3,3,12,5,18,0,1,0,0,0,1,3,24,2,18,7,12,4,7,0,8,12,0,31,2,0,2,4,1,3,3,14,6,1,5,1,3,1,14,11,2,0,4,3,47,0,4,4,3,0,13,0,9,7,12,11,2,34,0,3,0,0,1,11,3,3,1,0,1
0,19,11,12,1,8,1,4,16,8,1,5,5,0,10,3,2,8,4,1,2,1,10,0,7,13,8,23,1,6,6,9,13,1,2,46,16,3,8,3,17,8,7,10,6,0,1,11,19,10,0,6,4,1,6,5,7,0,8,9,1,0,3,9,0,0,50,1,4,11,1,0,8
2,5,6,6,0,25,2,2,3,9,6,12,5,0,0,11,3,2,5,2,4,5,1,2,2,5,13,5,6,7,6,2,4,4,8,6,8,4,3,6,20,4,2,1,12,3,3,6,2,10,7,3,4,6,3,9,2,2,0,8,8,3,2,8,1,50,0,9,2,4,19,14,20
5,6,5,3,0,2,0,5,9,2,11,1,3,0,1,6,5,21,8,6,2,14,5,1,10,20,6,16,5,11,3,5,17,3,2,31,1,1,7,7,0,0,7,21,2,7,1,2,7,10,6,11,15,1,9,1,0,6,19,4,1,0,3,12,11,1,9,0,8,1,4,0,1
0,4,10,19,0,11,0,0,1,7,0,7,2,0,0,4,2,0,0,2,1,2,0,4,1,1,3,0,1,5,2,0,2,5,0,8,11,6,4,6,15,4,0,5,0,0,0,6,0,1,18,9,3,6,1,10,5,1,2,3,5,0,1,1,3,4,2,8,0,5,5,3,5
0,0,0,6,0,7,9,0,0,4,6,7,0,0,1,1,0,5,0,2,0,3,12,5,2,4,12,8,0,5,11,0,1,4,0,0,5,4,1,0,5,4,3,1,1,2,1,0,1,2,3,7,3,1,3,10,3,0,3,6,0,2,2,3,3,11,4,1,5,0,9,8,0
0,11,3,6,2,43,0,0,0,8,0,20,3,0,2,0,2,3,0,2,0,1,2,15,2,2,7,0,2,5,9,2,5,9,1,4,13,8,1,2,5,10,1,0,5,6,2,2,0,0,10,1,3,16,5,42,0,1,0,5,8,0,6,3,1,1,19,4,5,9,0,38,21
0,4,0,1,0,15,1,0,0,14,0,8,2,0,0,0,0,2,0,0,0,0,0,1,3,6,7,2,1,18,7,0,0,6,0,0,5,4,0,1,8,5,0,0,0,0,1,1,0,0,7,0,1,3,1,33,0,0,0,2,6,1,2,2,0,0,14,0,3,8,38,0,37
0,0,0,1,0,13,5,0,1,18,0,16,4,0,4,0,1,3,3,0,1,1,3,3,4,0,7,0,0,21,11,1,4,9,10,3,8,2,6,2,13,7,3,0,3,0,0,0,0,2,14,1,1,13,1,18,0,1,0,1,2,1,3,3,1,8,20,1,5,0,21,37,0
