Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
2,12,9,14,6,1,3,1,15,6,4,0,11,12,11,13,7,5,27,4,4,13,4,1,7,28,23,3,4,8,0,0,1,10,4,6,14,6,8,0,12,5,20,11,2,0,3,0,6,9,12,7,0,0,0,20,18,2,6,10,1,6,2,8,11,7,10,2,3,3,4,8,0,1,1,3,11,6,7,1,6,0,11,8,2,0,8,3,2
20,6,6,3,70,6,5,42,10,3,20,16,4,4,8,5,15,13,19,5,4,7,9,22,9,5,3,4,11,9,0,1,10,3,12,17,6,58,39,12,0,23,75,5,20,0,2,0,18,17,27,4,9,16,19,20,3,20,15,10,7,7,19,30,4,16,3,2,22,23,2,19,0,3,2,3,14,18,7,8,9,22,6,49,103,10,55,121,9
64,0,3,1,6,14,2,15,2,1,5,8,2,7,1,8,6,6,2,3,63,0,2,20,2,2,1,4,6,4,0,3,0,1,3,3,0,0,7,5,23,0,21,0,13,4,3,0,4,2,26,0,13,32,28,42,7,16,25,4,20,0,17,9,3,2,0,9,17,29,3,18,0,0,0,0,0,5,6,3,4,8,2,25,6,1,25,0,1
3,2,0,2,167,0,5,31,5,0,34,26,4,3,4,1,5,15,10,6,1,4,8,4,0,1,1,8,13,16,0,0,2,9,0,3,0,9,3,20,75,21,0,2,7,0,0,0,11,5,10,0,13,0,7,19,1,6,7,2,2,0,10,0,2,8,0,1,2,0,0,16,0,1,1,0,20,10,6,13,5,11,6,16,19,0,75,2,3
1,8,4,32,16,0,8,1,21,6,0,3,2,16,3,1,6,4,8,5,9,2,6,4,10,3,6,6,2,15,0,0,9,29,13,8,2,5,10,11,5,0,2,0,1,0,3,0,3,8,4,0,3,0,2,17,3,3,19,15,0,14,0,11,7,6,13,0,4,1,4,7,0,6,2,27,7,4,4,1,12,1,8,3,4,14,4,12,44
3,0,0,0,49,4,1,27,3,0,7,8,0,1,0,1,1,5,8,0,2,2,1,7,0,0,0,2,12,14,0,0,0,2,0,0,0,9,1,2,20,13,7,1,0,0,0,0,11,0,10,0,45,0,7,5,0,8,3,0,2,7,11,0,0,3,0,0,0,18,0,5,0,0,1,0,2,1,4,23,1,3,0,3,14,0,33,0,0
2,0,0,0,0,5,0,1,0,1,1,32,0,2,2,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,5,0,1,2,0,2,7,1,1,0,2,0,3,0,0,5,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,6,0,0
2,6,4,9,0,0,0,10,0,0,0,0,1,0,0,0,4,6,0,4,2,1,0,8,4,1,1,0,0,0,0,22,0,7,9,0,11,2,1,3,2,3,0,3,0,0,0,0,0,0,5,9,0,1,0,13,1,0,0,0,3,0,1,22,0,0,5,1,5,4,2,1,0,9,0,0,8,0,0,0,0,1,0,0,0,8,5,0,0
0,0,0,0,0,1,0,25,0,0,17,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
4,1,3,2,32,0,5,21,4,1,10,2,1,3,4,10,5,6,10,0,2,8,7,2,2,0,2,4,4,14,0,1,6,4,0,0,0,5,7,6,18,4,11,3,11,0,0,0,0,8,8,2,9,0,15,3,6,2,14,0,0,3,2,0,2,3,1,0,3,7,1,12,0,0,9,0,5,1,4,4,16,7,5,11,14,2,22,3,3
1,2,1,4,4,0,9,5,11,12,0,5,0,5,2,3,8,12,1,5,2,2,3,8,6,14,21,1,1,3,0,1,5,9,2,4,0,6,18,9,17,2,5,8,0,1,0,0,8,0,4,3,3,1,7,9,0,7,9,11,0,8,3,1,19,2,4,5,2,3,2,13,0,5,15,8,18,1,3,1,7,4,8,2,1,9,10,9,7
30,3,9,4,10,9,7,11,6,9,8,2,22,7,4,10,9,13,10,17,8,6,11,12,13,1,4,9,10,18,0,5,4,11,0,7,0,20,18,12,27,26,10,4,10,2,5,0,8,4,0,0,9,18,7,35,13,8,13,5,10,2,21,2,11,13,1,11,25,9,7,14,0,1,7,1,2,23,5,2,7,16,5,12,10,3,15,5,15
4,2,2,1,2,0,3,0,2,4,0,1,5,40,0,1,3,0,0,0,2,0,0,1,1,5,24,1,0,3,0,11,0,2,30,1,55,1,1,7,4,0,0,0,0,0,9,0,2,3,0,0,0,0,0,0,4,0,0,1,0,3,0,28,0,0,13,0,0,0,2,8,0,25,0,4,3,0,0,0,1,0,13,1,0,9,3,0,2
4,0,5,0,32,8,0,16,3,0,20,6,16,2,5,3,7,6,6,5,2,6,4,8,5,1,0,0,2,7,0,0,0,4,0,0,0,6,0,0,9,13,13,3,45,2,0,0,9,3,9,0,0,0,7,8,8,3,3,3,35,1,12,0,0,6,1,3,3,19,0,10,0,0,7,0,2,13,10,11,16,10,1,14,14,0,14,0,4
23,0,3,0,1,5,1,2,2,1,9,7,0,0,0,0,2,2,2,4,37,1,0,4,2,1,0,0,0,4,34,7,0,1,1,3,0,2,8,0,16,32,0,0,0,7,1,3,0,1,18,0,0,0,0,14,0,6,2,0,8,1,6,0,1,2,0,5,10,17,4,4,4,0,0,1,0,3,1,0,0,24,0,4,1,3,12,1,2
4,1,1,1,159,0,6,29,8,1,8,15,0,0,0,10,16,10,16,15,9,6,4,15,14,0,9,1,14,19,0,0,0,12,1,8,1,17,23,0,19,28,7,2,7,1,0,0,15,7,7,0,7,0,0,0,1,16,6,2,11,4,5,0,4,13,0,0,12,0,0,15,0,0,2,0,0,4,1,10,6,6,3,2,13,2,33,1,4
12,2,14,3,17,8,5,16,7,10,8,12,15,11,12,11,14,11,5,3,11,7,8,22,19,2,3,12,1,16,0,2,8,3,3,11,5,7,20,20,20,42,19,17,5,1,13,0,3,9,35,0,8,14,0,0,12,18,20,6,8,6,5,20,2,14,12,2,23,29,8,15,0,2,6,1,4,9,6,6,14,9,2,18,5,12,14,13,3
3,2,22,6,1,4,0,3,8,0,1,3,4,5,8,23,3,0,7,0,2,7,1,2,3,7,5,12,2,9,0,1,1,0,3,4,2,2,3,18,3,7,1,3,0,0,1,0,6,0,13,4,8,0,1,12,0,1,7,18,1,16,1,11,11,8,0,0,0,1,2,5,0,1,2,1,0,0,5,3,16,2,17,3,1,5,7,0,9
11,0,5,1,15,1,0,14,10,2,8,14,0,3,3,0,8,5,4,3,19,1,16,10,0,0,1,6,14,4,0,0,1,4,1,7,1,12,3,2,20,16,6,3,8,2,0,0,2,7,8,0,3,6,16,18,1,0,13,3,2,0,8,0,3,7,2,0,36,14,4,6,0,0,0,2,3,5,0,3,3,12,1,15,10,1,22,4,0
27,4,9,6,31,2,7,22,10,9,6,4,4,4,13,3,8,2,20,0,31,19,9,8,2,4,4,1,7,13,0,4,0,10,1,4,12,12,10,6,15,25,7,19,3,0,0,0,14,9,13,0,3,2,6,20,7,13,0,9,8,5,6,3,13,5,4,2,3,10,5,9,0,0,8,11,3,16,9,4,10,6,6,21,10,4,29,11,3
0,4,2,13,6,0,16,6,7,8,0,3,5,4,3,9,4,2,7,0,1,3,2,5,4,1,1,2,2,7,0,3,2,0,0,3,3,3,5,10,10,4,2,15,0,3,0,0,0,11,5,1,3,0,2,6,18,3,9,0,0,4,3,3,0,1,10,0,0,6,0,6,0,0,14,1,12,0,4,2,6,2,9,3,4,16,5,11,18
20,0,0,0,33,2,0,15,2,0,4,4,4,1,6,6,2,2,7,6,5,3,1,5,2,0,0,2,0,11,0,0,0,1,0,6,0,1,3,1,7,20,2,0,2,0,3,0,0,0,10,0,35,8,11,8,1,2,8,0,0,2,1,0,2,2,0,6,0,4,4,4,0,1,1,0,0,0,2,1,11,10,4,3,6,0,29,0,5
3,6,8,31,7,0,11,5,1,4,0,2,1,34,5,1,18,2,6,0,0,26,1,5,4,1,16,17,5,17,0,7,10,11,11,4,26,3,19,6,7,0,0,14,7,0,0,0,3,8,2,3,1,1,4,6,16,0,5,4,2,0,0,6,7,2,7,0,0,3,15,6,0,0,13,5,7,4,3,3,11,0,6,0,0,8,9,2,14
9,1,0,0,8,12,0,9,0,2,19,13,0,4,2,1,2,4,3,4,18,2,2,2,0,2,0,3,0,5,0,0,0,0,1,5,1,15,1,2,19,17,10,0,11,5,1,2,2,3,21,0,12,6,5,5,1,8,6,3,1,0,0,1,0,2,0,6,25,5,0,4,4,0,2,0,3,2,0,2,4,38,0,6,6,0,36,1,0
2,10,5,15,1,0,0,4,1,1,0,1,0,3,1,3,8,7,2,0,2,2,2,12,3,3,12,4,0,6,0,25,1,3,24,1,93,0,4,8,30,9,0,11,0,0,22,0,0,1,2,28,0,0,0,20,11,0,3,3,0,6,1,0,1,0,9,0,4,7,7,3,0,23,5,4,5,0,1,0,1,0,1,2,1,6,1,0,5
1,0,5,6,9,0,1,1,7,3,0,2,4,3,5,8,6,2,8,2,0,8,0,3,1,10,10,2,1,9,0,0,0,13,4,4,4,1,10,11,4,3,2,7,0,0,0,0,2,19,11,0,0,1,4,2,11,3,13,0,2,7,0,1,0,4,1,3,6,0,2,4,0,4,2,4,3,8,10,1,5,6,6,2,7,3,1,6,6
7,0,2,12,11,6,7,8,6,4,2,4,15,4,14,0,13,1,11,1,7,2,13,10,9,1,10,12,4,20,0,2,8,2,1,5,1,13,4,7,16,2,8,6,3,0,0,0,3,2,13,0,6,2,13,14,8,7,5,1,2,2,2,0,4,0,0,1,3,14,0,13,0,0,3,0,11,6,3,3,10,10,0,16,7,7,9,7,3
1,7,6,29,1,2,5,0,5,6,0,2,0,8,0,6,0,5,2,0,3,6,2,7,1,14,3,6,1,11,0,42,21,2,30,5,43,3,4,10,3,0,0,13,0,0,5,0,1,4,1,13,1,0,0,12,0,2,4,10,0,7,0,9,1,0,0,1,0,1,12,3,0,8,0,24,5,1,1,1,4,1,5,1,1,12,5,4,5
9,0,0,2,2,5,0,16,1,1,0,10,3,0,2,0,2,1,0,6,31,1,0,2,0,0,2,2,0,2,5,2,3,2,0,0,0,10,3,2,2,9,1,0,0,11,1,0,0,5,11,0,3,5,0,2,0,0,2,0,6,0,6,0,3,1,1,0,10,2,1,3,1,0,1,0,0,12,0,3,0,24,0,1,2,1,12,1,0
15,1,1,2,7,10,1,28,6,2,0,1,2,1,3,1,7,0,1,5,10,4,4,20,1,2,0,3,5,1,0,0,2,4,0,13,2,3,5,3,22,17,2,4,0,1,5,3,3,2,25,0,3,10,12,23,0,36,3,0,0,0,25,4,6,3,0,10,0,3,0,3,0,0,0,0,2,7,2,1,1,21,0,4,15,7,15,0,1
37,2,2,0,14,4,0,6,7,11,7,8,1,2,2,6,7,8,2,7,26,0,5,12,10,0,4,0,3,9,7,1,5,5,0,2,1,14,22,3,23,29,0,1,18,0,4,1,7,3,9,0,19,17,0,29,1,14,10,6,4,3,5,7,0,14,1,2,3,0,1,21,1,0,5,0,1,5,3,3,4,18,0,12,8,3,23,5,3
3,0,5,15,1,2,0,2,1,1,0,0,0,6,0,7,1,4,4,0,0,12,0,3,4,6,7,8,1,4,0,14,5,1,2,0,3,0,16,4,2,3,0,4,0,0,2,0,1,2,7,2,0,4,0,8,2,4,5,0,4,15,0,7,2,0,12,1,0,1,0,3,0,6,2,0,0,0,0,0,1,0,0,5,3,1,13,1,2
21,1,4,2,24,4,16,12,6,12,6,15,3,2,5,7,6,18,10,3,4,2,10,20,4,8,3,5,15,11,0,1,3,5,4,6,7,40,26,8,19,18,16,7,5,0,1,0,12,13,14,8,10,4,15,15,5,6,9,6,4,6,4,3,4,13,3,3,3,21,3,0,0,5,14,6,5,6,8,3,2,9,3,7,7,1,20,14,15
0,0,0,0,0,5,0,5,0,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
