Ant57,Ant260,Ant52,Ant397,Ant540,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant237,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant29,Ant35,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant82,Ant91,Ant96,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant139,Ant140,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant186,Ant190,Ant195,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant219,Ant229,Ant232,Ant242,Ant250,Ant255,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant326,Ant331,Ant332,Ant334,Ant342,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant476,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant552,Ant560,Ant564,Ant576,Ant592,Ant593,Ant599,Ant600,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
20,3,11,7,3,6,6,2,0,11,5,2,0,8,0,2,0,8,12,9,14,22,21,5,4,12,6,0,43,6,1,3,4,9,38,0,0,12,0,3,1,8,0,1,10,0,6,1,17,1,0,6,0,0,1,11,12,0,3,2,2,15,4,5,1,36,3,1,15,7,23,0,2,0,4,3,3,20,1,2,18,12,22,15,0,0,5,96,1,0,35,0,25,2,4,4,12,4,0,2,15,2,0,14,14,13,2,31,8,0,0,7,2,3,10,26,1,5,1,0,13,8,0,0,2,5,0,0,0,42,0,0,3,8,45,0,0,3,3,1,0,0,0,8,2,10,0,3,3,12,3,2,5,1,5,0,2,4,0,11,6,0,0,22
0,19,0,3,3,0,0,11,2,0,3,4,0,0,7,6,9,0,0,0,0,0,0,25,10,0,5,18,0,0,0,7,2,0,9,0,0,0,0,0,2,0,20,2,1,18,0,8,0,0,2,11,18,24,9,0,0,4,0,7,10,0,0,0,2,0,5,0,0,10,0,5,1,4,0,9,0,0,0,4,3,4,0,0,3,9,0,0,9,12,0,3,0,8,0,20,0,7,4,5,7,1,7,1,3,0,1,0,0,0,0,0,1,0,0,3,2,0,6,8,16,0,1,3,19,1,3,1,9,0,17,0,5,0,0,4,15,0,0,6,0,11,6,0,2,0,16,6,4,0,5,4,2,7,3,8,3,5,25,1,0,9,7,0
0,0,11,0,10,20,27,2,0,3,0,0,1,11,1,0,0,13,4,2,7,0,0,12,0,16,6,0,6,3,6,5,9,4,5,12,0,0,1,1,1,21,0,0,11,0,0,4,0,1,0,0,0,1,7,3,25,3,24,1,0,0,4,37,5,18,5,4,6,3,0,5,1,0,34,1,4,13,8,0,0,9,29,1,0,0,28,0,8,1,2,3,29,4,11,1,19,0,0,1,0,3,0,3,0,0,1,19,5,0,0,17,37,1,3,1,3,0,0,2,5,24,5,0,0,1,0,0,4,0,0,0,19,8,2,0,0,0,0,1,1,0,0,0,22,25,0,2,8,0,4,0,2,5,1,4,0,4,9,13,1,0,2,9
0,1,0,25,10,1,5,14,0,0,5,0,43,0,0,5,3,0,0,0,1,0,7,12,10,0,9,0,0,6,0,0,9,0,1,0,0,1,0,0,22,0,0,0,0,4,20,4,5,13,0,29,6,7,11,0,0,3,0,9,5,0,2,2,8,1,3,7,0,14,0,9,10,8,0,13,0,3,1,13,10,6,0,8,0,0,3,0,3,0,0,7,1,12,0,6,6,11,0,0,20,0,0,1,4,0,0,1,0,1,1,1,0,0,3,10,9,0,14,0,1,6,0,0,5,3,15,0,1,0,7,0,1,0,0,14,0,1,6,0,2,7,0,0,1,0,1,2,6,0,6,14,4,9,21,4,3,4,5,6,0,0,0,0
6,0,9,0,2,25,7,0,0,4,0,11,0,0,0,0,0,4,4,23,12,12,0,0,0,3,5,0,5,1,0,2,0,1,0,3,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,4,8,19,20,6,17,7,0,4,3,0,0,43,0,9,4,11,0,10,11,18,0,0,0,3,3,2,0,16,0,24,0,4,0,0,0,0,0,0,0,0,5,0,1,1,7,7,0,0,16,27,0,2,0,0,2,0,9,0,11,0,0,0,0,0,0,0,6,0,0,8,0,5,3,0,0,0,9,8,0,0,0,68,11,1,0,0,1,5,0,0,0,0,0,0,0,0,0,12,0,0,1
0,2,0,15,6,1,5,4,4,0,8,0,5,1,9,3,4,0,11,1,0,0,6,8,12,0,18,0,0,8,2,12,20,0,4,1,2,1,22,0,0,0,0,1,0,2,20,13,5,8,4,30,12,10,5,0,0,11,0,2,5,5,1,0,11,0,4,14,0,25,0,10,5,6,0,10,0,0,1,12,5,25,0,3,1,5,6,0,4,3,0,8,0,12,0,22,1,10,23,6,19,3,5,7,6,0,0,0,0,3,3,6,19,1,2,9,14,0,15,3,12,6,1,0,3,11,8,0,3,1,19,0,7,1,3,10,2,3,6,2,8,0,0,0,6,0,4,9,20,1,0,0,2,12,14,2,11,4,7,8,0,3,28,0
3,0,6,0,0,0,1,0,0,10,0,4,0,0,0,0,0,1,0,24,4,5,0,0,0,1,0,0,3,0,0,0,0,3,0,8,0,21,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,8,0,5,0,0,0,11,0,0,0,0,0,1,1,2,0,0,0,0,9,6,0,6,0,4,0,0,0,14,0,0,0,0,0,0,13,0,0,0,15,2,0,0,9,10,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,9,9,0,0,0,2,2,0,0,2,0,4,0,0,0,4,57,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0
0,32,0,1,0,0,0,0,22,0,0,0,0,0,28,0,21,0,0,0,0,0,0,2,1,0,0,165,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,66,0,12,0,0,37,0,15,17,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,52,11,0,0,0,16,0,0,0,0,0,139,0,0,1,0,6,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,42,0,0,0,0,0,0,0,0,12,0,0,0,0,0,46,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0
4,4,3,1,3,1,13,2,3,0,0,6,0,1,1,0,2,0,3,2,1,0,4,4,0,10,7,0,0,6,1,8,3,4,2,1,2,0,0,0,1,0,0,0,2,0,0,0,17,13,4,0,0,4,0,0,0,1,0,0,1,5,8,7,9,11,9,11,3,11,1,2,18,0,0,2,0,0,24,2,0,8,0,4,0,1,16,15,18,0,1,0,8,3,3,7,3,0,1,6,2,5,9,5,0,2,2,12,5,0,0,2,3,0,6,5,3,6,11,3,2,14,1,0,5,0,1,0,21,1,0,0,10,6,0,0,8,3,45,1,36,1,0,0,11,0,11,4,5,0,7,4,2,14,1,2,5,11,5,14,2,0,15,0
6,0,12,0,0,17,9,0,0,1,0,2,0,5,0,0,0,2,12,18,6,13,5,1,2,6,0,0,31,8,16,2,0,41,9,10,1,11,0,17,0,3,0,2,0,0,0,0,4,3,0,2,0,0,6,37,21,1,8,3,0,6,8,15,1,24,0,8,35,2,5,3,0,0,20,5,2,16,16,0,5,12,9,0,0,0,16,7,11,0,21,0,31,0,22,0,7,0,7,0,1,5,0,1,2,2,2,13,16,0,0,9,6,1,2,7,4,18,2,3,0,6,0,0,0,2,1,0,0,13,0,0,3,11,13,3,0,2,1,12,6,0,0,16,20,9,0,0,0,2,3,0,0,3,2,0,4,0,0,3,16,0,0,7
0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,49,0,0,0,0,0,0,0,0,18,0,4,0,2,0,66,0,0,0,0,13,0,0,14,1,2,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,2,0,0,1,0,0,0,0,0,17,6,2,0,4,0,0,2,0,7,0,21,0,0,0,0,5,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,0
0,7,1,16,1,9,1,8,0,0,12,3,2,3,1,3,3,0,6,0,2,0,0,6,3,0,13,0,0,16,0,0,5,0,12,6,0,0,20,0,20,0,0,0,0,0,0,2,8,15,1,18,4,2,0,0,4,0,0,12,17,10,0,0,0,6,4,5,0,1,4,6,8,4,0,12,0,0,0,9,10,3,1,21,0,4,4,0,0,2,0,8,0,11,0,1,0,12,0,7,6,5,3,2,9,1,3,2,0,10,8,1,2,0,5,4,5,0,6,0,6,9,0,2,1,8,20,0,0,3,2,0,0,0,7,12,5,0,10,3,0,3,0,0,0,8,1,4,6,0,1,10,3,1,10,0,9,3,4,3,0,2,0,0
0,15,0,5,1,0,14,7,2,0,7,0,1,0,7,2,20,0,0,0,0,0,1,33,5,0,0,25,0,2,3,9,0,0,0,1,8,4,4,0,13,0,12,0,0,13,2,0,0,18,7,5,8,20,16,0,0,3,0,0,14,5,0,1,8,0,2,0,1,18,0,14,23,23,0,6,0,0,2,2,1,0,0,1,11,20,0,0,4,5,0,10,0,8,0,17,0,1,4,1,2,2,7,1,0,0,3,0,0,0,4,0,0,0,0,0,3,0,4,16,2,1,0,7,15,7,0,1,21,0,19,0,2,0,0,8,17,0,3,0,5,7,1,0,2,0,6,7,20,0,2,0,0,14,1,23,0,1,15,0,0,4,9,0
3,1,0,1,3,37,0,1,0,38,5,5,0,14,0,0,0,16,18,35,27,17,12,1,0,6,0,0,15,18,6,0,5,0,10,17,0,0,5,0,5,22,0,17,4,0,8,0,0,6,0,0,0,0,5,10,11,0,0,3,3,31,7,0,0,20,1,7,5,0,16,0,0,0,3,5,0,18,26,0,15,19,12,9,0,0,5,0,5,0,9,0,8,0,1,0,9,0,0,4,1,0,0,10,3,20,5,7,9,0,0,20,1,9,6,8,2,21,3,0,2,12,0,0,0,1,7,0,0,33,1,0,1,0,30,6,0,14,0,4,0,0,0,5,1,23,0,2,0,2,0,1,9,0,0,0,7,4,0,22,0,0,1,23
0,22,7,21,8,3,13,19,0,0,21,7,2,0,1,7,5,0,7,0,4,0,8,35,4,2,21,0,0,24,0,3,7,0,18,1,0,1,13,0,8,0,0,13,3,0,15,18,6,0,3,12,10,20,16,0,0,4,0,7,14,4,9,0,5,7,27,6,3,8,0,20,10,14,0,24,0,2,2,14,7,7,0,2,0,6,13,0,10,8,6,7,0,8,7,8,5,11,1,25,20,1,13,0,14,0,2,2,1,16,3,2,2,2,3,2,9,0,8,0,14,9,2,3,4,20,20,0,10,0,2,0,0,0,1,32,3,1,4,0,3,15,0,0,0,1,4,15,14,2,5,10,0,7,16,4,10,12,4,1,0,2,6,24
0,37,0,0,4,0,2,25,17,0,1,0,0,0,25,1,32,0,0,0,0,0,0,12,3,0,0,93,0,0,0,20,4,0,0,0,2,0,0,0,4,0,37,4,0,14,1,7,0,3,0,1,39,4,6,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,16,14,3,0,0,2,0,0,3,0,0,0,0,38,8,1,0,0,24,0,5,0,7,0,75,0,5,10,8,11,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,4,0,0,0,26,13,0,1,13,18,0,23,0,0,0,0,3,16,0,2,0,3,8,11,0,0,0,12,0,1,1,0,2,0,6,5,9,1,1,12,0,0,19,2,0
0,20,0,3,0,2,8,46,2,0,6,1,16,0,2,20,3,0,7,0,0,0,5,39,31,0,9,0,0,4,0,8,7,0,0,6,11,0,29,0,30,0,0,0,2,1,18,5,0,12,1,0,17,7,4,0,0,12,0,16,16,0,5,2,0,0,4,0,2,11,0,24,18,34,0,3,0,0,1,32,0,24,0,1,4,7,0,0,0,4,0,34,0,23,0,81,0,17,0,8,6,1,8,0,1,0,0,0,1,17,14,0,2,1,2,0,13,0,22,2,11,5,3,3,15,25,14,0,1,0,10,0,1,0,0,20,3,0,31,2,0,4,0,0,0,6,33,13,24,2,0,10,0,16,17,8,21,5,8,1,0,9,13,2
0,27,0,21,41,0,4,11,17,0,3,0,6,0,18,1,20,0,1,0,0,0,0,22,16,0,1,22,0,2,0,7,3,0,0,0,18,0,6,0,12,0,15,0,0,2,4,8,0,10,39,17,0,26,17,0,0,29,0,0,7,0,0,0,6,0,0,11,0,9,0,25,18,29,0,0,0,0,0,12,0,1,0,3,15,31,0,0,5,12,2,9,0,21,0,43,0,3,20,21,17,0,24,0,1,1,0,0,0,2,18,0,0,0,0,1,6,0,6,8,2,0,0,10,11,13,1,3,15,0,66,0,0,0,0,3,14,0,0,0,6,17,4,0,0,0,18,13,9,0,1,5,0,7,3,18,3,7,46,0,0,14,8,0
0,22,1,3,17,0,13,9,24,0,1,2,6,0,22,6,18,0,1,1,0,0,0,30,25,1,1,47,0,2,4,16,6,4,4,0,24,1,7,0,10,0,17,4,0,21,2,20,0,20,4,7,26,0,23,0,4,33,0,1,3,3,0,4,11,0,7,4,0,15,0,22,9,34,0,9,0,0,0,4,5,5,0,2,16,26,0,0,12,3,0,14,6,31,0,32,0,7,8,9,12,5,14,0,4,0,5,1,1,2,21,2,1,0,3,5,20,0,19,0,7,2,3,2,19,7,4,4,4,2,18,0,14,4,0,16,7,0,2,0,10,14,7,0,9,0,26,19,12,3,0,3,0,21,7,19,9,20,22,1,0,21,12,0
0,9,0,16,9,7,13,13,5,0,14,0,9,1,18,6,13,0,4,0,0,0,2,41,20,0,4,12,0,6,0,7,1,0,2,1,9,7,11,0,5,0,4,0,6,17,0,16,5,16,6,4,17,23,0,0,0,2,0,2,0,2,2,4,5,0,1,5,3,0,0,8,30,29,1,0,0,2,0,8,10,1,2,1,5,29,0,0,6,15,1,0,0,18,0,41,0,2,15,18,13,5,3,1,6,0,5,8,4,9,14,1,5,1,2,2,10,0,4,8,13,9,0,6,24,2,4,9,10,0,12,0,1,0,0,5,19,3,3,0,13,11,0,0,13,0,5,15,23,3,1,3,8,22,2,24,14,0,26,4,0,4,14,1
10,0,17,0,0,12,0,0,0,38,0,0,0,7,0,0,0,44,13,146,26,45,5,0,0,9,0,0,26,11,6,1,0,6,12,11,0,3,0,17,0,0,0,0,37,0,0,0,10,0,0,0,0,0,0,0,15,0,19,0,0,12,3,2,2,9,6,6,27,0,13,0,0,0,18,1,20,8,25,0,0,5,49,0,0,0,0,14,0,0,21,0,54,0,6,0,11,0,0,0,1,1,0,11,1,10,0,12,5,0,0,10,1,1,1,4,0,15,0,0,0,18,0,0,0,0,3,0,0,9,2,0,4,5,2,3,0,14,0,7,0,0,0,6,7,1,0,0,0,34,0,0,0,0,0,0,1,2,0,6,17,0,0,12
3,0,9,2,0,9,18,0,0,7,0,4,0,9,1,0,1,16,7,5,2,23,5,0,0,7,4,0,17,7,4,0,8,22,6,12,0,25,0,5,0,1,0,0,21,0,4,0,11,0,0,0,0,4,0,15,0,1,25,0,0,2,5,12,0,28,5,2,11,1,25,1,2,0,8,0,5,12,14,0,4,9,13,1,0,0,2,7,7,0,29,0,15,0,5,0,11,1,0,3,0,3,0,9,3,3,17,7,9,0,0,19,16,0,6,19,0,22,0,4,4,5,0,0,0,0,0,0,1,39,0,0,11,11,2,4,0,0,0,12,3,1,0,5,43,9,4,0,2,3,5,0,0,3,0,0,0,6,0,8,24,0,0,9
0,13,0,2,0,0,2,15,18,0,1,0,0,0,13,4,2,0,1,0,0,0,0,12,21,4,1,0,0,14,2,0,10,0,0,0,4,3,3,0,11,0,4,1,1,0,0,3,0,4,8,12,29,33,2,0,1,0,1,1,1,4,0,2,24,0,2,8,2,7,0,14,21,0,0,2,0,0,2,9,2,2,1,0,7,0,0,0,0,4,0,3,0,4,0,22,2,5,0,3,8,0,4,0,2,0,0,1,0,1,2,1,0,0,3,0,1,0,7,7,0,3,0,3,13,4,2,2,2,0,15,0,1,3,0,3,5,0,8,0,1,7,0,0,1,4,24,7,6,0,0,0,2,3,3,29,5,14,7,2,0,14,11,0
10,0,13,0,0,6,0,0,0,13,0,0,0,9,0,0,0,3,0,9,23,16,4,0,0,6,18,0,9,1,1,0,0,1,0,3,0,24,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,19,25,1,0,0,0,16,0,0,0,10,9,6,9,0,0,0,0,0,3,4,0,13,9,0,1,2,14,0,0,0,0,19,0,0,6,0,4,0,0,0,14,0,0,0,0,0,0,7,0,4,4,26,7,0,0,18,3,5,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,6,0,0,0,4,1,0,0,0,0,0,3,0,0,31,5,7,0,0,0,0,0,0,3,0,0,0,0,2,0,0,43,0,0,40
1,1,2,2,0,7,0,7,0,0,2,6,23,5,0,2,0,0,3,3,0,0,8,4,14,11,3,0,0,3,1,4,4,0,0,2,7,1,9,0,2,0,0,0,3,0,12,0,3,7,0,16,0,1,2,0,0,1,0,0,4,0,0,1,0,3,9,0,9,5,0,4,3,1,1,29,0,0,1,11,8,4,2,10,0,0,8,1,11,2,4,17,3,3,0,19,0,0,1,2,4,6,0,0,6,0,6,0,1,0,0,2,9,1,2,3,20,1,22,0,16,5,1,0,1,11,4,0,0,1,2,0,0,0,2,8,0,0,0,0,2,3,0,0,7,0,0,11,11,0,0,5,8,3,7,2,6,21,0,2,2,3,0,0
0,6,0,25,10,0,6,8,16,0,1,0,3,0,0,7,0,0,4,0,0,0,4,36,21,0,10,0,0,12,0,11,10,0,1,2,10,0,5,0,5,0,0,1,0,0,17,14,3,14,0,16,7,3,0,0,0,1,0,4,0,1,9,2,0,0,6,2,0,3,0,11,12,26,0,5,0,0,0,4,5,9,0,7,0,34,4,0,3,0,0,7,0,1,0,18,0,5,0,8,16,5,8,0,7,0,1,0,0,5,25,1,0,0,0,8,11,0,14,3,9,0,0,0,4,9,8,0,4,0,14,0,0,0,0,11,13,0,2,5,0,2,0,0,0,0,4,10,11,0,0,18,0,28,15,13,6,7,15,3,0,1,0,0
14,0,6,2,2,10,4,0,0,11,0,4,1,0,0,0,2,7,1,13,16,2,9,0,0,0,15,0,10,9,3,2,16,6,19,15,0,0,0,0,5,0,0,5,6,0,10,5,31,4,0,0,0,3,2,12,2,4,16,0,1,0,1,0,0,19,10,10,15,2,15,0,0,1,0,5,3,12,17,0,15,8,0,4,0,4,0,11,1,0,28,1,10,0,18,0,11,4,2,1,4,3,1,21,15,20,10,6,0,0,1,4,4,26,5,13,11,9,4,1,7,13,0,0,0,5,17,0,1,36,4,0,3,0,8,4,0,10,0,11,5,0,0,12,2,13,0,0,3,0,0,3,4,0,1,0,5,0,1,15,9,0,5,16
1,2,0,5,0,7,4,5,0,3,2,9,0,4,3,2,0,0,12,12,0,0,9,0,1,1,1,0,7,17,9,0,3,0,17,4,0,4,2,4,1,0,0,8,8,0,0,0,7,9,0,5,0,0,2,3,5,0,0,0,9,1,0,18,4,6,5,7,8,6,0,0,2,0,0,10,0,21,11,4,23,34,5,7,0,1,1,4,11,0,1,0,16,1,3,1,16,3,0,14,1,1,0,21,0,4,17,1,6,0,2,4,11,1,18,1,1,1,2,4,9,8,0,0,1,0,5,0,8,4,0,0,12,17,6,1,0,3,0,1,19,2,0,3,12,2,1,1,0,1,8,2,4,6,5,0,14,4,5,21,2,1,2,10
0,2,3,0,13,32,22,10,0,1,0,17,0,12,0,1,0,2,7,1,12,0,0,6,0,24,25,0,3,0,6,0,6,8,6,5,0,37,2,8,0,2,0,7,15,0,0,1,0,0,4,2,0,4,4,2,12,2,0,1,2,0,18,0,27,7,8,41,24,4,0,3,9,0,4,0,2,18,10,0,2,28,17,1,0,7,17,1,24,0,12,4,10,0,8,6,6,0,5,15,0,32,0,0,0,0,12,12,0,10,0,39,23,0,2,0,4,0,1,18,6,36,0,0,0,8,0,0,14,3,0,0,42,21,12,0,1,15,3,0,24,2,0,3,66,7,8,5,4,0,30,0,0,12,3,0,23,3,12,1,13,0,2,11
0,7,0,3,20,4,16,6,3,2,0,18,0,4,21,0,5,12,5,0,3,0,0,11,4,1,7,0,0,0,0,8,11,0,18,1,2,5,8,19,11,0,0,9,1,0,0,8,0,5,0,0,6,11,5,2,0,24,0,0,0,0,4,27,0,3,1,27,0,18,5,5,9,0,13,3,6,0,12,0,4,17,0,0,0,5,8,2,6,3,0,0,3,0,1,8,2,0,33,6,2,0,3,0,0,0,7,16,1,1,4,6,10,0,24,0,0,0,1,20,5,7,1,0,3,0,0,0,7,0,2,0,12,3,0,9,7,3,17,9,17,9,0,0,9,0,16,3,0,0,24,1,0,6,1,4,8,9,9,2,0,6,16,7
26,0,27,0,5,34,2,0,0,18,0,35,5,5,0,0,0,14,15,50,12,7,8,0,1,11,6,0,6,14,7,3,11,17,17,36,0,18,1,20,0,1,0,11,24,0,6,0,20,7,0,0,0,0,0,9,28,0,10,3,0,19,6,7,3,0,24,7,21,0,11,3,3,0,23,4,9,23,14,0,4,10,5,0,0,0,34,14,0,0,20,0,17,0,22,6,45,1,0,5,0,1,0,9,8,6,1,20,5,0,0,18,19,12,3,7,6,17,1,1,1,24,0,0,0,0,0,0,8,37,0,0,18,9,6,10,0,8,0,14,0,0,0,0,18,9,2,0,0,2,19,0,2,1,0,0,0,1,0,9,15,0,0,16
0,2,4,5,7,24,7,1,4,0,3,22,3,1,0,2,2,1,2,1,13,0,7,14,3,4,26,0,1,7,3,10,27,0,13,3,5,5,3,6,4,0,0,9,0,0,4,2,1,27,0,4,0,7,1,6,5,2,9,9,6,10,5,8,1,24,0,15,4,8,9,10,1,2,3,6,10,8,6,8,9,22,17,14,0,0,26,9,13,0,8,2,1,3,0,7,3,6,3,5,20,10,5,15,21,12,1,5,1,8,0,14,19,11,10,27,8,2,10,0,16,29,0,0,2,1,17,0,10,8,3,0,9,15,12,13,2,2,2,9,2,0,0,0,10,11,4,6,1,0,6,5,0,5,7,0,29,14,18,9,5,0,10,18
15,0,10,9,21,38,4,4,2,9,0,12,2,7,21,6,2,9,8,0,1,0,8,13,5,0,30,0,1,4,24,1,11,3,18,1,0,4,7,17,14,0,0,11,8,0,5,0,7,6,1,0,11,4,5,6,2,8,6,0,2,10,7,41,27,7,15,0,7,25,4,10,14,20,9,20,2,13,12,3,38,27,5,10,0,0,10,8,13,3,3,7,5,1,8,18,20,7,19,9,13,8,18,4,16,7,27,9,2,0,1,59,9,3,16,13,13,3,7,16,24,24,7,0,3,0,10,0,4,11,1,0,22,13,7,11,12,3,1,14,1,4,0,0,2,4,14,1,4,1,10,23,9,5,3,2,14,17,19,13,0,0,11,7
6,0,9,5,14,15,3,4,0,14,0,13,2,10,0,0,1,17,13,29,19,2,13,5,0,25,8,0,20,11,3,0,4,10,6,15,0,6,0,7,0,8,0,3,35,0,0,1,5,3,0,2,0,0,3,27,11,2,9,9,0,15,8,24,0,21,4,7,0,0,0,2,0,1,27,1,2,8,13,0,7,3,13,1,3,2,17,16,5,0,16,4,31,4,17,0,9,1,2,0,0,1,7,15,3,1,10,18,3,1,2,27,7,1,7,6,3,13,0,4,2,11,0,0,0,7,3,0,0,21,0,0,6,7,5,3,0,10,0,4,0,1,0,1,13,32,0,3,0,1,5,2,1,4,0,0,3,0,0,20,15,0,2,2
0,6,1,20,26,5,4,4,8,0,9,5,7,6,13,15,9,0,0,0,0,0,0,45,10,4,9,0,0,3,11,12,8,0,11,7,10,3,14,0,25,0,0,11,2,0,1,18,0,8,0,11,9,15,0,0,1,7,0,5,3,2,6,4,18,0,8,25,0,0,0,8,16,8,2,7,0,21,0,5,1,5,0,3,7,4,1,1,10,0,3,12,0,25,0,16,6,8,5,14,13,32,16,4,3,0,0,0,0,4,13,5,1,0,15,0,13,0,38,28,19,7,8,0,10,6,10,0,32,0,8,0,9,1,3,9,5,0,6,1,9,11,0,0,6,2,29,3,4,0,6,3,0,14,2,6,17,7,7,9,0,6,29,0
33,0,22,0,5,31,0,0,0,12,0,5,0,17,0,0,0,6,7,15,24,13,7,0,0,9,4,0,5,1,2,3,0,0,8,23,0,0,0,4,0,5,0,1,5,0,4,0,16,0,0,0,0,0,0,13,25,0,0,0,0,15,0,0,5,11,9,4,0,0,0,0,0,0,18,4,7,29,9,0,20,8,12,0,0,0,1,18,0,0,37,0,32,0,2,0,5,0,0,3,0,0,0,23,3,11,2,39,6,1,0,8,8,0,0,12,1,6,0,0,0,13,0,0,0,0,0,0,0,34,0,0,4,51,68,6,0,4,0,11,0,0,0,0,10,13,0,0,0,5,0,0,0,0,0,1,0,1,0,11,9,0,5,28
0,5,0,10,19,4,17,18,2,0,0,2,14,0,5,4,9,0,4,0,2,0,2,34,15,2,10,0,0,2,6,21,2,3,5,0,5,5,9,3,10,0,0,2,3,0,6,14,0,20,16,24,25,22,8,0,1,14,0,4,11,0,0,3,5,3,10,10,2,8,0,0,25,15,0,6,0,0,0,6,1,4,0,0,0,11,7,0,11,0,5,16,5,13,0,9,1,5,5,9,4,4,14,0,2,3,4,3,0,6,5,0,2,4,11,4,4,0,8,12,8,7,3,5,26,4,7,1,25,0,21,0,11,2,0,9,19,3,2,0,5,13,0,0,10,0,17,12,9,4,10,10,1,15,2,18,39,9,17,0,0,14,17,1
4,1,1,18,23,1,8,11,5,0,0,5,2,0,24,4,8,0,3,0,0,0,0,38,7,9,2,0,0,14,3,20,8,0,3,2,1,1,10,0,5,0,0,18,0,2,8,23,0,10,14,18,18,9,30,0,2,21,0,3,12,0,2,9,9,3,1,14,0,16,0,25,0,31,0,9,0,2,0,11,0,1,0,3,0,4,2,0,16,5,3,22,0,27,0,24,2,8,9,17,10,7,22,8,17,0,5,0,0,17,11,0,6,0,10,5,9,0,5,12,15,2,11,11,42,30,3,0,17,2,18,0,7,2,0,15,15,2,2,2,13,10,0,0,0,0,21,5,19,0,12,17,0,9,26,13,15,18,35,1,0,2,11,0
0,21,0,4,4,0,13,12,15,0,10,0,0,0,4,1,15,0,0,0,0,0,0,35,18,0,0,8,0,4,0,3,12,0,10,0,4,0,8,0,6,0,10,0,0,15,4,23,0,14,3,34,29,34,29,0,0,0,0,1,26,1,0,0,0,0,2,20,1,8,0,15,31,0,0,5,0,0,0,4,0,5,0,0,19,17,0,0,1,14,0,5,0,11,0,11,0,5,1,0,15,0,3,0,3,0,0,0,0,0,17,1,0,0,0,1,1,0,18,0,0,0,0,9,9,13,1,9,6,0,22,0,0,4,2,11,17,0,2,0,0,14,1,0,0,0,24,12,9,0,0,2,0,6,9,24,0,9,24,0,0,13,2,0
12,0,4,0,1,22,2,0,0,1,0,5,0,3,1,0,0,23,18,3,41,8,0,0,0,30,5,0,13,2,2,0,0,30,3,4,0,34,0,43,0,11,0,0,20,0,0,0,3,0,0,0,0,0,1,18,8,0,3,1,0,0,0,4,13,23,3,9,27,2,18,0,0,0,0,0,12,36,28,0,23,5,3,0,0,0,0,19,0,0,35,0,8,0,4,0,8,0,4,0,1,1,0,4,0,15,4,4,3,0,0,39,36,0,3,1,0,3,0,2,9,36,0,0,0,0,0,0,6,14,0,0,16,13,0,0,0,0,0,7,8,0,0,15,43,18,0,0,0,2,8,0,0,0,0,0,0,0,0,6,18,0,0,3
