Ant52,Ant65,Ant244,Ant2,Ant6,Ant7,Ant15,Ant19,Ant30,Ant60,Ant72,Ant99,Ant102,Ant148,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant518,Ant604,Ant673,Ant12,Ant20,Ant32,Ant35,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant265,Ant289,Ant294,Ant296,Ant298,Ant305,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant575,Ant592,Ant593,Ant599,Ant607,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
0,5,1,9,0,10,0,1,3,0,22,0,0,1,0,17,0,0,0,29,15,4,2,21,9,0,1,0,2,31,0,0,0,1,0,17,0,13,0,6,0,0,1,25,2,23,1,6,0,0,43,25,0,15,31,26,0,4,8,0,10,11,0,3,0,0,8,0,4,16,0,0,0,1,16,0,0,0,3,1,0,2,0,23,0,2,11,0,1,0
0,5,1,6,1,9,0,1,5,0,32,0,0,2,0,41,0,3,2,40,54,2,0,78,6,0,2,2,2,12,0,2,0,0,0,7,1,6,0,26,1,0,2,13,0,27,9,6,0,2,49,22,0,11,18,24,0,0,3,10,0,5,0,3,1,0,2,0,4,16,0,8,0,0,21,0,1,2,0,2,0,1,0,18,0,9,35,0,0,0
1,2,0,9,4,10,1,20,1,20,2,2,1,6,1,0,1,2,11,1,0,6,3,0,4,1,15,3,3,5,0,2,9,3,9,0,4,16,0,23,7,0,8,0,9,0,2,7,1,0,2,0,1,33,0,0,4,0,22,11,5,0,5,14,4,6,18,0,2,2,0,2,4,5,0,8,21,1,8,4,1,0,1,6,6,0,0,0,2,5
4,0,4,3,27,6,10,7,8,3,0,2,18,7,1,0,12,4,16,0,0,0,2,0,4,6,1,18,12,4,1,0,8,12,5,0,0,3,1,14,3,5,12,0,10,0,0,2,8,3,0,0,2,5,0,0,6,0,6,0,0,5,0,3,0,13,5,6,1,0,9,3,31,5,0,5,2,4,3,1,68,12,8,1,8,0,0,0,56,16
0,4,0,2,6,7,0,1,3,0,7,4,0,0,0,2,0,15,3,9,2,30,2,0,16,1,10,0,0,5,0,0,0,0,2,0,4,13,0,7,6,5,1,0,0,0,0,6,0,3,2,0,0,23,0,0,1,3,14,3,3,14,3,0,5,0,12,1,3,2,5,7,1,4,6,0,6,1,13,1,0,0,2,7,6,0,0,0,0,3
0,3,5,0,1,2,1,7,8,4,0,9,1,0,1,1,1,6,1,0,4,2,6,0,2,3,2,2,1,0,1,0,6,4,5,0,1,10,0,6,2,2,3,0,0,0,0,5,0,7,1,0,6,2,0,0,8,0,14,0,1,4,0,5,0,6,9,3,7,1,1,12,1,7,0,16,0,8,3,2,0,19,5,0,6,0,0,0,0,6
2,1,1,4,0,5,4,11,4,17,2,7,3,3,12,0,1,9,0,0,2,8,7,0,0,2,0,19,7,0,3,1,1,1,18,0,0,5,1,2,16,11,24,0,0,1,0,16,4,16,0,0,20,7,0,0,5,0,1,0,0,6,13,0,6,0,13,2,14,2,10,3,3,5,0,15,0,5,1,2,0,6,6,0,7,0,0,0,0,6
1,8,4,1,7,18,3,15,11,7,0,4,2,5,13,0,1,18,6,2,1,3,9,0,9,7,1,10,4,1,3,4,4,4,5,0,12,4,5,10,38,10,4,0,15,0,0,8,8,22,2,0,5,1,0,0,5,0,14,8,2,18,5,12,9,13,0,4,7,0,15,8,9,2,0,2,7,1,4,6,0,12,19,4,8,0,0,1,7,6
7,0,1,2,1,2,6,1,4,2,2,15,4,0,5,0,15,3,7,0,0,0,11,0,0,7,0,14,0,0,7,2,0,9,4,0,2,1,5,4,2,8,1,0,0,0,0,3,1,6,0,0,3,7,0,0,6,0,7,0,0,0,6,1,3,2,4,0,0,0,2,1,19,9,0,2,1,5,0,7,1,2,6,0,3,0,0,0,6,10
0,6,5,7,0,15,3,0,8,3,3,2,1,1,2,3,0,2,0,1,3,0,5,0,4,0,0,3,0,8,0,2,0,1,5,0,6,13,0,0,2,3,2,0,0,0,0,12,0,4,3,0,1,8,0,0,5,0,9,4,4,2,1,3,7,14,7,0,0,2,0,10,4,2,0,3,2,1,4,19,0,4,9,3,4,0,0,0,1,0
0,0,2,4,4,6,0,1,1,0,13,0,0,2,0,30,0,0,5,27,13,1,0,8,7,0,5,0,1,10,0,0,3,0,0,15,0,3,0,14,1,0,1,23,1,9,0,7,0,3,43,4,0,0,23,4,0,10,1,16,16,2,0,2,1,2,0,0,2,0,0,9,0,4,3,0,0,0,13,1,0,1,0,9,0,3,22,0,0,0
9,0,5,2,0,13,11,7,4,15,0,0,15,0,18,3,2,0,0,1,1,0,6,0,0,1,1,19,5,0,1,8,0,2,5,0,6,5,10,2,26,3,3,0,1,0,0,14,5,2,3,0,1,1,0,0,13,4,3,0,0,0,9,5,1,10,15,2,0,0,0,10,9,6,1,14,0,7,0,0,6,25,10,0,9,0,0,0,14,2
0,6,5,6,6,11,0,6,4,1,11,7,0,3,5,2,0,15,1,0,7,1,1,0,10,1,9,17,5,4,2,18,6,1,9,0,3,15,0,14,6,14,4,0,0,2,0,25,0,4,15,1,1,5,0,0,6,3,13,0,8,2,3,7,12,3,8,1,10,9,10,0,0,13,1,3,0,2,8,8,0,4,3,1,0,1,0,0,0,2
